,spot_name,address,region,detail,tel,spot_image,tag,star,visit_review,blog_review,category
10,유성호텔,대전 유성구 온천로 9 유성호텔,대전,유성IC에서 우회전하여 약 2.7km 진행 전방에 위치.,042-820-0100,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190502_92%2F1556781627845OYGAu_JPEG%2FmyJIlo1E37PRrKMH9eLX050c.jpg,분위기 있는,4.36,761,525,3성급
11,대전아쿠아리움,대전 중구 보문산공원로 469,대전,다양한 동물 친구들과 만나보세요! 눈으로만 보는 것이 아니라 직접 만지고 느낄 수 있는 공간! 다양한 관람관으로 나누어져 있어 한층 더 관람하는 재미가 up! up!,042-226-2100,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210915_36%2F1631679015447KYpjO_JPEG%2Fbanner_x_%25282%2529.jpg,이색체험,4.17,7187,1036,아쿠아리움
12,대동하늘공원,대전 동구 동대전로110번길 182,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210618_176%2F1624003305179hxHf6_JPEG%2Fs6Q43GY067QT84UAf8VsMnkq.jpg,"피크닉,파릇파릇한,데이트",0.0,4,229,근린공원
13,으능정이문화의거리,대전 중구 중앙로 145,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16259008%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658206670590%26md%3DhRU4YqtllGbM2DZe0wjNZD3HpZk%253D,데이트,0.0,0,340,"공연,문화의거리"
14,상소동 산림욕장,대전 동구 산내로 714,대전,None,042-273-4174,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAyMDVfODAg%2FMDAxNTE3ODEyMDg0OTY0.mGsw87fG86LHd73J-AffkfD7kYaEPhd914ultlUXRzAg.0t9Vb8lUDLgfZO3xFRA2jvJZP5PuqMCJr24Oe0iSCg4g.JPEG.new4431%2F1496491728049.jpg,"데이트,파릇파릇한",4.33,30,745,"휴양림,산림욕장"
15,솔로몬로파크,대전 유성구 엑스포로 219-39,대전,법체험 테마파크,042-323-8820,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEyMzBfMTk3%2FMDAxNTE0NjIyMzQ4NTQw.Mt8pS2ih1swbpMOPCTIvkSLlEFLTgAslcUVnr6Hhn5Ig.Bndoi_yLM03iMXBqSSx4XZOvw1EnaYjgM-3aVZgSIXUg.JPEG.kwyn0110%2FIMG_2686.,"이색체험,데이트,신나는",4.26,20,324,테마공원
16,우암사적공원,대전 동구 충정로 53 남간정사,대전,None,042-673-9286,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA3MjRfMjQ0%2FMDAxNTAwODcyMzA4MDU0._PGqUptjD6oGdCbpd3KI_7_dmWcWEXT-9ODYojMxXS4g.aMS4USueMso_UaDx8YHWV_JKKu_Z_s0ln0ZpytO62c0g.JPEG.flareart%2F%25C0%25A5%25BF%25EB151003_0008.jpg,"이색체험,데이트,분위기 있는",0.0,7,632,테마공원
17,대전엑스포시민광장,대전 서구 둔산대로 169,대전,None,042-250-1408,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAxMTlfMTQ3%2FMDAxNTE2MzY2MDE3NzY3.YR8kAAJHLt3gDaY_1_UQG4-euE87x5ROQDe5g-Dz80cg.WC6NXUy14CCaK0j15fU57daq0esEWawqF2YGCVBgRuUg.JPEG.whdgus9640%2F20180119_143458.jpg,데이트,0.0,0,1166,광장
18,대전시민천문대,대전 유성구 과학로 213-48 대전시민천문대 (대전광역시 유성구 신성동 7-13),대전,언덕길로 쭉 올라오신 후에 주차장을 따라 가셔서 주차장에 차를 주차하신 후에 천문대 방향으로 걸어올라오시면 됩니다.,042-863-8762,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210330_286%2F1617096263582thgH0_JPEG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD-1.jpg,"이색체험,데이트,분위기 있는",0.0,59,315,천문대
19,테미공원,대전 중구 보문로199번길 37-36,대전,None,042-606-6603,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20140416_200%2Fbabyperm11_1397614438427mEp9w_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF_20140406_145327.jpg,"데이트,파릇파릇한",0.0,6,407,근린공원
20,뿌리공원,대전 중구 뿌리공원로 79 뿌리공원,대전,고속도로 경우 승용차이용 경부고속도로 비룡분기점 → 대전남부순환고속도로 → 안영I.C → 뿌리공원 회덕분기점 → 호남고속도로 → 서대전분기점 → 대전남부순환고속도로 → 안영I.C → 뿌리공원 호남고속도로 서대전분기점 → 대전남부순환고속도로 → 안영I.C → 뿌리공원 ※ 안영I.C에서 시내방향으로 우회전 500m지나서 안영교를 따라 우회전 500m 지점 기차이용 대전역 : 310번(종점) / 약 30분 소요 서대전역 : 135번(종점) / 약 30분 소요,042-288-8300,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_173%2F1441020418048Aiy1L_JPEG%2F116361613874945_0.jpg,"이색체험,데이트",4.45,133,1068,테마공원
21,으능정이스카이로드,대전 중구 은행동,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F31950468%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658206910818%26md%3Dddk0yCwLS3wYRjlgSo0j7yyUI30%253D,데이트,0.0,0,329,"거리,골목"
22,티놀자애니멀파크,대전 유성구 대덕대로989번길 9-51,대전,- 코로나바이러스 재확산으로 인해 평일 휴장합니다. 주말 정상영업 어린이날 정상영업,042-863-0055,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191209_68%2F1575868452402az33S_JPEG%2Fbanner.jpg,"이색체험,파릇파릇한",0.0,2474,374,동물원
23,금강로하스대청공원,대전 대덕구 미호동 57-1,대전,None,042-608-5573,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA1MjlfMTMy%2FMDAxNDk2MDYxOTIxNjg3.V4EqqMdzyL1ihg5gEW4GglHepgbN_BYRx6HxXMKRN68g.AK_v1_z9aySUlu7hMSAZop8kIh2BlRyxO_SU8hGwrl4g.JPEG.crafts_lady%2FDSC01279.,"파릇파릇한,데이트",4.34,38,877,"자연,생태공원"
24,월평공원,대전 서구 도마동 산7,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fsimg.pstatic.net%2Fstatic.map%2Fv2%2Fmap%2Fstaticmap.bin%3Fcenter%3D127.36258889991197%252C36.32818010094088%26level%3D16%26dataversion%3D165.23%26caller%3Dnaver_mstore%26markers%3Dpos%253A127.36258889991197%252036.32818010094088%257Ccolor%253Ablue%26w%3D400%26h%3D200,파릇파릇한,4.83,10,45,자연공원
25,대전라마다호텔,대전 유성구 계룡로 127,대전,도로명주소 : 대전 광역시 유성구 계룡로 127 지번주소 : 대전 광역시 유성구 봉명동 548-13 우편번호 34187,0507-1366-1025,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201215_170%2F1608010961424pf7W0_JPEG%2F%25C0%25FC%25B0%25E6%25BB%25E7%25C1%25F8_%25BC%25F6%25C1%25A41.jpg,분위기 있는,4.47,462,514,호텔
26,롯데시티호텔 대전,대전 유성구 엑스포로123번길 33 롯데시티호텔대전,대전,None,042-333-1000,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191228_207%2F1577536208299znIfh_JPEG%2FDD_QJ6XHDEuO6HWmNJ8immd5.jpg,분위기 있는,4.44,461,974,4성급
27,대코맥주페스티벌,대전 대덕구 중리남로 47 중리동행정복지센터,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1447422629%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658207100645%26md%3DRzkoKip9bN1E%252BKHAZknYPIIh5QI%253D,"신나는,데이트",0.0,1,4,"축제,행사"
28,국립대전숲체원,대전 유성구 숲체원로 124,대전,서대전IC-방동저수지방면-국립대전숲체원,042-718-1501,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191025_220%2F1571969036381HUgjN_PNG%2FiuSd1aRYzUlgMvBxusZchL0a.PNG.png,"파릇파릇한,데이트",4.63,35,200,"휴양림,산림욕장"
29,디 아트 스페이스 193,대전 유성구 엑스포로 1 엑스포타워 B1F THE ART SPACE 193,대전,"지하철 이용안내 정부청사역 3번출구 - 둔산경찰서 앞에서 환승(간선 301,318,705버스)  버스 이용안내 대전신세계백화점 하차(지선 121,911,918, 간선 301,318,606,705)",042-607-8670,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220707_112%2F1657171653196kNtSD_JPEG%2F42F_%25C8%25B8%25C0%25FC%25C7%25CF%25B4%25C2_%25BF%25C0%25B0%25A2%25C0%25C7_%25BA%25B0%25282%2529.jpg,"신나는,야경,데이트",4.5,136,80,전망대
30,토요코인호텔 대전정부청사앞,대전 서구 둔산중로134번길 13,대전,레지던스 룸에서 숙박했어요. 토요코인 다른 방에 비해서 많이 넓어요. 회원 등록하고 자주 이용하는데 청소 상태가 좋아서 만족합니다.,042-545-1045,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA4MDRfMTIy%2FMDAxNjI4MDU5NTI2MTkw.pWoRRlDifLAdznCXRCQrIUP6EEBAyjnRnQtWNsxrZasg.IC1efXqCdCECZdkt5rZNhs_7d4VgAfuGLEX1oGYFnZEg.JPEG.stasis7%2FIMG_1492.jpg,분위기 있는,4.38,721,211,3성급
31,호텔인터시티,대전 유성구 온천로 92,대전,"<지하철 유성온천역 하차 7번 출구 도보 7~8분 소요> 호텔인터시티는 유성온천 테마거리 내 유성온천역에서 인접한곳에 자리하고 있으며, 여행에 편안한 호텔입니다.",042-600-6000,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210428_297%2F16195929191736k2gf_JPEG%2Fic_SEM_4952v.jpg,분위기 있는,4.32,495,352,4성급
32,식장산,대전 동구 대성동,대전,"고산사, 산내동 방면은 시내버스 501, 510, 513, 521번을 이용하고, 판암동, 개심사 방면은 시내버스 221,640 을 타고 판암동 주공아파트 입구나 동신중학교앞에서 하차.  시내버스 501, 221 등을 이용 → 판암동 주공아파트 입구 하차 → 식장산",042-274-1877,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEwMjZfMTIg%2FMDAxNTA5MDA1MDgwNDQw.eOR4OAXKYQ_tymQ-2xmEpZXUCKxXhtHGTknWkhpaFtQg.1kHfnqAwDlue4mbWnYfhCFDihdjByFgHcAB6g2AO4xUg.JPEG.camlji9%2FBS8R9526.jpg,"야경,분위기 있는,데이트",0.0,0,925,"산,고개"
33,남선공원,대전 서구 남선로 66,대전,"남선공원은 약 4만 5천평으로 적정한 규모의 산림숲이 있고, 각종운동시설이 다양하게 설치되어 있어 휴식공간으로 널리 쓰여지고 있으며 시민생활 체육의 저변확대 및 건강복지사회의 기틀을 마련하고자 남선공원부지내에 지하1층 지상3층(연면적 3,574평규모)의 남선공원 종합체육관(실내빙상장 등)을 건설중에 있다.",None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA5MDNfMjYw%2FMDAxNTA0NDQxNTM3Nzc0.8UgAemiZkAZgM9mxFpM6XCCafGmlk3SW3tDFbmNaqrog.sze_sDcsmjYICbASBvHQOw4M0HVJIst_kgDkZml0bTcg.JPEG.first_seogu%2F%25B3%25B2%25BC%25B1%25B0%25F8%25BF%25F832.jpg,파릇파릇한,4.4,15,198,"도시,테마공원"
34,동춘당공원,대전 대덕구 동춘당로 80 동춘당,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA5MThfMTYg%2FMDAxNTA1NzQ1NzE3Nzkx.sbEF3bvHEZPNqJI1ErWI-TCe_sLkw-zfL2e-6DxTKqUg.mikRd9Zr9OipL_4US9dGnBHOaM153YYbRIIEI_5jBIMg.JPEG.jvj24601%2F%25B4%25EB%25C0%25FC.%25B5%25BF%25C3%25E1%25B4%25E7.02.%25B5%25BF%25C3%25E1%25B4%25E7%25B0%25ED%25C5%25C3.170916_%252816%2529.jpg,파릇파릇한,4.0,15,490,근린공원
35,국립중앙과학관꿈아띠체험관,대전 유성구 대덕대로 481,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190723_77%2F1563858554512GEonc_JPEG%2F8TBNrYE94e0QNoGdOc4qnQwO.jpg,"신나는,이색체험",4.49,82,150,부속시설
36,엑스포 과학공원한빛광장,대전 유성구 대덕대로 480,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F31498989%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658207325771%26md%3Dg4DR8lDybEhbmVh7Hs3n3oY3W3o%253D,"신나는,데이트",0.0,0,230,부속시설
37,계족산황톳길,대전 대덕구 장동 산91,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fsimg.pstatic.net%2Fstatic.map%2Fv2%2Fmap%2Fstaticmap.bin%3Fcenter%3D127.451472238383%252C36.3928268853827%26level%3D16%26dataversion%3D165.23%26caller%3Dnaver_mstore%26markers%3Dpos%253A127.451472238383%252036.3928268853827%257Ccolor%253Ablue%26highlight%3Dtrail%2C17001065%26w%3D400%26h%3D200,"파릇파릇한,데이트",0.0,0,432,도보코스
38,대청호 로하스 캠핑장,대전 대덕구 대청로424번길 200,대전,"대청호 상수원 보호구역으로 주변에 다른 시설들이 전혀 없는 조용하고 깨끗한 장소로 많은 사람으로부터 사랑을 받고 있는 대청호 로하스 캠핑장은 국토의 중심인 대전시 대덕구대청호에 위치하고 있습니다. 현재 캠핑장은 면적 37,678(㎡)으로 오토캠핑장 40면과 글램핑 10동으로 구성되어 있으며이외에도 바비큐장, 풋살장, 놀이터 등이 준비되어 있습니다.  지치고 힘든 도시의 일상에서 잠시 벗어나 자연이 숨 쉬는 캠핑장에서 휴식하며 소중한 추억을 만들 수 있는 대청호 로하스 캠핑장으로 오셔서 힐링하시길 바랍니다.",042-933-6575,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA2MjVfMjgw%2FMDAxNTkzMDUxNDYyNDQ1.7CvSIe-PD6ioNWzdgyM6dAPn3KXU6R2C7hLGMrdDVpkg.AkK1elWs4nxS8-tQBQK1K7Ff-8aoRrZimkK0DFgB4s0g.JPEG.leeyong22%2FIMG_1924.,"이색체험,신나는,파릇파릇한",4.46,167,454,"캠핑,야영장"
39,장동산림욕장,대전 대덕구 장동 산62,대전,None,042-623-9909,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA1MDlfMTgg%2FMDAxNDk0MzM4OTYyODM5.6yGTyFx-TE_fBNkyCgQOXrDTf8msODM7D1DTSRDHmKcg.73gD90uK73S5ZxHZOCNWWARc8eeJJj9t6L4tSIvMFUMg.JPEG.iamromy%2FIMG_7383.jpg,파릇파릇한,4.13,41,340,"휴양림,산림욕장"
40,동화울수변공원,대전 유성구 관평동 772,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16105519%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658207435033%26md%3DlDnEbGkCMKHcZ29DjJZz6PWA330%253D,파릇파릇한,0.0,0,66,"도시,테마공원"
41,해돋이전망대,대전 동구 낭월동 산2-1,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191228_135%2F1577538190521QuGXE_JPEG%2FLFHQmfNMKcBwyvgcoqQs5bPJ.jpg,"이색체험,분위기 있는,데이트",0.0,7,389,전망대
42,우리들공원,대전 중구 중앙로138번길 30,대전,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1060431998%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658207508835%26md%3DmKuNx18UmOtvU4%252BxtGTH0Q4m%252F24%253D,파릇파릇한,4.36,411,61,근린공원
43,대전목재문화체험장,대전 중구 보문산공원로 442,대전,None,042-254-4565,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220703_32%2F1656783415450xIwEz_JPEG%2F1653651407245.jpg,"신나는,이색체험,데이트",4.52,57,113,"관람,체험"
44,은구비공원,대전 유성구 노은동로 166,대전,"1997년 한국토지개발공사의 대전 노은지구 택지개발을 통해 조성된 공원으로, 면적은 11만 2,270.5㎡이다. 택지개발 당시 공원이 들어서기로 예정된 높이 65~70m의 낮은 구릉에서 청동기시대 및 원삼국시대의 유적이 발견되었고, 1999년 5월 면적 8만 3,523㎡의 노은동유적이 대전광역시기념물 제38호로 지정되었다.  공원에는 2007년 3월 개관한 대전선사박물관이 들어서 있는데, 박물관은 건물총면적 2,023㎡의 지상 2층 규모로 노은동유적에서 출토된 유물을 전시하는 노은선사문화관, 구석기문화관, 신석기문화관, 청동기문화관, 철기문화관, 체험·자료실로 이루어져 있다. 공원의 구릉 동쪽 경사면에는 청동기시대와 원삼국시대의 집자리 6개가 복원되어 있으며, 발굴체험장을 조성하여 교육공간으로 사용한다.  넓은 잔디밭이 펼쳐진 공원에는 수백 년 된 노송을 비롯한 다양한 수종으로 꾸며져 있으며, 공원 산책을 즐기는 주민들의 모임이 결성되어 있을 정도로 주변 아파트단지의 주민들에게 쾌적한 휴식터가 되고 있다. 각종 체육시설과 탄성포장재를 입힌 산책로, 약수터, 정자·벤치 등의 쉼터, 음수대, 화장실 시설을 갖추었으며, 2006년에는 은구비구름다리를 설치하여 도로 건너편에 있는 두루봉공원과 연결, 총길이 840m의 조깅코스 등의 체육시설을 확충하였다.  은구비구름다리에는 조명시설이 설치되어 있어 야경이 특히 아름답다. '은구비'라는 이름은 공원이 들어선 마을의 이름을 딴 것으로, 선비가 숨어 살면서 복을 누리는 마을이라 하여 불린 이름이라 한다.",042-611-2718,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_6%2F1441038956610fiYkM_JPEG%2F116580548030240_0.jpg,"파릇파릇한,피크닉",4.19,14,254,근린공원
45,둔산선사유적지,대전 서구 대덕대로317번길 9,대전,"1992년 10월 28일 대전광역시기념물 제28호로 지정되었다. 1991년 3월 한국토지개발공사에서 택지개발 공사를 하던 도중 우연히 발견되었기 때문에 원래 지형의 일부는 이미 훼손된 상태였다. 발견 즉시 공사를 중단하고 1991년 5월부터 충남대학교박물관과 한국선사문화연구소에 의해 발굴작업에 들어가 그해 9월 중순에 마무리되었다.   발굴 결과 둔산 정상부의 능선을 따라 동남쪽에서 청동기시대 유적, 그 동쪽에서 구석기시대 유적, 북쪽에서 신석기시대 유적이 발굴되었는데 그중 청동기시대의 집터 3기는 도로개설을 위해 원래 발견된 자리에서 북쪽으로 약 15m 지점으로 전사이전(轉寫移轉:원래의 모습대로 다른 장소로 옮김)하여 선사유적공원으로 조성되었다.",042-270-2418,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAxMTBfNzgg%2FMDAxNTE1NTgyOTk1OTUw.2PSmUX_f38PnOYB877l3vF4oQ-5GzU1V4_8bxQmQyd4g.PK6MOAwXVELAOgKwZVE3DgkMvnjYpuT8sgP7P83WrsQg.JPEG.wodyd0205%2FDSCF4255.,"이색체험,신나는",0.0,9,229,"유적지,사적지"
