,spot_name,address,region,detail,tel,spot_image,tag,star,visit_review,blog_review,category
13,선녀바위해수욕장,인천 중구 을왕동 678-188,인천,None,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEyMTlfMTUg%2FMDAxNTEzNjczNzI3NzI5.M-sjtVQCjH5TgwLJwnOZunigBcBnpPedFZRy0-hZ-e0g.dYML36GDGS6S1jyslRkheVLw8yEg1lJtQATSrk1W_oEg.JPEG.incheontogi%2F5.,"분위기 있는,야경,데이트",4.26,36,1539,"해수욕장,해변"
14,장화리일몰조망지,인천 강화군 화도면 장화리 1408,인천,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F21460978%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658471123183%26md%3DTBdGChRSPYERSWy4rGWtwv4bgcM%253D,"야경,분위기 있는,기분 전환,데이트",0.0,4,506,전망대
15,자유공원,인천 중구 제물량로232번길 46,인천,경인고속도로 도화나들목에서 인천공설운동장 방면.,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_285%2F14410072198904zK2P_JPEG%2F106859504765799_0.jpg,"파릇파릇한,피크닉",4.24,65,1418,근린공원
16,수봉공원,인천 미추홀구 수봉안길 84,인천,"☆별빛이 머물다: 수봉별마루 운영재개 안내☆   - 운영시간 -  ▶ 특화조명: 일몰시~23시 ----------------------------------------------------  인천광역시 미추홀구 수봉산에 조성된 공원이다. 인천 시내가 한눈에 들어오는 우각정을 비롯하여 각종 업적과 역사를 전하는 비석들이 있어 휴식처와 역사 교육장의 역할을 하고 있다.  주요 시설로는 크고 작은 공연을 감상할 수 있는 문화회관과, 민속공연이 열리는 전통민속놀이마당, 연중(상반기:6~7월, 하반기:9~10월) 무형문화재 공연을 하는 은율탈춤 전수관 등이 있으며, 어린이놀이터와 궁도장 등 다양한 레저시설도 갖추어져 있어 운동을 위해 찾는 이들도 많다. 그밖에 현충탑과 인천지구전적기념비, 재일학도의용군 참전기념비 등 호국정신을 기리는 기념비와 실향민이 제사를 드리는 망배단이 있다.",032-868-4770,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjFfMTE0%2FMDAxNTExMjUwMzgxNDM4.zahOs-LVZ8u9uxjjUsakzyLgL2D9ArONj0F_dSlHjIUg.y1yJwu8YT96UtuSnu7mRV14eLZyzerdYPP_bwoi4hmAg.JPEG.incheontogi%2F3.,"신나는,이색체험,데이트",4.28,38,1078,"도시,테마공원"
17,민머루해수욕장,인천 강화군 삼산면 매음리,인천,완벽하게 보존되어 있는 자연 환경 개장기간 : 매년 7~8월 중 요금입장료 무료특징석모도의 유일한 해수욕장 주차가능 시설 및 제공서비스 : 샤워실 화장실,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190519_35%2F15582356211628zvqt_JPEG%2FykDpWTcPjZ4iUitun-ZTc15G.jpg,"분위기 있는,기분 전환",4.42,92,1110,"해수욕장,해변"
18,마니산,인천 강화군 화도면 상방리 산35,인천,서울 행주대교 남단→김포 방향 48번 국도→김포→강화대교→알미골3거리 좌회전→찬우물3거리 우회전→인산3거리 좌회전→화도초등학교앞 좌회전→마니산관리사무소,032-930-7068,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_116%2F1441045573966Nt6q1_JPEG%2F13491129_0.jpg,"신나는,파릇파릇한",0.0,0,2797,"산,고개"
19,함허동천,인천 강화군 화도면 사기리,인천,"조선 전기의 승려 기화(己和)가 마니산(摩尼山:469.4m) 정수사(精修寺)를 중수하고 이곳에서 수도했다고 해서 그의 당호(堂號)인 함허를 따서 함허동천이라는 이름이 붙었다. 계곡의 너럭바위에는 기화가 썼다는 涵虛洞天 네 글자가 남아 있는데, 구름 한 점 없이 맑은 하늘에 잠겨 있는 곳이라는 뜻이다.마니산 서쪽 기슭에 펼쳐져 있으며, 빼어난 산세를 끼고 곳곳에 거대한 너럭바위들이 흩어져 있다. 이 바위들을 넘나들며 흘러내리는 물줄기가 장관을 이루고, 특히 계곡 한 켠에 200m에 달하는 암반이 넓게 펼쳐져 있어 마니산의 절경으로 꼽힌다. 계곡 아래에는 한국 최고의 야영장으로 꼽히는 함허동천 야영장이 자리잡아 여름철이면 캠핑을 즐기는 사람들로 북적인다. 5개의 야영장 외에 체력단련장극기훈련장팔각정샤워장 등 각종 부대시설이 갖추어져 있고, 돌담을 두른 주변의 초가에서는 민박도 할 수 있어 사계절 관광지로 이름이 높다.   인근의 볼거리로는 정수사, 마니산 참성단(塹城壇), 세계 4대 개펄 가운데 하나로 꼽히는 강화 개펄, 강화에서 가장 큰 모래톱을 자랑하는 동막해수욕장 등이 있다.",032-930-7066,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_158%2F1441045581749jAjpg_JPEG%2F13491179_0.jpg,신나는,0.0,5,391,계곡
20,파라다이스시티 원더박스,인천 중구 영종해안남로321번길 186,인천,인천광역시 중구 영종해안남로 321번길 186,02-1833-8855,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190917_83%2F1568727065553TX4w4_JPEG%2Fgs_banner_550x550_wonderbox_03.jpg,"신나는,이색체험",4.09,6038,812,테마파크
21,장경리해수욕장,인천 옹진군 영흥면 내리,인천,서해안고속도로 → 월곶IC → 시화방조제 → 대부도 → 선재도 → 영흥대교 → 영흥도,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_123%2F1441045556122XBPjc_JPEG%2F157155536966573_0.jpg,"신나는,야경,분위기 있는",0.0,8,833,"해수욕장,해변"
22,월미도,인천 중구 북성동1가 98-352,인천,경인고속도로 종점(직진)→해운항만청 사거리(우회전)→신광초등학교사거리(좌회전)→인천역(좌회전)-월미도,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_250%2F1441045597537C1ti4_JPEG%2F13491282_0.jpg,파릇파릇한,4.32,175,3752,섬
23,소래습지생태공원,인천 남동구 논현동 1-55,인천,None,032-435-7076,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAzMThfNjQg%2FMDAxNTIxMzQyOTEyNzUw.nbTdf44BGSry54VJ2EwxDtS5xPXK2lENA3YbGXoE50kg.7vMNG_JB3XIUOEAu6iETUXpm8UYxGTAVflEWU91ZjCIg.JPEG.queen77577%2F20180317151215_IMG_4610.,"파릇파릇한,이색체험,데이트",4.29,135,1949,"자연,생태공원"
24,오라카이 송도파크 호텔,인천 연수구 테크노파크로 151,인천,None,032-210-7000,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAzMDVfODQg%2FMDAxNjQ2NDg4OTE1MTUx.QfMNW8eeek-0CdCliIM6g7j2u1pZPbVTbAvLSa_9TwUg.0QCJAmbsN5PFXJcWskW_7OSgWcpSO0FrtbjPeb19MhUg.JPEG.youjinsh1518%2FIMG_7756.jpg,분위기 있는,4.38,814,1608,4성급
25,송월동동화마을,인천 중구 송월동3가,인천,None,032-764-7494,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191119_95%2F1574165857543Me2ly_JPEG%2FJTSJWgC-xPv3aAhpgcN2Pdy_.jpg,데이트,0.0,0,3158,도보코스
26,소무의도,인천 중구 무의동 산369,인천,"선녀가 내려와서 춤을 추었다는 섬 옛 지명은 띄무리라고 했으며 박동기라는 사람이 처음섬을 개척했고 유씨가 들어와 그를 데릴사위로 삼았다고 한다. 대무의도,소무의도, 실미도는 가까이 있다.배편선사/선박무의도해운(주)무룡1호, 무룡5호배편문의월미도선착장032-762-8880~2잠진도선착장032-751-3354~6무의도해운(주)032-746-0077섬 면적 : 1.22㎢ 주변 관광정보볼거리즐길거리무의바다누리길특산물",032-760-7133,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_225%2F1441068771029IrIbH_JPEG%2F157155523140891_0.jpg,파릇파릇한,0.0,10,1114,섬
27,신도,인천 옹진군 북도면 신도리,인천,동인천역(112번 강인여객)→삼목 선착장입구 하차→도보5분→삼목 선착장→신도행 배 승선→신도,032-899-3410,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_33%2F14410456356423Mh4c_JPEG%2F13491504_0.jpg,파릇파릇한,4.2,95,517,섬
28,해돋이공원,인천 연수구 해돋이로 51 해돋이공원,인천,None,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEwMDZfMjIz%2FMDAxNTA3Mjg2Njg3MDY1.1maroim9Y2Ha2GEKo1D2jXQ79I-hRTcvws3LmHH3wn4g.nAMEquEvQTy1NEmSW7VvQyhRzmJiYaNPqZECYLkHEHkg.JPEG.ssjy1024%2F20171006_152745.jpg,"야경,분위기 있는,데이트",0.0,6,837,근린공원
29,대이작도,인천 옹진군 자월면 이작리,인천,"면적 2.57㎢, 해안선길이 18㎞, 최고점 159m이다. 1999년 12월 말 현재 70세대에 147명의 주민이 거주하고 있다. 덕적군도(德積群島)의 한 섬으로, 인천으로부터 44㎞ 거리에 위치하며, 동쪽의 소이작도(小伊作島)와는 200m 정도 떨어져 있다. 옛날에는 해적들이 은거한 섬이라 하여 이적도라 하였다고 한다.   삼국시대에는 백제에 속하였고, 고구려와 신라가 한강 유역을 번갈아 점령함에 따라 소속이 바뀌었다. 1018년(고려 현종 9) 수주(수원)에 속군되었고, 그후 인주(인천)에 속하였다. 조선시대에는 남양부에 속하였고, 1914년 3월 1일 경기도 부천군 영흥면에 소속되었다가 1983년 옹진군 자월면으로 승격되면서 1개의 법정리로 정해져 오늘에 이른다.   전체적으로 낮은 구릉성 지형이며, 갯바위가 많아 어디에서나 낚시가 가능하다. 섬 전역에 소나무가 군락을 이루고 있고, 선착장 후사면과 남부 해안가의 일부 지역에는 상수리나무숲이 형성되었다. 또한 마을 근처에서 산중턱에 이르는 지역에는 조릿대가 군락을 이루고 있다. 주민 대부분이 어업에 종사하며, 굴·소라·꽃게·우럭 등이 주요 소득원을 이룬다. 주로 밭농사 위주이고, 흑염소와 토종닭 등 가축 사육도 활발하다.   큰풀안해수욕장·작은풀안해수욕장·목장불해수욕장·떼넘어(계남)해수욕장 등 4곳의 해수욕장이 있다. 연안부두나 대부도 방아머리 선착장에서 1일 2~4회 여객선이 왕복운항된다.",None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_49%2F1441044160407P2SA4_JPEG%2F157155537153708_0.jpg,파릇파릇한,0.0,3,341,섬
30,그랜드하얏트인천웨스트타워,인천 중구 영종해안남로321번길 208,인천,"인천국제공항 제1 여객터미널 1층 3C, 제2 여객터미널 1층 2A에서 호텔 셔틀 이용, 매 30분 간격으로 공항과 호텔 사이 무료 운행. 여객터미널 직전 LG주유소를 지나 우측 국제업무단지 출구로 나와, 공항 청사를 지나면 호텔 위치.",032-745-1234,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151202_36%2F1449023296882QxwoV_JPEG%2FGrand_Hyatt_Incheon_West_Tower_Exterior.jpg,분위기 있는,4.37,1091,1712,5성급
31,월미테마파크,인천 중구 월미문화로 81,인천,"서울, 지방 관계없이 경인고속도로 이용  제 1경인고속도로 이용시 도화IC-인하대병원사거리-인주로 능안삼거리 좌회전-월미도길 좌회전-월미도  제 2경인고속도로 이용시 남동IC-문학IC-제2경인고속도로시점(바로우회전)-경인고속도로시점입구-옹진군청-중부경찰서-신광로터리에서 좌회전(인천역방향)-인천여상고교-중부소방서-인천지방경찰청-인천역삼거리에서좌회전(월미도방향)-월미도",032-761-0997,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160411_52%2F146036867745008We4_JPEG%2F176361588777285_0.jpeg,"신나는,이색체험,데이트",4.31,6580,2017,테마공원
32,쉐라톤 그랜드 인천 호텔,인천 연수구 컨벤시아대로 153,인천,인천 1호선 인천대입구역 도보 10분,032-835-1000,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_282%2F16256443084419soDE_JPEG%2FQIeR4ldl55W-seZ3w3BoXPds.jpg,"분위기 있는,야경",4.37,1217,2195,5성급
33,자월도,인천 옹진군 자월면,인천,"인천→자월도 1일 2~3회 파라다이스(40분 소요), 대부→자월도 1일 1~3회 대부고속훼리(1시간 소요)",032-833-6011,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_266%2F1441045686091HvKap_JPEG%2F13491813_0.jpg,파릇파릇한,0.0,4,353,섬
34,영종씨사이드 레일바이크,인천 중구 구읍로 75 씨사이드 레일바이크 관리사무실,인천,네비게이션에서 [영종씨사이드레일바이크]를 검색하시면 편하게 찾아오실 수 있습니다.,0507-1316-7778,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190530_42%2F1559175635462Wz7XL_JPEG%2Fyj_reilbike_intro.jpg,"신나는,이색체험,데이트",4.38,2226,887,레일바이크
35,인더쥬,인천 연수구 송도과학로16번길 33-4 D동 1층,인천,송도 트리플스트리트 D동 1층 인더쥬 동물원 D동 4번 게이트로 들어오시면 바로 보입니다.,032-310-9611,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_285%2F1656319322280y7nN9_JPEG%2F20211115_200233.jpg,"신나는,이색체험,데이트",4.53,701,494,동물원
36,월미바다열차,인천 중구 월미로 6,인천,인천역 1번출구로 나와서 오른쪽을 보시면 월미바다역 건물이 있습니다.,032-450-7600,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191114_251%2F1573708685817nIcCv_JPEG%2FUVmmicQZUmtqkbiYcrU49jCH.jpg,"데이트,신나는,이색체험",4.42,626,257,모노레일
37,강화평화전망대,인천 강화군 양사면 전망대로 797,인천,전망대는 예약제가 아닙니다. 설과 추석 당일날은 10시 개관입니다. 연중무휴,032-930-7062,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_89%2F1441060687439Tv28S_JPEG%2F106373493162338_0.jpg,"데이트,분위기 있는",4.52,55,545,전망대
38,십리포해수욕장,인천 옹진군 영흥면 내리 734,인천,안산 월곶톨게이트→삼거리(좌회전)→시화방조제검문소까지 직진→방조제끝에서 직진→대부중고앞→흥성리→선재도→영흥대교(영흥도)→마을버스(20분)후 내동마을 하차→도보(5분),032-886-6717,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEwMTFfMTIg%2FMDAxNTA3NzA3MTI5MTQz.mk1thgRgc_kQLECXcRRG2wtNO7OHA8eWZEMwkBplCAwg.S7tSR89ie6kqHTOoiRI5SQpPVnpij7K_aikWl5pQ04cg.JPEG.skan5422%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF_a72_%25285%2529.,"신나는,분위기 있는,데이트",4.17,977,1548,"해수욕장,해변"
39,더위크앤 리조트,인천 중구 용유서로 379 더위크앤 리조트,인천,"인천시 중구 영종도 인천국제공항 인근에 위치한 더위크앤 리조트는 191개의 객실과 엔터테인먼트존, 연회장, 펫동를 갖춘 최고의 리조트 입니다. [체크인 15:00부터 / 체크아웃 11:00까지]  ※아쿠아벤쳐  -매주 화요일 휴무, ※미니골프 매주 화요일 휴무 ※사우나 임시 휴장 (6/20~부터)",032-745-0000,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220302_149%2F1646202028284l0qAv_JPEG%2F%25B4%25F5%25C0%25A7%25C5%25A9%25BE%25D8%25B8%25AE%25C1%25B6%25C6%25AE_%25C0%25FC%25B0%25E6_%2528%25BC%25B1%25C8%25A3_%25C0%25CC%25B9%25CC%25C1%25F6%2529-size%25C1%25B6%25C1%25A4.jpg,분위기 있는,4.43,653,625,"콘도,리조트"
40,강화석모도미네랄온천,인천 강화군 삼산면 삼산남로 865-17,인천,None,032-930-7053,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_140%2F1578976146607dAhFL_JPEG%2FWY0kHbgzOTjEuhW8qR74jdtH.jpeg.jpg,"이색체험,신나는",4.37,97,704,"온천,스파"
