name|star|visit_review|blog_review|category|addr|tele|detail|tag|image
아쿠아플라넷 제주|4.5|38752|9129|아쿠아리움|제주 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주|1833-7001|"제주특별자치도 서귀포시 성산읍 섭지코지로 95"|신나는,이색체험,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_221%2F1656659653987Rjtxl_JPEG%2F%25B4%25EB%25C7%25FC%25BC%25F6%25C1%25B63.jpg
용머리해안|4.58|673|4693|해수욕장,해변|제주 서귀포시 안덕면 사계리 112-3|064-760-6321|"※ 관람 당일 미리 전화 확인 (064-794-2940)하여 가시기 바랍니다. ※  산방산 해안에 있으며, 바닷속으로 들어가는 용의 머리를 닮았다 하여 붙여진 이름이다. 겉으로 보면 평범하지만 좁은 통로를 따라 바닷가로 내려가면 수천 만 년 동안 층층이 쌓인 사암층 암벽이 나온다. 180만 년 전 수중폭발에 의해 형성된 화산력 응회암층으로 길이 600m, 높이 20m의 현무암력에 수평층리·풍화혈·돌게구멍·해식동굴·수직절리단애·소단층명 등이 어우러져 절경을 이룬다. 해안 오른쪽에는 반원형으로 부드러운 검은모래사장[黑沙場]이 펼쳐져 있다.  전설에 의하면, 제주특별자치도에서 장차 왕이 태어날 것을 안 중국 진(秦)의 시황제가 호종단을 보내 제주특별자치도의 혈을 끊으라 하여, 호종단은 이곳에서 왕후지지(王后之地)의 혈맥을 찾아내 용의 꼬리와 잔등 부분을 칼로 내리쳐 끊자 시뻘건 피가 솟아 주변을 물들이며 지금의 모습이 되었다고 한다. 임무를 마친 호종단은 차귀섬으로 배를 타고 나가려다 한라산 신의 노여움을 받아 태풍에 목숨을 잃었다는 전설이 전하고 있다. 해안으로 내려가는 길에 1653년 하멜이 탄 선박이 난파되어 이곳에 표착했던 것을 기념하기 위해 세워진 하멜표류기념비가 있는데, 1980년 한국국제문화협회와 주한 네덜란드대사관이 공동으로 세운 것이다.  서귀포시은 2003년 12월까지 이 일대 55만㎡에 해양수족관·네덜란드박물관·범선·풍차·분재원·화훼단지·승마장·전망대 등을 비롯해 공공 편익시설·숙박시설·상가시설을 지어 대규모 관광지로 꾸밀 예정이다. 주변에 송악산·추사적거지·제주조각공원·화순해수욕장·마라도 등 관광지가 많다."|신나는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_66%2F14410456277055t8yW_JPEG%2F13491455_0.jpg
세화해수욕장|0.00|7|2637|해수욕장,해변|제주 제주시 구좌읍|064-728-7783|"제주시→동회선 일주도로→세화리 해안도로→해안도로 입구에 해수욕장 위치"|분위기 있는,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_184%2F1441045662522xev1k_JPEG%2F13491684_0.jpg
새별오름|4.39|177|7712|오름|제주 제주시 애월읍 봉성리 산59-8|None|"새별오름은 바리메오름·누운오름·당오름·금오름 등 많은 오름이 있는 밀집해있는 서부 중산간 오름지대 중에서 으뜸가는 서부의 대표오름이다. 저녁하늘에 샛별과 같이 외롭게 서있다 하여 붙여진 이름이라한다. 풍경이 아름답고, 성이시돌목장, 왕따나무가 근처에 있어 관광객이 많이 찾는 오름 중 하나다. 경사가 약간 있으나 높이는 해발 519.3m(정상까지 소요시간은 30분 내외)로 그리 높지 않다. 정상에 오르면 제주도 서쪽 아름다운 해변과 비양도가 보인다.남봉을 정점으로 남서, 북서, 북동 방향으로 등성이가 있으며, 등성이마다 봉우리가 있다. 서쪽은 삼태기 모양으로 넓게 열려 있고, 북쪽은 우묵하게 파여 있으며, 마치 별표처럼 둥그런 표창 같은 5개의 봉우리가 존재한다. 전체적으로 풀밭을 이루나 북쪽 사면에 일부 잡목이 형성되어 있고, 서북쪽 사면에 공동묘지가 조성되어 있다. 새별오름에서는 매년 정월대보름을 전후하여 제주도를 대표하는 축제인 들불축제가 열린다. 제주도에서는 오래전부터 농한기에 소를 방목하기 위해 묵은 풀과 해충을 없애는 불놓기 문화가 있었다. 새별오름 들불축제는 이러한 목축문화를 계승한 축제로, 오름 전체가 불타오르는 모습이 장관이다. 1997년부터 시작하여, 2015년에는 문화체육관광부로부터 우수축제로 지정되었다. 가을에는 억새가 만발하여 장관을 연출한다. 사시사철 찾는 관광객이 많아 인근에 주차장이 잘 정비되어있다."|파릇파릇한,분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191209_220%2F1575882599201lOJp1_JPEG%2FB_kSdQxiCVedhyrm_RJH703z.jpeg.jpg
제주신라호텔|4.67|3832|6277|5성급|제주 서귀포시 중문관광로72번길 75|064-735-5114|"중문관광단지 내 위치"|분위기 있는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220330_40%2F1648629679388wzNgz_JPEG%2F%25BC%25F6%25C1%25A4-01.%25C1%25A6%25C1%25D6%25BD%25C5%25B6%25F3_%25C0%25FC%25B0%25E6.jpg
가파도|4.19|81|2993|섬|제주 서귀포시 대정읍 가파리|064-794-7130|"면적 0.9㎢, 인구 407명(2000)이다. 해안선길이 4.2㎞, 최고점 20.5m이다. 대정읍 모슬포항에서 남쪽으로 5.5㎞ 해상에 위치하며, 남쪽에 마라도(馬羅島)가 있다. 개도(蓋島)·개파도(蓋波島)·가을파지도(加乙波知島)·더우섬·더푸섬 등의 다양한 이름으로 불리며 1653년 네덜란드인 하멜이 제주도 부근에서 표류되어 조선에서 14년을 생활하다가 귀국한 뒤에 쓴 《하멜표류기(漂流記)》에는 ‘케파트(Quepart)’라는 지명으로 소개되고 있다.   1750년(영조 26) 제주 목사가 조정에 진상하기 위하여 소 50마리를 방목하면서 소들을 지키려고 40여 가구 주민들의 입도를 허가하였다. 섬 전체가 접시 모양의 평탄한 지형을 이루고 토양의 풍화도가 높아 농사 짓기에 유리하며, 제주특별자치도 부속도서 중 용수조건이 가장 좋고 주변 해역에는 어로자원이 풍부하다. 전복·소라·옥돔·자리돔·자리젓 등의 특산물이 유명하며, 유적으로는 조개무지·선돌·고인돌군 등이 있고 해녀 노젓는 소리, 방아질 소리, 맷돌질 소리 등의 민요가 전해진다. 모슬포항에서 하루 2회 정기선이 왕래한다."|파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200310_280%2F1583841346487bsGYM_JPEG%2FhuZ11Xnp4e9y-8ZkdOj-jJCm.jpg
협재해수욕장|4.34|419|10300|해수욕장,해변|제주 제주시 한림읍 협재리 2497-1|064-728-3981|"제주시나 서귀포에서 서회선일주도로(12번 국도)를 운행하는 직,완행버스 이용 한림공원 입구에서 하차(40~50분 소요)"|데이트,분위기 있는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_140%2F1440992306384X3SLE_JPEG%2F157155537129409_0.jpg
대포주상절리|4.44|7574|3272|기념물|제주 서귀포시 이어도로 36-24|064-738-1521|" 주상절리는 마치 예리한 조각칼로 섬세하게 깎아낸 듯한 4~6각형 형태의 기둥으로, 현무암질 용암류에 나타나는 수직절리를 말한다. 두꺼운 용암이 화구로부터 흘러나와 급격히 식으면서 발생하는 수축작용의 결과로 형성되었다. 마치 계단을 쌓은 듯 겹겹이 서 있는 육모꼴의 돌기둥이 병풍처럼 둘러쳐져 있어 자연의 신비로움을 만끽할 수 있다.그 기둥에 부딪히는 파도 또한 마음을 뺏기는 볼거리인데, 심할 때는 높이 20m 이상 치솟는 ‘쇼’가 펼쳐지기도 해서 보는이의 넋을 빼앗는다. 중문·대포해안 주상절리대는 높이가 30~40m, 폭이 약 1㎞ 정도로 우리나라 최대 규모를 자랑하며, 제주도 천연기념물 제443호로 지정돼 있다."|야경,분위기 있는,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjFfMyAg%2FMDAxNTExMjI0MzI4NzQx.uZXvPexwnRPTlNtxJwiq03xuOAanQOroxIPN9M57y6Qg.Tw98BN20-_OD6DaYENkaPzhupvQdQz_TGZ1VSmxF9hAg.JPEG.kimjoon88%2FDSC01361.jpg
금오름|0.00|5|4390|오름|제주 제주시 한림읍 금악리 산1-1|None|None|파릇파릇한,피크닉|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_129%2F1575594384682KxL6z_JPEG%2FwQB12vgZ3IBvWQycPG1bwk0m.jpg
중문색달해수욕장|3.7|34|2620|해수욕장,해변|제주 서귀포시 색달동|064-739-4993|"제주도 공항→1111번 지방도로→창천→12번 국도→서귀포시청방면→4km→중문관광단지"|피크닉,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_197%2F1440992300869eR9hI_JPEG%2F157155537128613_0.jpg
성산일출봉|4.43|922|12016|봉우리,고지|제주 서귀포시 성산읍 성산리 1|064-783-0959|"제주시→동회선 일주도로→동남리 입구→성산리(1시간 10분 소요)"|파릇파릇한,분위기 있는,피크닉|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_117%2F1440992267605I7nrM_JPEG%2F11491438_0.jpg
표선해수욕장|4.28|94|2278|해수욕장,해변|제주 서귀포시 표선면 표선리|064-760-4992|"제주시→표선으로 가는 버스이용 (수시운행, 일반 2시간, 직행 1시간30분 소요, 동부산업도로 50분 소요)"|분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191209_7%2F1575818261744kr5dH_JPEG%2FZ8OaTXbNE9M-Ey_avosZdZYF.jpg
수목원테마파크|3.93|3746|1917|테마파크|제주 제주시 은수길 69|064-742-3700|"수목원테마파크에서 차가운 얼음이 간직하고 있는 따뜻한 아름다움을 전하려고 합니다. 365일 꿈과 감동이 가득한 얼음조각과 직접 만지고 느끼며 교감하는 체험을 통하여 우리가 알지 못했던 얼음나라의 무한한 감동을 선사 하겠습니다."|파릇파릇한,이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200701_148%2F1593592942625zvlXP_JPEG%2F%25BE%25DF%25BD%25C3%25C0%25E5.jpg
송악산|0.00|0|4344|산,고개|제주 서귀포시 대정읍 송악관광로 421-1|064-120|"제주시→서부산업도로→덕수마을→산방산→사계리마을→해안도로→송악산 관광단지"|파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_218%2F1440992269994jDe0U_JPEG%2F11491447_0.jpg
월정리해수욕장|4.48|27|6149|해수욕장,해변|제주 제주시 구좌읍 월정리 33-3|None|"제주도의 동쪽에 위치하고 있는 마을인 '월정리'는 '달이 머문다'는 뜻의 이름을 가진 서정적인 풍경의 마을이다. 아름다운 에메랄드빛 바다가 한 폭의 그림처럼 펼쳐져 있고, 그 위에는 밝은 달이 비친다. 풍경화처럼 아름다운 월정리 해변을 방문한 여행객들은 저마다 다양한 방법으로 해변의 경치를 만끽한다. 특히 수심이 얕은 편이기 때문에 아이를 동반한 가족들이 물놀이를 즐기기 좋다.월정리의 아름다운 풍광이 여행객들 사이에서 점점 유명해질수록 월정리의 해변을 방문하는 사람들이 더욱 늘어났고, 그에 맞춰 다양한 식당과 카페, 숙박시설 등이 많이 들어서 있다. 몇몇 카페는 사람들이 바다를 보며 쉬어갈 수 있도록 의자를 두었는데, 이 의자에 앉아 찍은 사진이 유명해 지면서 하나의 포토스팟이 되기도 했다. 월정리엔 카메라를 들고 제주도 여행의 추억을 담는 사람들의 모습을 쉽게 볼 수 있다.그 밖에 서핑, 스노클링, 카약 등 다양한 수상레포츠를 즐기며 보다 더 역동적으로 해변에서의 즐거움을 만끽하는 사람들도 있다. 월정리 해변은 일정한 높이의 파도가 지속적으로 들어오기 때문에 서핑을 하기에 좋아 서퍼들이 즐겨찾는다.  제주도 올레길 20코스 '김녕-하도 올레'와 ‘김녕-월정 지질트레일 코스’의 일부여서,  뚜벅이 여행객들이 걷다가 바다의 아름다운 풍경과 시원한 바다 내음을 맡으며 쉴수 있는 아름다운 해변이다."|야경,기분 전환,분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEyMDZfMTMy%2FMDAxNTEyNTQxODg5ODk4.Y_YbfdoSXi-oe_09hmDBYBok4GsVosqRjBHAqeXoFHsg.xOIsljzctSTEP03ZYOPE_k1DqAbEJjBBW66v1chI3zEg.JPEG.jhkbbb9%2F%25C1%25A6%25C1%25D6%25BD%25C3_%25B0%25FC%25B1%25A4%25C1%25F6_6.jpg
정방폭포|4.53|7571|4293|폭포|제주 서귀포시 칠십리로214번길 37|064-733-1530|"서귀포시 터미널→시내,좌석버스(보목행) 으로 5분→도보로 10분"|파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_217%2F1440992288434VqOae_JPEG%2F126267565275899_0.jpg
판포포구|0.00|0|1035|항구|제주 제주시 한경면 판포리 2877-3|None|"제주도 서쪽 끝자락에 위치한 판포포구는 모래바닥이라 맑고 깨끗한 물색을 자랑하는 작은 포구다. 스노쿨링 장소로 유명해지면서 여름이면 맑은 스노쿨링을 하기 위한 관광객들로 성황이다. 무늬오징어가 잡히는 포인트로도 유명해 낚시꾼들도 자주 찾는다. 차로 7분거리에 일몰이 아름다운 신창풍차 해안도로가 있으니 판포포구에 왔다면 들려볼만 하다."|야경,분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_98%2F1548746189405EEopa_JPEG%2F150398954063945.jpg
한림공원|4.46|9338|3708|식물원,수목원|제주 제주시 한림읍 한림로 300|064-796-0001|"협재해수욕장과 금능해수욕장 중간에 있으며, 해수욕장 주차장이 아닌 한림공원 주차장으로 오셔야 더 편하게 오실 수 있습니다."|파릇파릇한,피크닉|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220617_234%2F1655447648556WdrLl_JPEG%2F%25BC%25F6%25B1%25B9%25C3%25E0%25C1%25A6_5.jpg
스누피가든|4.76|8119|3795|관람,체험|제주 제주시 구좌읍 금백조로 930|064-903-1111"|스누피가든은 피너츠 에피소드를 자연 속에서 직접 경험하면서 인생의 의미를 알게 되고 자연에서의 휴식을 통한 위로를 얻는 곳입니다. 피너츠 친구들은 눈, 비, 바람, 낙엽과 같은 자연환경과 계절의 변화를 경험하면서 인생의 의미를 찾고 성장합니다. 제주 자연이 주는 순수한 가치와 각 테마가든에서 피너츠의 다양한 에피소드를 경험해 보세요."|신나는,이색체험,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211214_8%2F1639443004932C14Kr_JPEG%2FKD5A7225.jpg
해비치호텔앤드리조트|4.54|3002|3662|5성급|제주 서귀포시 표선면 민속해안로 537|064-780-8100|"제주공항 - 신제주 - 연삼로 - 거로사거리(97) - 동부산업도로 - 봉개 - 남조로검문소 대천동사거리(97) - 제주조랑말타운 - 성읍민속마을 - 표선해수욕장 - 제주민속촌 - 해비치호텔와 리조트"|분위기 있는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_108%2F14409868224629nUGD_JPEG%2F106774417974388_1.jpg
제주항공우주박물관|4.42|10993|2345|박물관|제주 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관|064-800-2000|"제주 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관"|신나는,이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171129_204%2F1511922794299Q8GS2_JPEG%2F_B7A6006.
만장굴|4.35|4095|2861|문화재|제주 제주시 구좌읍 만장굴길 182|064-710-7903|"제주시외버스터미널에서 동회선 시외버스로 만장굴까지 40분 소요. 만장굴 입구에서 주차장까지 순환버스 운행, 만장굴 입구에서 도보로만장굴까지 약 30분 소요."|이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_156%2F1441004111234SdSre_JPEG%2F11608192_0.jpg
섭지코지|4.46|3163|8260|자연명소|제주 서귀포시 성산읍 고성리|064-782-2810|"서귀포 → 12번 동부일주도로 → 남원 → 표선 → 성산 → 섭지코지"|파릇파릇한,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_196%2F14410455364455r372_JPEG%2F156281538832608_0.jpg
광치기해변|0.00|6|3765|해수욕장,해변|제주 서귀포시 성산읍 고성리 224-33|None|None|분위기 있는,데이트|https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjNfMjI4%2FMDAxNjU1OTQyNTkxNjU0.SfBil1N7hd0ngTSl4vEGpJMTmkOHjw-zsc0RGlgMadAg.qJ4jfDkYXVlzNF6LWTjp-hWvlgWIt9zPtXDWW7lqaoAg.JPEG.so_heartsome%2FIMG_2070.jpg&type=a340
새연교|0.00|8|2459|지역명소|제주 서귀포시 서홍동|064-760-3471|"서귀포시외버스터미널에서 택시로 15분"|분위기 있는,야경|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200619_229%2F15925221235392zcAR_JPEG%2F-vAI5jMlhSYdQua-mcVxLSdd.jpg
9.81 파크|4.46|9158|2510|테마파크|제주 제주시 애월읍 천덕로 880-24|1833-9810|"* 네비 입력 주소 : 제주시 애월읍 천덕로 880-24 * 제주 공항과 9.81 파크를 왕복하는 무료 셔틀 버스를 이용하세요. (자세한 시간표는 홈페이지를 참고해주세요.) (https://www.981park.com/SHUTTLE) * 무료 주차장 운영 * 전기차 중전소 (테슬라 충전소) 운영 (유료)"|이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200430_162%2F1588217173765HCmkY_JPEG%2Fnu2HLkvhMmxF91rmh5MiFyIV.jpg
