name|star|visit_review|blog_review|category|addr|tele|detail|tag|image
신기공원|0.00|9|110|자연,생태공원|대구 북구 유통단지로 61|None|None|파릇파릇한,피크닉|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEyMjRfMjgz%2FMDAxNTE0MTAwNzAwNjU0.my-LrxbBJYH_vXZKE_QI7hYuwWEvd_k0Ucswk6tIc9Qg.-w84EP7km7vZVVR6Jyz4xFX60HREV40Jl3MK_fr2a70g.JPEG.ohmark%2FIMG_2562.jpg
국채보상운동기념공원|4.35|115|873|테마공원|대구 중구 국채보상로 670 국채보상운동기념관|053-254-9401|"면적 4만 3000㎡로, 1982년 도시계획상 동인공원으로 고시되었으며, 1997년 10월 10일 지금의 명칭으로 변경되었다. 지금의 명칭은 한말에 고종 황제로부터 천민에 이르기까지 담배를 끊고 금가락지를 모아 일본에 진 빚을 갚자며 벌인 국채보상운동의 정신을 기리고, IMF(국제통화기금)라는 외환위기를 맞아 신국채보상운동으로 이를 극복하자는 뜻을 담고 있다.  대구광역시도시개발공사가 창사 10주년 기념사업으로 1998년 1월부터 170억 원(공사부담 88억 원, 시비 82억 원)의 공사비를 들여 옛 대구여자고등학교와 대구시경찰서 자리에 4만 3000㎡ 규모의 국채보상운동기념공원을 조성하였다. 1999년 12월 21일 준공식을 갖고 모든 시설물을 개방하였다.   255m 길이의 대왕참나무 오솔길과 소나무숲, 분수와 정자, 잔디광장, 향토 출신 시인들의 시비가 세워져 있는 시상의 오솔길, 선현들의 명언비로 꾸민 명언순례의 길 등이 갖추어져 있다. 가로 9m, 세로 6m 규모의 대형 전광판을 통해 각종 생활정보와 프로그램 중계 등을 볼 수 있다.   공원 곳곳에는 낙락장송 및 이팝나무·산벚나무 등 30종 1만 2300여 그루의 수목과 원추리·은방울꽃 등 5종 3만여 본의 꽃이 심어져 있다. 또한 무게 22.5t의 달구벌 대종이 있어 해마다 이곳에서 제야의 종 타종식을 거행한다. 대구시민의 도심 속 휴식공간으로 이용되며, 각종 전시회와 공연장으로도 활용되고 있다."|파릇파릇한,데이트,피크닉|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_159%2F1441026362202MopLK_JPEG%2F116363528070356_0.jpg
엘리바덴 신월성점|4.29|5049|349|목욕탕,사우나|대구 달서구 조암로 38|053-288-5000|"대구의 대표 브랜드 리얼 힐링스파 엘리바덴! 럭셔리 한증막스파와 볼풀놀이터에서 즐기는 도심 속 프리미엄 테마파크"|신나는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171202_255%2F1512196035160tWUYS_JPEG%2F600x394-1.jpg
안지랑 곱창 골목|0.00|0|829|먹자거리|대구 남구 안지랑로16길 67|0507-1336-4119|"안지랑역 3번출구로 올라와서 안지랑오거리 쪽으로 약 200m 걸어오면 우측에 아치형 간판이 보이는 곳으로 올라오시면 약 500m거리 전체가 안지랑곱창거리 입니다. 노약자분들은 2번출구 에스컬레이터를 이용하셔서 뒷쪽으로 걸어 오시면 됩니다."|든든한,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181111_67%2F1541926232004MAmzh_JPEG%2FqLb8lJo8m1E7ifgtGSKNiaTO.jpg
수성패밀리파크|0.00|4|274|테마공원|대구 수성구 고모동 20-3|None|None|신나는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20160810_230%2Fdaegu_news_1470813995704YjKpa_JPEG%2F03.jpg
비슬산자연휴양림|4.51|566|687|휴양림,산림욕장|대구 달성군 유가읍 일연선사길 99|None|"구마고속도로 현풍IC->유가면소재지->용리->소재사->비슬산자연휴양림"|분위기 있는,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_97%2F1441001263748HdiD9_JPEG%2F11591736_0.jpg
대구아쿠아리움|4.39|10944|2221|아쿠아리움|대구 동구 동부로 149 신세계백화점 대구점 9층|053-247-8899|매일매일 색다른 즐거움!  대구아쿠아리움! Grand Open! 체험과 축제의 대구아쿠아리움! 8가지 공연과 10여개의 체험까지!  국가대표급 실력을 보유한 2팀의 전속 수중 공연단이 매일 펼치는 수중 공연 '푸른 바다의 인어'와, 대구 최초로 선보이는 훔볼트 펭귄, 귀여운 장난꾸러기 수달과 교감하는 생태설명회 및 먹이주기 체험, 전 세계적으로 희귀한 바닷속 대식가 매너티 등 일 평균 30회 이상 선보이는 다양한 체험과 볼거리를 놓치지 마세요!  또 물 위를 걸으며 수조를 내려다 볼 수 있는 '대구 바다 구름다리', 돔 형태의 파노라마 수조로 감상하는 전갱이들의 은빛 물결 '천장 수조', 화려한 조명과 거울이 만나 몽환적인 '바다 미로 수조' 까지!   다채로운 공연과 즐거운 체험이 가득한 대구아쿠아리움이 여러분을 기다립니다!"|이색체험,신나는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200626_25%2F1593158220532IBiBN_PNG%2FxelZXqUvsnR7N5_j-dJwTRdo.png
이현공원|3.73|14|407|근린공원|대구 서구 이현동 산119|None|None|파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16199208%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658293661675%26md%3D8L8a25HgHOp3ef66v45ANuIcQzE%253D
네이처파크|4.45|6670|2828|동물원|대구 달성군 가창면 가창로 891|1688-8511|1"2만평 부지의 식물원 내 초대형 글라스하우스 동물원과 방사형 야외 동물원으로 구성된 네이처파크는 50여종, 300마리 이상의 동물. 350여종의 수목, 100여종 이상의 다양한 꽃들이 공존하는 전국 최초 교감형 생태 동물원 입니다."|이색체험,파릇파릇한,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220603_236%2F1654226678146UfUST_JPEG%2Fbanner_x.jpg
옻골마을|0.00|7|337|체험마을|대구 동구 둔산동|None|"대구국제공항에서 동쪽으로 1㎞, 동대구 도심에서는 버스로 15분 거리에 있는 경주최씨 광정공파(匡正公派) 후손들의 집성촌이다. 조선 중기의 학자 최동집(崔東集)이 1616년(광해군 8) 이곳에 정착하면서 경주최씨의 집성촌이 되었다.  옻골은 마을 남쪽을 뺀 나머지 3면의 산과 들에 옻나무가 많아 붙은 둔산동(屯山洞)의 다른 이름이다. 경주최씨 종가 및 보본당사당(報本堂祠堂)을 비롯해 20여 채의 조선시대 가옥으로 이루어져 있다. 거북의 옆모습처럼 생긴 산자락이 병풍처럼 마을을 감싸고 있는데, 뒷산 봉우리가 마치 살아 있는 거북과 같다 해서 이 봉우리를 생구암(生龜岩)이라 부른다.  마을은 수령 350년이 넘는 거대한 회화나무 두 그루가 버티고 서 있는 어귀부터 시작된다. 도심에서 가까운 까닭에 문명의 이기가 끼어들어 일부 가옥은 현대식으로 개량되었지만, 아직도 조선시대 양반주택과 생활상을 엿볼 수 있는 흔적들이 남아 있다.  대구지방에 있는 조선시대 가옥 가운데 가장 오래된 경주최씨 종가 및 보본당사당은 풍수지리설과 음양오행설을 반영해 지은 건물로, 마을 가장 안쪽에 있다. 2005년 7월 현재 대구광역시가 마을 일대를 전통 관광 체험 장소로 제공하기 위해 최씨 종가 서쪽에 있는 옛길과 담장을 전통양식에 따라 황토와 돌로 복원해 옛 모습을 많이 되찾았다."|이색체험,파릇파릇한,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_228%2F1423211837684uEtQH_JPEG%2F%25B4%25EB%25B1%25B8_%25BF%25CC%25B0%25F1%25B8%25B6%25C0%25BB_1.JPG%3Ftyp
대구수목원|4.33|296|4052|식물원,수목원|대구 달서구 화암로 342 대구수목원관리사무소|053-803-7270|"구마고속도로 → 화원IC → 대곡역 → 삼성레미안아파트 → 대구수목원"|신나는,파릇파릇한,피크닉|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_175%2F1441045671399SJNkK_JPEG%2F13491732_0.jpg
봉무공원|4.5|49|573|도시,테마공원|대구 동구 봉무동 산135-2|053-662-2624|"대구 팔공산 자락에 조성된 레포츠공원으로, 1992년 10월 개원하였다. 공원 면적은 4만 5,946㎡이다. 족구장·농구장·배드민턴장·테니스장·롤러스케이트장·씨름장·체력단련장 등의 각종 체육시설과 야외공연장·야영장·나비생태원·나비생태학습관을 비롯하여 수상스포츠를 즐길 수 있는 저수지인 단산지(丹山池)와 어린이놀이터, 녹지공간이 잘 어우러져 있다.   단산지를 한 바퀴 도는 코스의 길이 3.9km, 폭 0.5~1m의 산책로와 단산지에서부터 산길을 올라 강동산불초소·감태봉·구절송·강동약수터·전망대를 거친 후 나비생태원으로 돌아오는 길이 7km의 산책로가 조성되어 있다. 단산지(단산저수지)는 대구 지역 수상레포츠 마니아들이 가장 많이 찾는 곳으로, 수상스키·웨이크보드·바나나보트·플라잉피시·수상자전거 등 13종류의 수상레포츠를 즐길 수 있으며, 초보자들은 수상스키와 웨이크보드 강습을 받을 수 있다.   2002년 개장한 나비생태원은 지상 1층, 면적 265㎡ 규모이다. 각종 초화류와 나무, 분수와 작은 물길을 만들어 애벌레와 나비가 서식할 수 있는 환경을 만들어 놓아 살아 있는 나비와 애벌레를 생생하게 관찰할 수 있다. 또 나비가 알에서 번데기, 성충으로 변해가는 과정을 관찰하는 면적 162.74㎡의 나비사육장과 나비의 일생 및 환경 관련 영상물을 대형화면으로 감상하는 영상관도 있다. 나비생태원 서쪽에는 2005년 7월 개관한 지상 2층, 면적 413.59㎡ 규모의 나비생태학습관이 자리 잡고 있는데 이곳에서는 우리나라에 서식하는 대부분의 나비와 외국의 나비 등 300여 종 1,100여 개체의 나비 표본을 전시한다.   공원 진입로의 메타세쿼이아 가로수길을 비롯해 6개 품종, 1만 5,000여 그루의 무궁화를 식재한 무궁화동산이 조성되어 있고, 산책로 곳곳에 8,000여 본의 야생화와 야생초를 심었다. 봉무레포츠공원은 시민들이 각종 레포츠와 가족나들이를 즐기는 장소이자 자연생태학습장의 기능도 함께 하는 곳이며, 팔공산순환 대구시티투어 코스 중 한 곳이기도 하다."|신나는,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_273%2F1441024023071B7gi3_JPEG%2F116278613351919_0.jpg
캠핑트렁크 대구점|4.59|317|25|캠핑용품|대구 달서구 상화로 33 대경빌딩 c동3층 캠핑트렁크|070-7543-2285|"캠핑트렁크 대구점입니다 전국 20개의 매장이 있는 체인점입니다 합리적인 가격으로 부담없이 구매할수 있습니다"|신나는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191002_162%2F1570020263833t5pkv_JPEG%2FCcwvwYKespd1Heh2m-e0Xfs8.jpg
해양머드온천랜드|0.00|11|9|온천,스파|대구 달성군 구지면 달성2차동1로 99|053-616-3062|"버스 : 급행4번, 급행8번, 600번 종점(근린공원축구장 정류장 옆)"|이색체험,신나는|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_143%2F1630406416910hxtGL_JPEG%2FtCQh78KhVvKMMp1oCWzRjaxi.jfif.jpg
남평문씨본리세거지|4.31|21|1424|문화,유적|대구 달성군 화원읍 인흥3길 16|053-631-8686|None|이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_115%2F1423211439535F80xg_JPEG%2F%25B4%25EB%25B1%25B8_%25B3%25B2%25C6%25F2%25B9%25AE%25BE%25BE%25BA%25BB%25B8%25AE%25BC%25BC%25B0%25C5%25C1%25F6_1.JPG%3Ftyp
화원자연휴양림|4.71|69|341|휴양림,산림욕장|대구 달성군 화원읍 화원휴양림길 126 꽃창포동|053-659-4455|None|분위기 있는,파릇파릇한,피크닉|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjhfNjYg%2FMDAxNTExODQ0NTE3ODM1.N26V3wvOdt2kVOR4EgsmbN65qYV1_3RAcySInuIBL-wg.XoMgNa_s-CptNeF3FNsQoX0_vlcP7LwnbGYlQTuDwYsg.JPEG.dosz%2FIMG_0727.jpg
2.28기념중앙공원|4.28|388|353|테마공원|대구 중구 동성로2길 80|053-254-9405|"2·28학생민주의거를 기념하여 만든 공원이다. 2003년 12월 조성되었으며, 면적은 1만 4,279㎡이다. 1960년 일어난 2·28학생민주의거는 부패한 이승만 자유당 정권에 항거하여 대구에서 일어난 학생 민주화운동으로 3·15마산의거, 4·19혁명으로 이어져 이승만 정권을 물러나게 만든 기폭제가 되었다.  공원 부지는 예전에 대구중앙초등학교가 있었던 곳으로, 2·28의거의 자취가 어려 있는 곳이다. 대구중앙초등학교가 만촌동으로 이전하면서 시민단체들이 중앙초등학교의 공원화 및 공유지 녹색공간화 시민협의회를 구성하여 도심근린공원을 조성케 하였는데 공원의 명칭은 2·28대구민주운동기념사업회와 중앙초등학교총동창회 사이의 논란 끝에 2·28기념중앙공원으로 결정되었다 한다.  대구 중앙로 주변, 도심 한복판에 있는 공원에는 반원형 조형물에서 뿜어져 나오는 중앙분수대를 비롯해 조명이 설치된 3개의 분수대가 있고 산책로, 인공 실개천, 등의자 등 90여 점의 의자, 김윤식 시인의 시비, 광장 등이 조성되어 있다. 광장에서는 종종 공연이 펼쳐지곤 한다. 28종의 나무 1,000여 그루와 20여 종의 관목류와 초화류 3만여 본과 잔디가 심어져 있어 도심 속 녹색공간으로서 쾌적한 휴식처를 제공한다.  근처에 국채보상운동기념공원과 옛 중앙공원이었던 경상감영공원 등 역사성을 지닌 공원들이 있고, 대구시설공단에서 공원관리를 한다."|이색체험,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_54%2F1441009475625RcLNk_JPEG%2F116364497457070_0.jpg
청라언덕|0.00|8|841|지역명소|대구 중구 달구벌대로 2029|None|"대구의 몽마르트로 잘 알려진 청라언덕은 노래 '동무생각'의 무대가 된 곳이다. 이곳에는 마치 동화속에 나올 법한 예쁜 서양가옥 3채가 자리하고 있는데, 바로 선교사 챔니스 주택과 스윗즈 주택, 블레어 주택이다. 이 건물들은 대구에 기독교가 전파된 초기에 선교사들이 거주했던 집으로 당시 우리나라에 거주하였던 미국인들의 건축과 주거양식을 살펴볼 수 있다."|이색체험,분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMjlfMjg3%2FMDAxNTExOTU4MTMwMjY0.HMcsbU11_mVPajAMJZIdMy1ZzaCHyxcVEREW9Huv1lsg.cIROi_ZMTLNP8ZicQZVlNi6rAMcfkvRqJD81t081kuAg.JPEG.overroad89%2FIMG_4633.
달성공원|4.34|183|1438|테마공원|대구 중구 달성공원로 35 달성공원|053-803-7350|"달성파출소 맞은편에 위치."|파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150206_257%2F1423206709663gg3Rj_JPEG%2F%25B4%25EB%25B1%25B8_%25B4%25DE%25BC%25BA%25B0%25F8%25BF%25F8_1.JPG%3Ftyp
아이니테마파크|4.19|7233|760|테마파크|대구 수성구 유니버시아드로 140 대구스타디움몰 지하1층|053-792-7600|"세계 곳곳의 불가사의한 유물들 사이로 역사체험과 동시에, 각 시대별 자연의 생태를 학습하며, 자연과 인간이 동화되어 얻을 수 있는 소중한 추억을 선사합니다.  바쁜 일상에 지친 현대인들과, 자연을 쉽게 접할 기회가 많지 않았던 어린이들에게 최고의 즐거움을 제공하기 위하여, 동물들과 직접 소통하면서 다양한 컨텐츠의 체험프로그램과 어드벤처 시설을 즐길 수 있도록 준비한 실낼 복합형 애니멀테마파크 입니다.  마술공연[주중] : 12시 / 14시 / 16시 마술공연[주말,공휴일] : 12시 / 14시 / 18시 벌룬공연[주말,공휴일] : 16시"|신나는,이색체험,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220427_42%2F1651043249490xmBGX_JPEG%2F%25B5%25BF%25B9%25B0%25BA%25B9%25C1%25F6%25C3%25A7%25B8%25B0%25C1%25F6_banner_x.jpg
수성유원지|4.52|26|889|유원지|대구 수성구 두산동 512|053-666-2863|"면적은 1215만㎡이다. 1940년대 대구 부공원으로 지정되었고, 1965년 건설부 고시로 수성못 주변 일대를 유원지로 결정 고시하였으며, 1982년 9월 유수지역, 운동지역, 휴양지역, 특수지역, 편입 및 관리지역 지구로 확정하였다. 그뒤 1983년 동대구로와 연결되는 유원지 진입로를 확장함과 동시에 주변 상가와 불량 건물을 대대적으로 정비하면서 본격적인 도시 근접 유원지로 조성되었다.  1986년 빗물과 폐수 분리지역을 설치하고, 수성못 바닥 준설공사로 못의 물을 정화하였으며, 수성못 남동쪽에 880m에 달하는 녹도를 조성하여 느티나무·은행나무·백자작나무·백일홍 등 화목류 26종 1만 8000그루를 심었다. 범물동의 용지봉(634m)에서 북서부로 뻗어내린 완만한 산지와 수성못이 어우러져 경관이 매우 아름답다.   수성못은 면적 21만 8000㎡, 못둘레 2,020m로, 보트놀이도 즐길 수 있다. 수성못 서쪽에는 우주선·유람선·바이킹·범퍼카·회전목마·미니기차 등 갖가지 놀이시설을 갖춘 수성랜드가 들어서 있다."|신나는,이색체험,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_84%2F1441042372808la6NK_JPEG%2F116678508867079_0.jpg
호텔인터불고 대구|4.46|3103|1698|5성급|대구 수성구 팔현길 212 호텔인터불고|0507-1433-7114|"대구국제공항에서 오실 때 택시 - 소요시간 약 10분 (요금: 4,500원 정도) 버스 - 급행1, 팔공1 → 아양교역 하차(환승) → 814 (망우공원에서 하차)  동대구IC에서 오실 때 동대구IC에서 시청방향으로 4km (5분소요) 역에서 오실 때 동대구역: 택시 - 소요시간 약 10분 (요금: 4,500원 정도) 버스 - 814, 708 (망우공원에서 하차), 651(호텔인터불고에서 하차) 대 구 역 : 택시 - 소요시간 약 20분 (요금: 7,500원 정도)  동대구 고속버스 터미널에서 오실 때 택시 - 소요시간 약 10분 (요금: 4,500원 정도) 버스 - 708, 814(망우공원에서 하차), 651(호텔인터불고에서 하차)  지하철을 이용하실 때 지하철 1호선 아양교역 하차 택시 이동 소용시간"|분위기 있는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161004_91%2F1475541949044WeY8W_JPEG%2F176877587129125_0.jpeg
이곡장미공원|4.4|15|814|근린공원|대구 달서구 이곡동 1306-6|053-667-2856|None|신나는,분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200416_174%2F1587025719252X7hM6_JPEG%2FOjWs4CUxHTmb7op2gOZySfXK.jpg
달성 하목정|4|17|359|문화재|대구 달성군 하빈면 하산리|None|None|이색체험,신나는,야경|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA4MTVfMjk0%2FMDAxNTM0MzE4NjI0MzY0.CBNewOc65HmGtJbBHdIB-4prG2_3y9fHw1_hDlXMHL4g.RFnnwlYqLivxFmb5MHblXQb9vDrOG2kbzgGFUvyZ83wg.JPEG.panicsio%2FDSC_4315-----1-----1.jp
대새목장|4.24|238|719|카페|대구 달성군 가창면 가창로93길 523|010-5922-2033|None|커피 맛집,디저트 맛집|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200423_225%2F1587613864126kYQRm_JPEG%2FFYUAQKgsYjSqRm8IikGmhrwC.jpg
동촌유원지|4.02|77|1418|유원지|대구 동구 효목동 1314|None|None|파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEyMTJfNTkg%2FMDAxNTEzMDYzOTIxMjM4.XO_xMAy1oulMfnn3hxpMqpsKN6OZ_oqsflwq3bbxYC8g.ATz08oaFQArNgtJPDJjBgQyXME9s6oGG1fGCGqF2Omgg.JPEG.daeguvisit%2F%25B4%25EB%25B1%25B8_%25C8%25DE%25BE%25E7%25C1%25F6_%25285%2529.jpg
아르떼 수성랜드|4.37|1359|590|테마파크|대구 수성구 무학로 42|053-762-6622|"- 지하철 이용 : 대구3호선 수성못역 하차 도보 10분   - 시내버스 이용  *비행기카페 방면: 240, 449 *매표소 방면: 401, 410 *수성못오거리 방면: 405, 304, 449, 가창1, 급행2"|이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210320_6%2F1616199321615N1ih0_JPEG%2FCj3wL-zNTnOM6oK6ewbOiMfX.jpg
