name|star|visit_review|blog_review|category|addr|tele|detail|tag|image
차이나타운|4.25|898|7134|체험마을|인천 중구 차이나타운로26번길 12-17|None|"일반적으로 다른 나라 도시에 있는 중국인 집중거주지구를 가리키며, 특히 동남아시아와 미국에 많다. 다운타운에 있는 경우가 많으며, 음식점 ·식품점 ·잡화점 ·양복점 등이 밀집해 있다. 그 중에서도 미국의 캘리포니아주(州) 샌프란시스코에 있는 차이나타운은 아시아를 제외한 중국인 거리 중에서는 최대의 것으로 알려져 있다.   현재의 이 차이나타운은 1906년 4월의 샌프란시스코 대화재 후에 형성된 것이다. 또 같은 태평양 연안의 로스앤젤레스에도 이보다 규모가 작은 차이나타운이 있으며, 뉴욕 맨해튼의 차이나타운도 유명하다. 한국의 인천시 중구에도 차이나타운이 있다."|든든한,이색체험,신나는|
선녀바위해수욕장|4.26|36|1539|해수욕장,해변|인천 중구 을왕동 678-188|None|None|분위기 있는,야경,데이트|
장화리일몰조망지|0.00|4|506|전망대|인천 강화군 화도면 장화리 1408|None|None|야경,분위기 있는,기분 전환,데이트|
자유공원|4.24|65|1418|근린공원|인천 중구 제물량로232번길 46|None|"경인고속도로 도화나들목에서 인천공설운동장 방면."|파릇파릇한,피크닉|
수봉공원|4.28|38|1078|도시,테마공원|인천 미추홀구 수봉안길 84|032-868-4770|"☆별빛이 머물다: 수봉별마루 운영재개 안내☆   - 운영시간 -  ▶ 특화조명: 일몰시~23시 ----------------------------------------------------  인천광역시 미추홀구 수봉산에 조성된 공원이다. 인천 시내가 한눈에 들어오는 우각정을 비롯하여 각종 업적과 역사를 전하는 비석들이 있어 휴식처와 역사 교육장의 역할을 하고 있다.  주요 시설로는 크고 작은 공연을 감상할 수 있는 문화회관과, 민속공연이 열리는 전통민속놀이마당, 연중(상반기:6~7월, 하반기:9~10월) 무형문화재 공연을 하는 은율탈춤 전수관 등이 있으며, 어린이놀이터와 궁도장 등 다양한 레저시설도 갖추어져 있어 운동을 위해 찾는 이들도 많다. 그밖에 현충탑과 인천지구전적기념비, 재일학도의용군 참전기념비 등 호국정신을 기리는 기념비와 실향민이 제사를 드리는 망배단이 있다."|신나는,이색체험,데이트|
민머루해수욕장|4.42|92|1110|해수욕장,해변|인천 강화군 삼산면 매음리|None|"완벽하게 보존되어 있는 자연 환경 개장기간 : 매년 7~8월 중 요금입장료 무료특징석모도의 유일한 해수욕장 주차가능 시설 및 제공서비스 : 샤워실 화장실"|분위기 있는,기분 전환|
마니산|0.00|0|2797|산,고개|인천 강화군 화도면 상방리 산35|032-930-7068|"서울 행주대교 남단→김포 방향 48번 국도→김포→강화대교→알미골3거리 좌회전→찬우물3거리 우회전→인산3거리 좌회전→화도초등학교앞 좌회전→마니산관리사무소"|신나는,파릇파릇한|
함허동천|0.00|5|391|계곡|인천 강화군 화도면 사기리|032-930-7066|"조선 전기의 승려 기화(己和)가 마니산(摩尼山:469.4m) 정수사(精修寺)를 중수하고 이곳에서 수도했다고 해서 그의 당호(堂號)인 함허를 따서 함허동천이라는 이름이 붙었다. 계곡의 너럭바위에는 기화가 썼다는 涵虛洞天 네 글자가 남아 있는데, 구름 한 점 없이 맑은 하늘에 잠겨 있는 곳이라는 뜻이다.마니산 서쪽 기슭에 펼쳐져 있으며, 빼어난 산세를 끼고 곳곳에 거대한 너럭바위들이 흩어져 있다. 이 바위들을 넘나들며 흘러내리는 물줄기가 장관을 이루고, 특히 계곡 한 켠에 200m에 달하는 암반이 넓게 펼쳐져 있어 마니산의 절경으로 꼽힌다. 계곡 아래에는 한국 최고의 야영장으로 꼽히는 함허동천 야영장이 자리잡아 여름철이면 캠핑을 즐기는 사람들로 북적인다. 5개의 야영장 외에 체력단련장극기훈련장팔각정샤워장 등 각종 부대시설이 갖추어져 있고, 돌담을 두른 주변의 초가에서는 민박도 할 수 있어 사계절 관광지로 이름이 높다.   인근의 볼거리로는 정수사, 마니산 참성단(塹城壇), 세계 4대 개펄 가운데 하나로 꼽히는 강화 개펄, 강화에서 가장 큰 모래톱을 자랑하는 동막해수욕장 등이 있다."|신나는|
파라다이스시티 원더박스|4.09|6038|812|테마파크|인천 중구 영종해안남로321번길 186|02-1833-8855|"인천광역시 중구 영종해안남로 321번길 186"|신나는,이색체험|
장경리해수욕장|0.00|8|833|해수욕장,해변|인천 옹진군 영흥면 내리|None|"서해안고속도로 → 월곶IC → 시화방조제 → 대부도 → 선재도 → 영흥대교 → 영흥도"|신나는,야경,분위기 있는|
월미도|4.32|175|3752|섬|인천 중구 북성동1가 98-352|None|"경인고속도로 종점(직진)→해운항만청 사거리(우회전)→신광초등학교사거리(좌회전)→인천역(좌회전)-월미도"|파릇파릇한|
소래습지생태공원|4.29|135|1949|자연,생태공원|인천 남동구 논현동 1-55|032-435-7076|None|파릇파릇한,이색체험,데이트|
오라카이 송도파크 호텔|4.38|814|1608|4성급|인천 연수구 테크노파크로 151|032-210-7000|None|분위기 있는|
송월동동화마을|0.00|0|3158|도보코스|인천 중구 송월동3가|032-764-7494|None|데이트|
소무의도|0.00|10|1114|섬|인천 중구 무의동 산369|032-760-7133|"선녀가 내려와서 춤을 추었다는 섬 옛 지명은 띄무리라고 했으며 박동기라는 사람이 처음섬을 개척했고 유씨가 들어와 그를 데릴사위로 삼았다고 한다. 대무의도,소무의도, 실미도는 가까이 있다.배편선사/선박무의도해운(주)무룡1호, 무룡5호배편문의월미도선착장032-762-8880~2잠진도선착장032-751-3354~6무의도해운(주)032-746-0077섬 면적 : 1.22㎢ 주변 관광정보볼거리즐길거리무의바다누리길특산물"|파릇파릇한|
신도|4.2|95|517|섬|인천 옹진군 북도면 신도리|032-899-3410|"동인천역(112번 강인여객)→삼목 선착장입구 하차→도보5분→삼목 선착장→신도행 배 승선→신도"|파릇파릇한|
해돋이공원|0.00|6|837|근린공원|인천 연수구 해돋이로 51 해돋이공원|None|None|야경,분위기 있는,데이트|
대이작도|0.00|3|341|섬|인천 옹진군 자월면 이작리|None|"면적 2.57㎢, 해안선길이 18㎞, 최고점 159m이다. 1999년 12월 말 현재 70세대에 147명의 주민이 거주하고 있다. 덕적군도(德積群島)의 한 섬으로, 인천으로부터 44㎞ 거리에 위치하며, 동쪽의 소이작도(小伊作島)와는 200m 정도 떨어져 있다. 옛날에는 해적들이 은거한 섬이라 하여 이적도라 하였다고 한다.   삼국시대에는 백제에 속하였고, 고구려와 신라가 한강 유역을 번갈아 점령함에 따라 소속이 바뀌었다. 1018년(고려 현종 9) 수주(수원)에 속군되었고, 그후 인주(인천)에 속하였다. 조선시대에는 남양부에 속하였고, 1914년 3월 1일 경기도 부천군 영흥면에 소속되었다가 1983년 옹진군 자월면으로 승격되면서 1개의 법정리로 정해져 오늘에 이른다.   전체적으로 낮은 구릉성 지형이며, 갯바위가 많아 어디에서나 낚시가 가능하다. 섬 전역에 소나무가 군락을 이루고 있고, 선착장 후사면과 남부 해안가의 일부 지역에는 상수리나무숲이 형성되었다. 또한 마을 근처에서 산중턱에 이르는 지역에는 조릿대가 군락을 이루고 있다. 주민 대부분이 어업에 종사하며, 굴·소라·꽃게·우럭 등이 주요 소득원을 이룬다. 주로 밭농사 위주이고, 흑염소와 토종닭 등 가축 사육도 활발하다.   큰풀안해수욕장·작은풀안해수욕장·목장불해수욕장·떼넘어(계남)해수욕장 등 4곳의 해수욕장이 있다. 연안부두나 대부도 방아머리 선착장에서 1일 2~4회 여객선이 왕복운항된다."|파릇파릇한|
그랜드하얏트인천웨스트타워|4.37|1091|1712|5성급|인천 중구 영종해안남로321번길 208|032-745-1234|"인천국제공항 제1 여객터미널 1층 3C, 제2 여객터미널 1층 2A에서 호텔 셔틀 이용, 매 30분 간격으로 공항과 호텔 사이 무료 운행. 여객터미널 직전 LG주유소를 지나 우측 국제업무단지 출구로 나와, 공항 청사를 지나면 호텔 위치."|분위기 있는|
월미테마파크|4.31|6580|2017|테마공원|인천 중구 월미문화로 81|032-761-0997|"서울, 지방 관계없이 경인고속도로 이용  제 1경인고속도로 이용시 도화IC-인하대병원사거리-인주로 능안삼거리 좌회전-월미도길 좌회전-월미도  제 2경인고속도로 이용시 남동IC-문학IC-제2경인고속도로시점(바로우회전)-경인고속도로시점입구-옹진군청-중부경찰서-신광로터리에서 좌회전(인천역방향)-인천여상고교-중부소방서-인천지방경찰청-인천역삼거리에서좌회전(월미도방향)-월미도"|신나는,이색체험,데이트|
쉐라톤 그랜드 인천 호텔|4.37|1217|2195|5성급|인천 연수구 컨벤시아대로 153|032-835-1000|"인천 1호선 인천대입구역 도보 10분"|분위기 있는|
자월도|0.00|4|353|섬|인천 옹진군 자월면|032-833-6011|"인천→자월도 1일 2~3회 파라다이스(40분 소요), 대부→자월도 1일 1~3회 대부고속훼리(1시간 소요)"|파릇파릇한|
영종씨사이드 레일바이크|4.38|2226|887|레일바이크|인천 중구 구읍로 75 씨사이드 레일바이크 관리사무실|0507-1316-7778|"네비게이션에서 [영종씨사이드레일바이크]를 검색하시면 편하게 찾아오실 수 있습니다."|신나는,이색체험,데이트|
인더쥬|4.53|701|494|동물원|인천 연수구 송도과학로16번길 33-4 D동 1층|032-310-9611|"송도 트리플스트리트 D동 1층 인더쥬 동물원 D동 4번 게이트로 들어오시면 바로 보입니다."|신나는,이색체험,데이트|
월미바다열차|4.42|626|257|모노레일|인천 중구 월미로 6|032-450-7600|"인천역 1번출구로 나와서 오른쪽을 보시면 월미바다역 건물이 있습니다."|데이트,신나는,이색체험|
강화평화전망대|4.52|55|545|전망대|인천 강화군 양사면 전망대로 797|032-930-7062|"전망대는 예약제가 아닙니다. 설과 추석 당일날은 10시 개관입니다. 연중무휴"|데이트,야경,분위기 있는|
십리포해수욕장|4.17|977|1548|해수욕장,해변|인천 옹진군 영흥면 내리 734|032-886-6717|"안산 월곶톨게이트→삼거리(좌회전)→시화방조제검문소까지 직진→방조제끝에서 직진→대부중고앞→흥성리→선재도→영흥대교(영흥도)→마을버스(20분)후 내동마을 하차→도보(5분)"|신나는,분위기 있는,데이트|
더위크앤 리조트|4.43|653|625|콘도,리조트|인천 중구 용유서로 379 더위크앤 리조트|032-745-0000|"인천시 중구 영종도 인천국제공항 인근에 위치한 더위크앤 리조트는 191개의 객실과 엔터테인먼트존, 연회장, 펫동를 갖춘 최고의 리조트 입니다. [체크인 15:00부터 / 체크아웃 11:00까지]  ※아쿠아벤쳐  -매주 화요일 휴무, ※미니골프 매주 화요일 휴무 ※사우나 임시 휴장 (6/20~부터)"|분위기 있는|
강화석모도미네랄온천|4.37|97|704|온천,스파|인천 강화군 삼산면 삼산남로 865-17|032-930-7053|None|이색체험,신나는|
하늘정원|4.64|25|1346|근린공원|인천 중구 운서동 2848-6|None|None|파릇파릇한|
마이랜드|4.33|5212|327|테마파크|인천 중구 월미로234번길 7|032-765-2490|"1호선 인천역에서 하차 - 버스 2, 10, 23, 45번 승차 - 8부두 - 월미도 종점 하차."|신나는,이색체험,데이트|
부평공원|4.28|109|542|근린공원|인천 부평구 부평동 271|None|"전철 부평역에서 5분 소요."|피크닉|
소래산|0.00|0|922|산,고개|인천 남동구 장수동|031-310-2342|"시외버스 (성남-인천), 극동아파트 하차 서쪽으로 40분/시내버스 31-3, 31-5, 31-7, 31-9, 37, 37-1, 8, 아랫대야동 하차, 서쪽으로 40분"|파릇파릇한|
강화광성보|4.54|27|947|문화,유적|인천 강화군 불은면 덕성리 833|032-930-7070|"사적 제 227호. 강화해협을 지키는 중요한 요새로, 강화 12진보(鎭堡)의 하나이다. 고려가 몽골의 침략에 대항하기 위하여 강화도로 천도 한 후에 돌과 흙을 섞어 해협을 따라 길게 쌓은 성이다.  조선시대 광해군 때 헐어진 데를 다시 고쳐 쌓았으며, 1658년(효종 9)에 강화유수 서원이 광성보를 설치하였다. 그 후 숙종 때(1679)에 이르러 완전한 석성(石城)으로 축조하였다.  1871년 신미양요 때 가장 치열했던 격전지이다. 그 해 통상을 요구하며 강화해협을 거슬러 올라오는 미국 극동함대를 초지진·덕진진·덕포진 등의 포대에서 일제사격을 가하여 물리쳤다. 그러나 4월 23일 미국 해병대가 초지진에 상륙하고, 24일에는 덕진진을 점령한 뒤, 여세를 몰아 광성보로 쳐들어왔다. 이 전투에서 조선군은 열세한 무기로 분전하다가 포로 되기를 거부, 몇 명의 중상자를 제외하고 전원이 순국하였다.  이 때 파괴된 문루와 돈대(墩臺)를 1976년에 복원하였으며, 당시 전사한 무명용사들의 무덤과 어재연(魚在淵) 장군의 전적비 등을 보수·정비하였다."|이색체험,데이트|
거잠포선착장|0.00|0|661|항구|인천 중구 잠진도길 11|None|None|이색체험|
월미공원|4.59|108|406|자연공원|인천 중구 월미로 131-22|032-765-4133|"월미공원 제1주차장 이용바랍니다."|파릇파릇한,데이트|
연미정|0.00|3|633|문화재|인천 강화군 강화읍 월곳리|032-932-5464|"1995년 3월 1일 인천광역시유형문화재 제24호로 지정되었다. 황필주가 소유하고 있다. 최초 건립연대는 확실하지 않으며, 고려 제23대 왕 고종이 구재(九齋)의 학생들을 이곳에 모아놓고 면학하도록 했다는 기록이 있다. 그뒤 조선시대 삼포왜란 당시 왜적을 무찌르고 1512년 함경도 지방 야인(野人)들의 반란을 진압하는 등 국가에 공로가 많은 황형(黃衡)에게 조정에서 세워 하사하였다고 한다.  임진왜란과 병자호란 때 대부분 파손된 것을 1744년(영조 20) 유수(留守) 김시혁이 중건하였고 1891년(고종 28) 조동면(趙東冕)이 중수하였으며 1931년 유군성(劉君星)의 특지(特志)로 보수하는 등 여러 차례 보수하였다. 6·25전쟁 때도 파손되어 전후에 중수하였고, 1976년 강화 중요 국방유적 복원정화사업으로 현재와 같이 복원하였다. 서남쪽 모서리의 기둥은 6·25전쟁 때 포탄에 맞아 세 동강 난 것을 붙여 다시 세운 것이다.   구조는 팔작지붕 겹처마로 10개의 기둥을 돌기둥[石柱] 위에 얹은 민도리집이며 정면 3칸, 측면 2칸에 면적은 약 40㎡이다. 사방이 바라다보이며, 월곶돈대 꼭대기에 세워져 있어 개풍·파주·김포군 일대가 한눈에 들어온다. 정자 옆에는 오래된 느티나무 2그루가 서 있다."|이색체험,분위기 있는,파릇파릇한|
송도센트럴파크호텔|4.34|658|1347|호텔|인천 연수구 테크노파크로 193|032-310-5000|None|분위기 있는|
경원재 앰배서더 인천|4.61|303|1351|5성급|인천 연수구 테크노파크로 200|032-729-1101|"인천지하철 1호설 센트럴파크역 출구 3번"|분위기 있는|
가현산|0.00|0|414|산,고개|인천 서구 금곡동|031-259-6900|"가현산에 가서 정상(최정상이 아닌 주능선의 헬기장 일대)을 보지 않는 것은 가현산이 가진 매력의 정점을 놓치는 것이라 할 수 있습니다. 시계가 크게 나쁘지 않은 날은 서해와 한강을 동시에 바라보는 특별한 체험을 할 수 있고, 국토개척의 현장인 수도권매립지의 장관도 볼 수 있지요. 봄이면 진달래밭으로 변하는 곳입니다. 가파른 경사로를 1km 가량 올라야 하는 부담이 따르지만 장쾌한 조망에 고생한 보람을 찾을 것입니다."|파릇파릇한|
소래포구|0.00|0|2404|항구|인천 남동구 논현동 111-200|None|"인천 남동구 논현동(論峴洞)에 있는 어항. 서울 ·인천을 비롯한 수도권 주민들이 즐겨 찾는 당일 코스 관광지로 정착하였다. 이곳 어시장에서는 그날그날 어획한 선도(鮮度)가 높은 생선을 공급하고 있다.   어종은 새우 ·꽃게 ·민어 ·홍어 ·농어 ·광어 ·낙지 등 다양하다. 서해안고속도로 ·인천시 외곽순환도로 등이 연결된다. 옛 정취를 자아내던 수인선(水仁線) 협궤철도는 철거되었다."|분위기 있는|
실미도유원지|4.02|416|330|유원지|인천 중구 무의동 768-5|032-752-4466|None|신나는|
인천나비공원|4.28|109|713|자연,생태공원|인천 부평구 평천로 26-47|032-509-8820|None|파릇파릇한,이색체험|
보문사|4.36|4450|2499|불교|인천 강화군 삼산면 삼산남로828번길 44|032-933-8271|None|이색체험|
마리앤쥬|0.00|207|261|동물원|인천 연수구 신송로125번길 13 아크리아1 상가 302호 마리앤쥬|0507-1301-0218|"■ 대중교통 이용시  -인천대입구역 1번출구   ⊙ 8번버스 (탑승)인천대입구역  (하차)풍림아이원2단지  ■ 인천대입구역 4번출구 도보 15분  ■ 자차 이용시 -네비게이션에 직접 검색 ⊙인천 해양경찰서  ⊙아크리아1 ⊙마리앤쥬  ▶ 2시간 무료주차권을 드립니다 (1회 1장 사용가능. 초과 30분당 500원)"|이색체험,피크닉,데이트|
무의도|4.19|44|1510|섬|인천 중구 무의동|None|"서울 강변북로→자유로→방화대교→신공항고속도로→영종대교→영종도→용유도(인천국제공항부지 매립공사로 인해 영종도와 합쳐졌음)→용유 잠진도 선착장→무의 큰무리 선착장"|파릇파릇한|
석모도자연휴양림|4.71|18|129|휴양림,산림욕장|인천 강화군 삼산면 삼산서로 39-75|0507-1387-1102|None|기분 전환,파릇파릇한,피크닉|
선재어촌체험마을|4.47|209|409|체험마을|인천 옹진군 영흥면 선재로 5|032-888-3110|"시화방조제를 지나 대부도에서 영흥도, 선재도 방면 진행 중 선재대교를 건너고 바로 우회전을 하셔서 내려오시면 선재어촌체험마을이 위치하고 있습니다.  대중교통 이용시 4호선 오이도역 하차 후 790번 버스 영흥도 방향 승차 후 선재대교입구 정류장에서 하차하시면 됩니다."|이색체험|
파크마린호텔|4.21|368|582|호텔|인천 남동구 소래역로 44|032-425-2700|"세련된 디자인의 객실, 가족단위 고객을 위한 키즈카페와 트렘플린 시설, 다채로운 이벤트를 위한 루프탑과 연회장의 파크마린호텔  [체크인/ 체크아웃] - 체크인 16:00 /체크아웃 11:00  [인원 추가 정보] - 기준인원은 개월 수 구분없이 유아 및 소인을 포함한  인원 수 입니다. - 최대인원 초과시 입실 불가 * 1인 인원추가 ^ 대인 (만 13세 이상) 10,000원 ^ 소인 (12개월 ~ 만 13세 미만) 5,000원 ^ 12개월 미만 무료 <현장결제 / 최대인원 초과시 입실 불가>  * 침구추가 : 20,000원 <현장결제 / 재고한정수량 / 체크인시문의>  [조식정보] *샌드위치 TO GO BOX 12,000원 (코로나19의 영향으로 정부의 사회적 거리 두기 지침을 따르는 점 양해 부탁드립니다) *체크인 시점 현장 결제 시 9,000원에 이용가능 *조식은 샌드위치 투고박스로 제공되며 08:00AM, 09:30AM 두 타임 중 선택한 시간에 객실로 딜리버리 해드립니다. 체크인 시점에 시간 확인 부탁드립니다.  [부대시설 정보] * 11F 문그르부 - 수영장&루프탑 바  - 동절기 미운영으로 2022년 오픈일정 추후공지 예정  - 부대시설 운영시간의 경우 코로나 방역지침에 따라 변동될 수 있습니다(호텔 홈페이지 확인 또는 전화 확인 요망). ※ B1 점프시티 : ~10/11 상시운영(10/12 이후 금토일 운영) * 운영시간 : 10:30~19:30 * 이용요금 : 1시간 6,000원 / 2시간 10,000원 / 보호자 무료 - 150CM 이하만 입장가능  ※ 3F 슈슈봉봉 : ~10/11 상시운영(10/12 이후 금토일 운영) * 운영시간 : 10:30~19:30 * 이용요금 : ^ 12개월 이하 : 6,000원 / 2~7세 : 12,000원 (2시간 기준) ^ 보호자 이용료 : 2,000원 (2시간 기준) ^ 투숙할인: 2시간 이용권 (아동1, 보호자1) 10,000원 <현장결제 및 호텔 프론트 문의>  * 11F 문그르부 - 수영장&루프탑 바  - 동절기 미운영으로 2022년 오픈일정 추후공지 예정  ※ 1F 토탈카페 : 10:00~22:30 - 음료, 디저트, 브런치, 맥주, 안주  ※ 3F 컨퍼런스룸 : 08:00~22:00 * 이용요금 : ^ 일반고객 : 시간당 30,000원  ※ 3F 피트니스센터 : 06:00~24:00H / 투숙객 무료  ※ B2 셀프 세탁실 : 24H / 투숙객 무료"|분위기 있는|
늘솔길공원 양떼목장|4.14|32|1012|관람,체험|인천 남동구 논현동 738-8|032-453-2857|"네비게이션에서 드림교회를 찍고 가시면 주차장이 있어서 주차하기에 편리합니다"|파릇파릇한,이색체험|
수기해수욕장|0.00|1|286|해수욕장,해변|인천 옹진군 북도면 시도리|032-899-2114|"서울 → 영종대교 → 화물터미널방향 → 영종도 신공항 → 삼목선착장 → 수기해수욕장"|피크닉,분위기 있는,데이트|
부평 신트리공원|4.28|46|137|근린공원|인천 부평구 신트리로 21 북구도서관|032-509-6970|"부평구청 바로 옆에 조성된 근린공원이다. 총면적이 58,594㎡로, 다른 근린공원에 비하여 규모가 크다. 공원 안에는 축구장·테니스장·배드민턴장 등 각종 체육시설과 어린이놀이터·산책로·그늘집 등이 있다.   또한, 음수대·화장실·자전거 주차장 등 편의시설이 잘 갖추어져 있고, 곳곳에 벤치가 있다. 여러 마리의 백마상으로 둘러싸인 분수대가 정문 입구에 있어, 신트리공원을 흔히 백마공원이라고 부르기도 한다.   많은 인원을 수용할 수 있어, 부평구청 직원들의 체육행사와 구민의 날 행사장으로 자주 이용된다. 또한, 매일 오전에는 공원 안에서 건강체조교실이 열려 구민들의 건강증진과 친목 도모에 이바지하며, 해마다 백일장·체육대회 등 각종 단체의 부대 행사장으로도 자주 활용된다.  연면적 7,869㎡, 좌석수 1,500석 규모의 도서관이 공원 안에 있으며, 주변에 향토사료전시관·호명사·약사사·월미도·문학경기장 등의 명소가 있어 부평구민의 좋은 휴식공간이 된다."|파릇파릇한,피크닉|
