name|star|visit_review|blog_review|category|addr|tele|detail|tag|image
난지 한강공원|4.12|76|2762|시민공원|서울 마포구 한강난지로 162 한강공원 난지안내센터|02-3780-0611|"홍제천교에서 난지천교 사이에 위치해 있고, 길이는 4.02㎞(약 776,000㎡)로 마포구 상암동에 위치하고 있습니다. 한강르네상스 사업으로 새롭게 조성된 난지한강공원은 노을공원, 하늘공원과 연결되는 중앙연결브릿지, 평화의 공원 연결브릿지, 복합연결통로가 완공되어 공원 이용시민들의 접근성을 개선시켰습니다.  평화의 공원 연결브릿지 앞에 설치된 거울분수는 난지한강공원의 랜드마크 요소로 물을 뿜을 때마다 아름다운 풍경을 연출하여 일곱빛깔 무지개처럼 다양한 볼거리와 즐길거리를 제공합니다. 여름철 이용할수 있는 강변물놀이장은 과거 강변에서 물놀이하던 추억을 되살리고자 최대수심 80㎝의 물놀이장공간을 조성하여 어린아이를 동반하여 가족과 즐길수 있는 시설이 설치되어있습니다.  또한 생태습지원에 보행연결브릿지가 설치되어 자연상태의 초지 및 식물군락 등 수변에 서식하는 동물을 관찰할수 있습니다. 주변엔 난지캠핑장이 조성되어 있어 바베큐를 즐기며 야영을 할수 있는 공간이 있어 시민들에게 인기가 높습니다. 난지공원에 조성되어 있는 자전거도로는 동쪽으로는 뚝섬공원, 서쪽으로는 고양시 행주대교 남단, 노을공원 하늘공원과 연결되어 맑은 자연의 향취를 만끽할수 있는 난지한강공원에서 마음껏 즐겨보세요."|피크닉,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20140407_212%2F1396856371409t3ygf_JPEG%2F%25BC%25AD%25BF%25EF_%25C7%25D1%25B0%25AD%25BD%25C3%25B9%25CE%25B0%25F8%25BF%25F8%25B3%25AD%25C1%25F6%25C1%25F6%25B1%25B8_1.JPG%3Ftyp
코엑스아쿠아리움|4.5|37552|4168|아쿠아리움|서울 강남구 영동대로 513|02-700-7200|"봉은사역 7번출구에서 스타필드 코엑스몰로 연결."|데이트,이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_141%2F16411814309099Ot5L_PNG%2F2109%25BD%25E6%25B3%25D7%25C0%25CF.png
창경궁|4.58|1124|6187|궁궐|서울 종로구 창경궁로 185 창경궁|02-762-4868|"서울 지하철 4호선 혜화전철역 4번 출구에서 도보 10분 거리에 위치."|야경,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_56%2F1440997741637iu7xE_JPEG%2F11571740_0.jpg
북서울꿈의숲|4.32|863|4018|도시,테마공원|서울 강북구 월계로 173|02-2289-4001|"북 서울 꿈의 숲 동문(방문자센터) 방면은 4호선 미아삼거리역 1번 출구로 나와 강북09, 강북11 마을버스를 타시면 10분 거리에 위치해 있습니다. 서문(아트센터) 방면은 미아삼거리역 3번 구 70m앞 강북05번을 타시면 5분소요 거리에 있습니다."|이색체험,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_46%2F14410152292031SUgM_JPEG%2F116160528631294_1.jpg
콘래드 서울 호텔|4.38|897|4928|5성급|서울 영등포구 국제금융로 10 서울 국제금융 센터|02-6137-7000|"지하철 5호선, 9호선 여의도역 3번 출구 지하철 3번출구쪽 무빙워크를 따라 직진, IFC 입구로 진입, 8ight seconds 앞의 에스컬레이터를 타고 L1으로 이동, Stradivarius 와 Bershka 사이의 콘래드 서울의 입구를 발견 할 수 있습니다.  자가용 강북출발 시 : 여의도 방향으로 진입, MBC방향으로 좌회전 강남출발 시 : 올림픽대로를 따라 63빌딩 방향으로 우회전, 원효대교 교차로에서 좌회전, 롯데캐슬, 한양아파트 사이길로 우회전 후 MBC방향으로 IFC 건물 까지 직진 후 U턴  택시 인천국제공항~콘래드 서울 : 일반택시 약 KRW 70,000 인천국제공항~콘래드 서울 : 모범택시 약 KRW 90,000"|분위기 있는,데이트,야경|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_166%2F1441079989274iYkW3_JPEG%2FSUBMIT_1372729776692_21202909.jpg
낙산공원|4.25|909|4606|근린공원|서울 종로구 낙산길 41|02-743-7985|"수도 서울을 구성하는 내사산(內四山:북악산·남산·인왕산·낙산)의 하나이자 주산(主山)인 북악산의 좌청룡(左靑龍)에 해당하는 낙산의 자연환경과 역사적 문화환경을 복원함으로써 서울시민들에게 쾌적한 공원 경관을 제공하고, 자연 탐방을 통해 역사와 문화 교육의 장을 제공할 목적으로 조성되었다.  총면적은 6만 1145평으로, 1999년 12월 30일 착공해 2002년 7월 완공하였다. 주요 시설은 ① 전시 및 관리실, 매점 및 화장실, 비우당(庇雨堂), 육각 정자, 노인정 등 건축시설 5동 ② 12개의 배드민턴장과 1개의 농구장으로 이루어진 운동시설 ③ 10개의 휴게소와 117개의 의자로 구성된 편의시설 ④ 중앙광장·이벤트광장 및 3개의 전망광장으로 이루어진 광장시설 ⑤ 기타 안내판 외 28개 시설 등이다. 그 외에 공원 녹지화를 위해 소나무를 포함해 총 40종 8만 9670그루의 나무를 심었다.  주변 유적으로는 서울 동대문(東大門:보물 1), 서울성곽(사적 10), 이화장(梨花莊:서울기념물 6) 등이 있다. 그 밖에 마을 전체가 온통 붉은 열매를 맺는 나무로만 둘러싸여 있다 해서 이름 붙여진 홍수동(紅樹洞:홍숫골), 단종이 영월(寧越) 청령포(淸泠浦)에서 귀양살이할 때 왕비가 저고리깃·댕기 등에 자줏빛 물을 들이기 위해 사용했다는 자지동천(紫芝洞泉:자주동천·자주우물), 《지봉유설(芝峰類說)》의 저자 이수광(李晬光)이 외조부의 집을 손질하며 겨우 비만 가릴 수 있는 집이라는 뜻으로 당호를 붙인 비우당, 우물이 나란히 5개가 있어 이름 붙여진 오형제 우물터, 오부학당 가운데 하나인 동부학당 터 등이 있다.  서울특별시 종로구 동숭동 산 2-10번지 일원에 있으며, 서울시 공원녹지관리사업소가 관리한다."|피크닉,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_125%2F1441016440777N5hmz_JPEG%2F116061504821394_0.jpg
서울신라호텔|4.59|7348|9863|5성급|서울 중구 동호로 249|02-2233-3131|"품격과 세련미를 갖춘 연회 코디네이션, 서울신라호텔 주방장이 펼치는 격식을 갖춘 최상의 요리등으로 그날의 주인공과 하객 여러분을 최고급 웨딩으로 모십니다./n국내 재계, 문화계, 학계, 명문가의 혼례장소로 각광받는 서울신라호텔 웨딩, 어느 곳과도 비교할 수 없는 최고의 품격을 느끼실 수 있습니다."|데이트,분위기 있는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160519_62%2F1463634662245BK4Q7_JPEG%2F10.jpeg
경복궁|4.69|8843|13581|궁궐|서울 종로구 사직로 161 경복궁|02-3700-3900|"1963년 1월 21일 사적 제117호로 지정되었다. 역성혁명(易姓革命)으로 조선을 세운 이성계(李成桂)와 그 지지자들은 고려의 서울인 개경(開京)으로부터 도읍을 한양성(漢陽城)으로 옮겨 신도(新都) 경영에 착수하는 동시에 궁궐의 조성도 착수하였다. /n1394년(태조 3) 9월 신궐조성도감(新闕造成都監)을 두고 청성백(靑城伯) 심덕부(沈德符), 좌복야 김주(金湊), 전정당문학 이염(李恬), 중추원학사 이직(李稷) 등을 판사에 임명하여 실무를 담당, 해산(亥山:北岳山)을 주산(主山)으로 삼고 임좌병향(壬坐丙向:北北西에 앉아 南南東을 바라다봄)의 터를 잡았다. \n원래 태조는 고려시대 남경(南京)의 이궁(離宮:宮井洞 일대) 터를 마음에 두고 있었으나 새로운 왕조의 뻗어나는 기세를 수용하기에는 너무 좁은 터전이라 하여 그 남쪽에 따로 자리잡았던 것이다. 10월에 한양으로 도읍을 일단 옮긴 태조는 수도 건설에 박차를 가하여, 12월 3일에 궁궐과 종묘를 짓겠다고 산천신(山川神)에게 고사하고, 이튿날 개기(開基)하여 주야로 작업을 진행, 1395년 9월에 낙성을 보게 되었다. 명칭은 《시경》의 ‘군자만년 개이경복(君子萬年 介爾景福)’이란 글귀에서 따서 경복궁이라 하였다. 궁내에 준성된 전각은 총 390여 칸이었다."|야경,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_194%2F1440997727456lEljl_GIF%2F11571707_0.g
롯데월드 아쿠아리움|4.37|29133|4834|아쿠아리움|서울 송파구 올림픽로 300 롯데월드몰 B1|1661-2000|"※ 매표 및 입장마감은 폐장시간 1시간 전입니다./n전 세계 5대양 해양생태계를 재현한 '또 하나의 바다'/n바다친구들을 위해 자연과 가장 가까운 환경을 만든 롯데월드 아쿠아리움에는/n전세계 5대양의 바다 친구들이 조화롭게 살아가고 있습니다./n/n소통이 있는 아쿠아리움/n직접 경험하고, 느끼면서 바다의 소중함을 배울 수 있습니다./n국내 최다인 30개 체험/교육프로그램에 참여하며, 바다친구들과의 교감의 즐거움을 느끼세요"|데이트,이색체험|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211202_124%2F1638425158345uSVNe_JPEG%2Fthm_aq_lotte_1000_x.jpg
쌈지길|4.43|3274|4403|복합문화공간|서울 종로구 인사동길 44 쌈지길|02-736-0088|"[손맛나는 인사동 쌈지길]/n인사동 쌈지길은 전통을 현대적으로 재해석 한 손맛 나는 작품과 문화를 만나고 즐길 수 있는 '공예전문쇼핑몰' 인 인사동의 가장대표장소입니다./n/n[전통과 현대문화가 어우러진 곳]/n쌈지길은 도자, 섬유, 금속, 목공예등의 공예샵과 젊은 디자이너들의 신선하고 실험적인 디자인샵을 만날 수 있습니다. 뿐만아니라 가운데 마당과 쌈지길 곳곳에 전시, 공연등의 다양한 문화이벤트를 즐길 수 있습니다./n/n[쌈지길만의 특화된 체험 공방/ 원데이클래스]/n공예품을 직접 만들어볼 수 있는 복합문화공간으로누구나함께 문화예술을 즐길 수 있습니다.쌈지길에서는 체험프로그램을 통해 공예품을 직접 만들어볼 수 있는 복합문화공간으로 어른과 아이, 친구와 연인 누구나함께 문화예술을 즐길 수 있습니다. 도자기공예, 자개공예,핸드메이드 쥬얼리 및 가죽공예, 동판공예, 유리공예, 양모펠트공예,비누공예, 한지공예등을 원데이클래스, 자격증 클래스, 단체 클래스까지 미리 예약을 통해  즐길 수 있습니다."|이색체험,데이트,신나는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201230_227%2F1609294265897L88UY_JPEG%2FtVKFBteTF2PU4IX3S4wxrduU.jpg
웨스틴 조선 서울|4.56|3843|4645|5성급|서울 중구 소공로 106|02-771-0500|"독일 건축회사 게오텔란트(Geotheland)가 설계하여 서울의 중심부 소공동에 신축한 4층 규모의 호텔건물은 일제강점기로부터 근현대에 이르기까지 한국의 정치/경제/문화의 중심지가 되어 왔고, 1970년에 20층짜리 현대식 건물로 개축하였다. 지상 18층, 지하 1층 규모이며 객실수는 453실이고, 부대시설로는 레스토랑, 최첨단 장비를 완비한 대연회장과 중소연회장, 헬스클럽, 수영장, 사우나, 비즈니스센터, 미용실과 500대 동시 주차가 가능한 주차장을 갖추고 있다."|분위기 있는,데이트,야경|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210209_13%2F1612848621279jP10u_JPEG%2FqwSYRlty8PrTkXVyXJ75BFHH.jpg
그랜드 하얏트 서울|0.00|2610|7587|5성급|서울 용산구 소월로 322|02-797-1234|"서울의 중심부, 남산에 위치한 그랜드 하얏트 서울은 도심 속의 리조트호텔로, 세심한 서비스와 더불어 편안한 경험을 제공합니다. 서울의 중심인 남산에 위치하고 있어 강남과 강북으로의 진출이 용이하고 자동차로 시내 중심가까지 약 10분, 여의도까지 약 20분, 삼성동 무역 센터와 강남의 테헤란로까지 약 30분이면 도착할 수 있으며, 쇼핑거리인 이태원까지는 도보로 약 10분 거리에 있습니다. 그랜드 하얏트 서울의 레스토랑과 바에서 다양한 요리와 와인, 칵테일 등을 선보입니다. 특히 모던 스시 바 '카우리(Kauri)', 품격있는 다이닝을 선보이는 '스테이크 하우스(Steak House)', 화려하고 세련된 인터내셔널 철판 요리를 즐길 수 있는 '테판(Teppan)', 이자카야 스타일의 꼬치구이 전문점 '텐카이(Tenkai)'를 포함하여 자연주의 오픈형 플라워샵인 '피오리(Fiori)'를 322 소월로에서 만나보실 수 있습니다./n테슬라 수퍼차저 5기 24시간 이용 가능"|분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220704_84%2F16568974970235Nupu_JPEG%2F200718_GHS_0025-1.jpg
종묘|4.62|1366|1963|세계문화유산|서울 종로구 종로 157|02-765-0195|"1963년 1월 18일 사적 제125호로 지정되었다. 총면적 5만 6503평. 서울 종로구 훈정동에 있다. 원래는 정전(正殿)을 가리키며, 태묘(太廟)라고도 한다. 중국의 우(虞)나라에서 처음 시작된 종묘제도는 은(殷)·주(周) 시대에는 7대조까지 묘(廟)에 봉안하는 7묘제가 시행되다가 명(明)나라 때에는 9묘제로 바뀌었다. 한국의 경우 종묘에 대한 최초의 기록은 392년(고구려 고국양왕 9)에 보이며, 신라에서는 5묘제, 고려에서는 7묘제로 하였다. 조선 초기에는 7묘제도를 따르다가 중기 이후부터는 치적이 많은 왕은 7대가 지나도 정전에 그대로 모셨으며, 그 밖의 신주는 일정한 기간이 지나면 영녕전(永寧殿)으로 옮겨 모셨는데, 이를 조천(祧遷)이라고 하였다. /n종묘의 정전에는 19실(室)에 19위의 왕과 30위의 왕후 신주를 모셨으며, 영녕전에는 정전에서 조천된 15위의 왕과 17위의 왕후 및 의민황태자(懿愍皇太子)의 신주를 모셨다. 신주의 봉안 순서는 정전의 경우 서쪽을 상(上)으로 하고 제1실에 태조가 봉안되어 있고, 영녕전에는 추존조(追尊祖)인 4왕(목조·익조·탁조·환조)을 정중(正中)에 모시고 정전과 마찬가지로 서쪽을 상으로 하여 차례대로 모셨다. 이를 소목제도(昭穆制度)라고 한다. /n종묘의 조영(造營)은 1394년(태조 3) 12월 태조가 한양(漢陽)으로 천도할 때 중국의 제도를 본떠 궁궐의 동쪽에 영건(營建)을 시작하여 다음해 9월에 1차 완공하였다. 그 뒤 1546년(명종 1)까지 계속되었으며, 1592년(선조 25) 임진왜란 때 소실되었다가 1608년(광해군 즉위년) 중건되어 오늘에 이르렀다. 정전의 남문을 들어서면 동쪽으로 문의 동쪽으로 공신당(功臣堂), 서쪽으로 칠사당(七祀堂)이 있고, 곧바로 정전에 이른다. 정전의 서문을 나서면 영녕전의 동문과 이어지고, 영녕전에도 정전과 같이 서문·남문·동문이 있으며, 영녕전의 북동쪽에 제기고(祭器庫)가 있다. 정전의 북동쪽에는 전사청(典祀廳)이 있고, 그 주위에 제정(祭井)·판위대(版位臺)·수복방(守僕房)이 있으며, 정전 남동쪽에 재실(齋室)이 있다. 1995년 유네스코에 의해 해인사 장경판전, 석굴암과 함께 세계문화유산으로 지정되었다."|데이트,파릇파릇한|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200208_56%2F1581129640128GVrwD_JPEG%2FJJM3dYXS5wzDYp3RoxmWgJau.jpg
가로수길|0.00|0|4968|거리,골목|서울 강남구 신사동|None|None|데이트,분위기 있는|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20140407_74%2F1396856799939igigw_JPEG%2F%25BC%25AD%25BF%25EF_%25BD%25C5%25BB%25E7%25B5%25BF%25B0%25A1%25B7%25CE%25BC%25F6%25B1%25E6_11.JPG%3Ftyp
더 플라자|4.42|1616|3472|5성급|서울 중구 소공로 119|02-771-2200|"럭셔리 부티크 호텔 더 플라자는 서울의 상징인 시청 맞은편에 자리잡아 비즈니스맨 및 관광객에게 최적의 위치 조건을 자랑합니다./n총 410개 객실과 6개의 다양한 레스토랑&바, 9개의 연회장, 휘트니스 및 스파 등을 갖추고 있는 더 플라자는 서울 시내에서 가장 현대적인 특급호텔 중 하나입니다. ‘스테이 인 스타일(STAY IN STYLE)’이라는 브랜드 아이덴티티에 맞는 감성적인 인테리어 디자인과 ‘고객에게 완벽한 하루를 선사하는 디자이너’ 더 플라자 컨시어지팀 운영을 통해 객실 고객에 한정되어 있던 서비스를 객실, 연회, 레스토랑 전 부분으로 확대 제공하여, 럭셔리 부티크 스타일과 고객 맞춤형 편리를 추구합니다./n2016년 1월부터는 국내 최초로 메리어트 인터내셔널의 럭셔리 라이프 스타일 브랜드 ‘오토그래프 컬렉션’과의 제휴를 통해, 체인 호텔과 로컬 호텔의 장점이 결합된 한 단계 업그레이드된 특급호텔을 선보이고 있습니다."|야경,분위기 있는,데이트|https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180214_281%2F1518568179619FFE9Y_JPEG%2FfxBe2dQZO0C63YxYDM-oEStY.jpg");background-position:50% 0
