name|star|visit_review|blog_review|category|addr|tele|detail
거제포로수용소유적공원|4.2|방문자리뷰 639|블로그리뷰 1,562|테마공원|경남 거제시 계룡로 61 거제포로수용소유적공원|055-639-0625|1983년 12월 20일 경상남도문화재자료 제99호로 지정되었다. 6·25전쟁의 참상을 알리는 민족역사교육 장소이다. 1950년 9월 15일의 인천상륙작전으로 많은 포로가 생겨 부산·경북 등지에 분리 수용했으나 시설이 부족했다. 1950년 11월 27일 거제도 고현·수월·양정·상동·용산·해명·저산 지구를 중심으로 360만 평에 포로수용소를 설치했다.  이 시설에 인민군 15만, 중공군 2만, 여자 포로와 의용군 3천 명 등 최대 17만 3천 명을 수용했다. 그 당시 거제에는 주민 10만 명, 피난민 약 15만 명, 포로 17만 등 약 42만여 명이 거주했다.   수용소 안의 포로 가운데 반공포로와 공산포로 간의 반목이 극심했다. 이유는 유엔군측이 1949년에 체결된 제네바협약의 송환원칙을 위반하고 포로들에게 본국귀환을 포기시키려고 협박과 고문을 하자 공산포로들은 격렬하게 저항했고, 이 과정에서 수많은 사상자가 발생했다. 또한 5월 7일 아침에 수용소장 F.T.도드 준장이 76포로수용소 시찰중 납치 감금되는 사건이 발생했다.   후임인 찰스 콜슨이 도드의 석방을 촉구하면서 5월 9일 고현지구 민간인 1,116세대에 대해 24시간 이내에 다른 곳으로 강제소개명령을 내렸다. 명분은 납치사건 및 폭동은 민간인과 포로 간의 접촉 때문이라는 것이었다. 이 때문에 주민들은 정든 땅과 집을 버리고 3년 동안 피난 아닌 소개민으로 생활하였다.   전세계가 주목했던 이 폭동은 도드 준장이 납치된 지 4일 만에 미국의 잔학행위를 인정하고 나서야 석방됨으로써 일단락되었다. 석방 후 그는 포로수용소장에서 해임되었을 뿐만 아니라 조사위원회에 회부되어 심사를 받았다. 그 후에도 수용소 내에 이러한 크고 작은 폭동이 계속되었으나, 1953년 6월 18일 이승만이 반공포로 27,389명을 석방시키고 7월 27일 휴전협정이 조인되자 수용소는 폐쇄되었다.  지금은 건물 일부만 남아 있고 고현리·수월리 등지에 당시의 유적이 남아 있다. 1983년에 건립된 유적관에는 그 당시의 사진과 장비 및 의복 등이 전시되어 있고 6·25전쟁과 포로수용소에 대한 영화도 부분적으로 제작 상영하고 있다.   거제시에서는 유적관 옆 일대 1만 5천여 평에 새로운 전쟁기념관을 2003년 준공예정으로 건립중에 있다. 6·25전쟁 당시 수용소 130만 평에 설치되었던 시설 전부를 축소 건립할 예정이다. 수용소 내부건물도 축소·복원된다. 현재 주위 부지에 복원정비사업이 진행중이다.
디피랑|4.56|방문자리뷰 1,306|블로그리뷰 737|테마파크|경남 통영시 남망공원길 29|1544-3303|벽화들이 살아 움직이는 빛의 정원 디피랑
하동알프스레포츠|4.4|방문자리뷰 569|블로그리뷰 652|짚라인|경남 하동군 금남면 중평리 759|055-884-7715|None
대운산자연휴양림|4.48|방문자리뷰 449|블로그리뷰 374|휴양림,산림욕장|경남 양산시 탑골길 208-124|055-379-8670|부산(동래) → 7번국도(울산방면) → 여락고가교(울산방면) → 웅상대로(울산방면) → 자동차 전용도로 → 경주,울산,웅상(좌회전)  → 용당내광로 500m(좌회전) → 대운산자연휴양림    부산(해운대) → 동해고속도로(부산-울산) → 장안IC교차로(우회전) → 좌천사거리(우회전) → 임곡교차로 경주,울산방면(우회전)  → 용당내광로 500m(좌회전) → 대운산자연휴양림    울산 → 7번국도(부산방면) → 인디언상설할인매장(좌회전) → 용당내광로 500m(우회전) → 대운산자연휴양림
김해수로왕릉|4.46|방문자리뷰 83|블로그리뷰 1,163|릉,묘,총|경남 김해시 가락로93번길 26|055-332-1094|사적 제73호. 보호구역 5만 61㎡. 원형 토분으로 봉분에 다른 시설은 없다.  1580년(선조 13) 영남관찰사 허엽(許曄)이 왕릉을 수축하여 상석 ·석단 ·능묘 등을 갖추었고, 1647년(인조 25)에 능비를 세웠으며, “駕洛國首露王陵”이라 새겼다. 1884년(고종 21) ‘숭선전(崇善殿)’이라 사호(賜號)한 침묘(寢廟)를 개축하였으며, 안향각(安香閣) ·신도비각 ·석양(石羊) 등을 설치하였다.  능의 전면에는 가락루(駕洛樓) ·연신루(延神樓) ·회로당(會老堂) 등의 건물이 있다.
와현해수욕장|4.56|방문자리뷰 17|블로그리뷰 527|해수욕장,해변|경남 거제시 일운면|055-639-3000|서울→경부 고속도로→구마고속도로→14번 국도→부산 여객선 터미널→고현, 장승포 여객선 터미널
아라마루 아쿠아리움|3.2|방문자리뷰 1,160|블로그리뷰 487|아쿠아리움|경남 사천시 사천대로 18|055-835-5571|※주차안내※ @ 주차장은 사천바다케이블카 제1주차장 또는 제2주차장을 이용하시고 셔틀버스로 이동해주시길 바랍니다. @ 셔틀버스정류장은 사천바다케이블카 매표소 근처에 위치해 있습니다. @ 셔틀버스 와 주차장은 무료입니다. (주소: 사천시 사천대로 18)
국립남해편백자연휴양림|4.44|방문자리뷰 678|블로그리뷰 564|휴양림,산림욕장|경남 남해군 삼동면 금암로 658|055-867-7881|경부고속도로→대전진주고속도로→대전 통영간 고속도로에서 진주분기점에서 남해고속도로진입→남해고속도로 진교IC(1002번 지방도)→노량(19번 국도-좌회전)→남해대교→이동 무림 삼거리(1024번 지방도-좌회전)→삼동주유소 삼거리(우회전)→봉화삼거리→남해편백자연휴양림
거창창포원|4.41|방문자리뷰 95|블로그리뷰 543|식물원,수목원|경남 거창군 남상면 창포원길 21-1|055-940-8840|거창IC에서 좌회전 후 신원면 방향으로 우회전 하여 5분 정도 직진하면 좌측에 거창창포원이 있습니다.
남해 상상양떼목장 편백숲|4.37|방문자리뷰 3,052|블로그리뷰 1,658|관람,체험|경남 남해군 설천면 설천로775번길 364|0507-1339-5300|경남 남해군 설천면 설천로 775번길 364 상상양떼목장 편백숲 이정표를 따라 오세요 *주의: 양모리학교 와는 전혀 다른목장입니다.
거제맹종죽테마파크|4.42|방문자리뷰 1,906|블로그리뷰 1,062|테마공원|경남 거제시 하청면 거제북로 700|055-637-0067|None
호텔 상상|0.00|방문자리뷰 753|블로그리뷰 1,339|호텔|경남 거제시 일운면 거제대로 2752|0507-1474-5252|*호텔상상 <사계절내내> 호텔 야외수영장 인피니티풀 오픈  *프라이빗 상상 풀빌라펜션 예약은 아래 링크로 접속하여 예약 부탁드립니다.  https://booking.naver.com/booking/3/bizes/368267  ** 코로나19 예방 ** 1. 체크인시 '고농도 전해수 살균기' 소독서비스 및 비접촉 체온계 온도체크. 2. 에탄올 70% 손소독제 제공. 3. 독립된 주차공간, 객실입구로 교차오염 가능성 최소화.  ---  거제 지심도가 정면으로 보이는 곳에 위치하고 있는 펜션형 호텔로서, '거제 3대 전망' 중 하나이며, 겨울철에는 새해 해돋이 명소로도 유명한 곳입니다.  호텔은 1객실 1주차 시스템으로 운영되어 있으며, 객실은 2인실 스탠다드룸, 4인실 VIP룸, 독채 풀빌라 으로 구성되어 있습니다.
명사해수욕장|0.00|방문자리뷰 1|블로그리뷰 544|해수욕장,해변|경남 거제시 남부면 저구리|055-639-3000|남해고속도로 사천IC(3번 국도)→사천읍(33번 국도)→고성(14번 국도)→통영→거제대교
콰이강의다리|4.25|방문자리뷰 49|블로그리뷰 910|지역명소|경남 창원시 마산합포구 구산면 해양관광로 1872-60|055-220-4061|None
영남알프스얼음골케이블카|4.48|방문자리뷰 2,656|블로그리뷰 771|지역명소|경남 밀양시 산내면 얼음골로 241|055-359-3000|하늘과 구름 그리고 꿈이 있는 하늘정원! 사랑하는 사람들과 함께 여행을 즐겨보세요~
스탠포드호텔앤리조트|4.45|방문자리뷰 1,074|블로그리뷰 6|4성급|경남 통영시 도남로 347|055-725-0000|경상남도 통영시 도남로 347(도남동) / 통영 국제음악당 옆 50m
해양드라마세트장|4.33|방문자리뷰 222|블로그리뷰 1,095|촬영장소|경남 창원시 마산합포구 구산면 석곡리 산183-2|055-248-3711|드라마·영화 촬영시 관람 및 입장 제한 (공지 또는 창원시 및 마산합포구 홈페이지 참고)
대장경테마파크|4.6|방문자리뷰 1,403|블로그리뷰 665|테마공원|경남 합천군 가야면 가야산로 1160|055-930-4801|합천대장경테마파크
수승대|4.52|방문자리뷰 23|블로그리뷰 424|관람,체험|경남 거창군 위천면 은하리길 2 수승대관리사무소|None|None
순매원|3.87|방문자리뷰 94|블로그리뷰 2,611|관광농원,팜스테이|경남 양산시 원동면 원동로 1421 원동순매실농원|055-383-3644|None
