,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
793,정미네,대구 달성군 가창면 헐티로2길 26 정미네,053-767-8522,한식,4.46,None,1771,698,"든든한, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200814_156%2F1597331313064OMKAg_JPEG%2F-gti1-yBkHwnI4AiYJeCjC4g.jpg,2469
1600,인투 동성로점,대구 중구 동성로4길 95,053-421-3965,양식,4.6,"(스마트 스토어로 밀키트 제품도 구매가능합니다.
https://m.smartstore.naver.com/into-1992
인투 수성점도 오픈했으니 많은 관심 부탁드려요~^^)

1992년부터 지금까지 운영해 오고있는 지중해식 음식점입니다.
많은 가게가 생기고 사라져가고 또한 매장자체에서도 많은 메뉴가 생기고 변화해왔지만 고객님 한분 한분 맛있게 드시고 가셨으면하는 마음을 늘 생각하고 운영하고 있습니다. 
감사합니다.

today is good day!!",1636,815,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200331_280%2F1585647237554HqQED_JPEG%2FNyP8_nxVvZI2lqf2a0gxYCep.jpeg.jpg,2451
1562,서브웨이 경북대북문점,대구 북구 대학로 87,053-951-7802,샌드위치,4.58,None,2240,58,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg,2298
65,가야성,대구 달서구 월배로83길 7,053-654-0545,중식당,4.37,"송현동에 위치한 중식당입니다. 중식당임에도 불구하고 배달은 하지 않는다는 것도 특징이지요. 돼지고기와 오징어, 콩나물을 비롯한 야채로 얼큰한 국물을 우려낸 짬뽕이 이 집의 대표 메뉴입니다.

영업시간: 11시부터 8시 50분 까지 주문 가능 전화주문가능.

주차장은 목화주차장에 주차시, 식사 후 도장찍어가면 30분 무료주차입니다.
*목화주차장 주소: 대구시 달서구 송현동 183-62
*중앙요양병원 주차시 본인부담
*연중무휴/ 명절 휴무(설, 추석 3일 휴무)",1558,670,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_269%2F1440480422235NGROg_JPEG%2F166775545720500_0.jpg,2228
796,낙영찜갈비 본점,대구 중구 동덕로36길 9-17,053-423-3330,"육류,고기요리",4.23,None,1386,842,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_137%2F14404804880108mGY1_JPEG%2F166775545824632_3.jpg,2228
622,KFC 상인네거리점,대구 달서구 월배로 227,053-634-9447,햄버거,4.42,None,2059,66,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191219_99%2F1576727413769vC3FX_JPEG%2F56zSlNVH7a-sHZ3aQOLDhwjl.jpg,2125
2416,지환이네왕족발 본점,대구 남구 대명복개로 96,053-657-0708,"족발,보쌈",4.66,"육수물(족물) 재사용 NO! 푸짐한 1.9~2kg 의 국내산 생족만을 엄선하여 하루 두 번 깨끗하게 삶아내는 정직한 족발집! 족 하나를 통으로 썰어 어마무시~ 푸짐한 양 자랑, 멋 부리지 않고 정직한 육수에 삶아낸 차원이 다른 지환이네 왕족발!",865,1034,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210208_169%2F1612765252207PHIbh_JPEG%2FoSR2wFJjI1TlCTgXgOlvmxHA.jpg,1899
1283,핸즈커피 동촌유원지점,대구 동구 효동로6길 5-6,053-944-3100,카페,4.49,동촌유원지에서 가장 뷰가 좋은 대형카페.,1651,236,"커피 맛집, 분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200512_18%2F1589263589195P3VsP_JPEG%2F0pIhyQlyPmKIbVeobP7g9tq-.jpg,1887
611,할리스 대구동성로점,대구 중구 동성로6길 32,053-252-6307,카페,4.45,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 ‘커피의 즐거움’입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.",1777,106,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg,1883
1460,방천가족족발&보쌈,대구 중구 달구벌대로446길 11,053-252-1481,"족발,보쌈",4.53,None,1074,715,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_218%2F1555405561960gm1JE_JPEG%2F_LA6R-Xb9nSLIPmsevNi0ikO.jpg,1789
85,조조칼국수 죽전직영점,대구 달서구 와룡로 169,053-567-3334,"칼국수,만두",4.52,"수성구 범어동 본점과 남구 대명동에 이어 
세번째 <조조칼국수>

조조칼국수 본점의 
생방송투데이 2616회, 20.07.16. 동죽칼국수 방영!!
신선한 동죽 조개의 칼국수와 물총!!
그리고 조조칼국수의 특별한 낙지파전의 매력을 죽전점에서 만나보세요!!",1487,286,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201210_137%2F1607587920521FEJ8I_JPEG%2FkzYa2sUWZ9nS3njX_U9MD0Av.jpg,1773
2431,크리스피크림도넛 롯데아울렛이시아폴리스점,대구 동구 팔공로49길 16 롯데아울렛 이시아폴리스 라이프스타일 센터 1층,053-945-2577,도넛,4.45,None,1732,23,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_203%2F1653008099518i5shn_PNG%2FKKD_%25B7%25CE%25B0%25ED_%25B4%25EB%25C1%25F6_1_%25B4%25EB%25C1%25F6_1.png,1755
1388,배스킨라빈스 대구동천,대구 북구 구암로 143,053-311-3102,아이스크림,4.46,None,1715,36,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,1751
57,황토시골집,대구 동구 파계로 604,0507-1355-2048,오리요리,4.34,None,1091,648,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170203_67%2F1486101345716L86gS_PNG%2F186153548565308_0.png,1739
2670,팔공은가비,대구 동구 용천로 58 팔공 은가비,0507-1423-8886,"백숙,삼계탕",4.73,"+ 거리두기를 모범적으로 실시하며, 안전하게 정상영업중입니다 +
>> 넓은 테이블간 간격이며, 개별룸도 예약가능합니다! <<
+ 추가문의는 별도로 연락주세요 +
+ 네이버예약은 '1시간전'까지 예약가능합니다! +
+ 원칙적으로 < 애견동반 >이 불가합니다. 전화 상담 후 테라스(야외)자리로 예약 가능합니다! +

[화려한 음식보다는 음식 본연의 맛을 살리기 위해 노력합니다. 최상의 재료와 특별한 레시피로 맛과 건강을 드리기 위해 최선을 다하겠습니다.]
+홀(4인/6인 테이블) +단체좌식룸 +6인가족좌식룸 +개별룸(4인/6인) +단체연회석 +야외테라스
!! 예약해주시면 보다 편리하고 빠른 식사가 가능합니다 !!

건강한 힐링과 맛있는 식사를 한번에!

<< [은가비쉼터] >> 숙박 / 대실 / 각종모임행사,연회 등
 - 독채형 '아리솔'
 - 복층형 '늘품/드레/소담'
 - 하우스웨딩 / 단합회 / 워크샵 /

<< [한식과 카페] >> 분위기 Good 식당과 카페
 - 능이토종닭백숙 / 토종닭볶음탕
 - 능이오리백숙 / 오리불고기
 - 훈제바베큐 / 미나리삼겹살
 - 서리태콩국수 / 들깨칼국수
 - 커피 / 에이드 / 차 등
 - 단체석 / 가족석 / 개별룸 / 4인,6인석 완비

+ 이용상담 : 053-983-8886
+ 영업시간 : 11:30 am ~ 9 pm
 (마지막 예약타임 7:30 pm / 주문마감 8 pm)
+ 브레이크 타임 : 주말,공휴일 3:30 pm ~ 5 pm
+ 정기휴무 : 매주 월요일",938,778,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211109_211%2F1636466503624FRg0I_JPEG%2Fhv2xK1Hm1dgBZw0f3wUYkcnT.jpg,1716
703,뚜레쥬르 대구월배점,대구 달서구 조암남로 150,053-631-0131,베이커리,4.51,"좋은 재료로 만들어 건강하고, 매장에서 갓 구워 신선한 빵과 케이크를 만날 수 있는 곳. 여기는 신선함이 가득한 베이커리, 뚜레쥬르입니다.",1597,11,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png,1608
1073,파리바게뜨 상인롯데점,"대구 달서구 상인서로 85 (상인동, 상인동방현대아파트)",0507-1370-3435,베이커리,4.48,파리바게뜨 상인롯데점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1606,2,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_130%2F1649839855180m9NAs_PNG%2Fimage.png,1608
395,롯데리아 대구상인점,대구 달서구 상인서로 107,053-642-0825,햄버거,4.47,None,1452,7,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200502_73%2F1588396791602gttVI_JPEG%2F4jNi_k3aGy284dWSxbZdpzlW.jpg,1459
1808,갈비만 현풍테크노폴리스점,대구 달성군 유가읍 테크노상업로 110 2층,053-615-6692,"육류,고기요리",4.62,"찰만F&C 직영점으로 축산업에 10여년 동안 몸을 담은 돈육 전문가가 직접 운영 하는 
갈비만 입니다.
국내산 최상급 냉장육으로 손님 한분한분께 감동의 맛을 전해 드리도록 최선을 다하겠습니다.",771,680,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190618_252%2F1560784304009GlweC_JPEG%2FksV-tXUed8n3cfnYAXNsf4aY.jpeg.jpg,1451
2923,파리바게뜨 대구중동점,대구 수성구 수성로 212 (중동),053-765-8266,베이커리,4.52,파리바게뜨 대구중동점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1368,4,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191222_129%2F1576948072201yj0QP_JPEG%2FeGD3xEp0zG_RsoKYxCzRz6lJ.jpeg.jpg,1372
2779,배스킨라빈스 대구황금점,대구 수성구 청수로 180 1층 배스킨라빈스 대구황금점,053-783-0031,아이스크림,4.42,"행복을 전하는 프리미엄 아이스크림, 배스킨라빈스31 대구황금점 입니다.",1274,19,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,1293
2366,똘똘이식당,대구 서구 달구벌대로375길 31,053-566-5738,생선회,4.38,"1980년 부터 이어져온 원조의 품격 !! 오징어, 논고둥, 소라 등의 해산물을 무, 미나리 등의 야채와 함께 초장에 무쳐내는 무침회 전문점입니다. 무침회는 대구십미(十味) 중 제팔미(第八味)로 꼽히는 메뉴이지요. 곁들여 나오는 재첩국도 별미입니다.",954,339,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200204_236%2F1580783581586dH3Jo_JPEG%2FIomK-ZNgNu86eqX6CyGEPKqc.JPG.jpg,1293
2964,홍구원가창점,대구 달성군 가창면 가창로176길 9,053-763-8868,중식당,4.28,None,1101,119,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171109_8%2F1510223897140GUjST_JPEG%2Ftof2apD6kebJnX12HXJHCucl.jpeg.jpg,1220
2710,화진회초밥,대구 달서구 명천로 6,053-641-7071,일식당,4.54,"안녕하십니까
화진 회 초밥 김국현대표입니다

겉으로 보이는 화려함 보다는 신선하고 질 좋은 정직한 재료로 진심이 담긴 음식을 내어 놓는다는 의미를 가진 저희 화진 회 초밥은 우리나라 최고 청정지역인 남해 완도 지역에서 직접 공수 받은 신선한 횟감 만을 사용해 손님들에게 최고의 음식을 제공하고 있습니다.

항상 신선한 회를 제공해 드리기위해 활어는 잡힌 후 2일내 사용을 원칙을 하고 있습니다. 활어를 보관하는 수조의 경우 맑은 해수를 별도로 공수해와 바다와 가장 비슷한 온도와 환경을 만들어 주어 활어의 스트레스를 최소화해 가장 맛있는 최고의 횟감을 제공해 드리고 있습니다.

저희 화진회 초밥은 직접 정성으로 농사지은 건강한 식재료 만든 매운탕, 코다리강정 등 다양한 음식을 신선한 회와 함께 드실 수 있는 다양한 코스 요리로 가족 외식, 회식, 모임 등 즐겁고 행복한 시간을 가질 수 있는 풍성한 메뉴들을 제공하고 있습니다.

저희 화진 회 초밥 에 최고의 식재료로 최고의 쉐프가 만드는 진심이 가득한 요리를 드시고 저희를 찾아 주시는 모든 손님들이 마음 풍성하게 만족하고 돌아가실 수 있도록 항상 노력 하겠습니다.

저희 매장에 방문 하셔서 몸과 마음 모두 힐링 할 수 있는 시간되시길 바랍니다.
감사합니다.",555,644,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191126_200%2F1574743247485sTPwN_PNG%2FqSa2IHrDkP-zJRSDtOVgmtf7.png,1199
524,대동반점,대구 북구 대현남로 49,053-959-4979,중식당,4.34,얼큰한 해물짬뽕으로 유명한 중화요리 전문점입니다. 대현휴먼시아 아파트 맞은편에 위치한 소박한 분위기의 식당인데요. 해물과 야채가 들어간 빨간 국물의 짬뽕이 대표메뉴로 진한 국물이 인상적이지요.,730,420,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjhfMTUz%2FMDAxNjU2NDAyMDMxMTU4.Elp_KsYXC1f5m1dfhCuqQGk0yFCtzToVvuY6-AJ4Z7sg.Jp8oxhlW25RdpCDTtwbPwi7Xx7bKgVUI0iXYDm7WgjIg.JPEG.blossomtori%2F1656402015548.jpg,1150
2088,피자헛 상인역2호점,대구 달서구 월배로 227,053-642-0278,피자,4.5,"**지금 피자헛 온라인 회원으로 가입하시면
즉시 사용 가능한 요일 별 할인 쿠폰을 지급해드립니다!
최대 50% 할인, 콜라 1.25L 무료(중복 사용 가능) 쿠폰

[NEW]
돈마호크 180g과 리코타 치즈의 환상케미
마무리는 달콤고소한 에그타르트 엣지로!
피자헛 신메뉴, 돈마호크

[BEST]
갈비맛 스테이크 180g이 통째로!
진짜 프리미엄 피자의 시작, 립스테이크바이트

입소문 타고 내려오는 전설의 레시피!
피자헛 '팬피자 페페로니'에 치즈추가하고 요청사항에 '도우 바삭하게'

[특가] 메가 더블세트! 2판을 한번에!

+ 피자헛, 22년 연속 피자 브랜드파워 1위! (K-BPI 피자전문점 부문)
+ 함께 즐겨요 피자헛",1037,100,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170616_256%2F1497574014993wqX0e_JPEG%2F186566497674403_0.jpeg,1137
2602,초가식당,대구 중구 동성로 82-2,053-424-5896,한식,4.46,None,652,424,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210929_36%2F1632869086026NIGYb_JPEG%2FmVH7Dt5fdHu183UNfHoQPxw1.jpeg.jpg,1076
2701,포크팬,대구 북구 동북로 219,053-959-8118,고기뷔페,4.51,"안녕하십니까?
포크팬 엄경훈 대표입니다.

저는 20년 동안 외식업에 종사하면서 약 20여개의 브랜드를 오픈하고 운영해오던 중 고객이 원하는 스타일에 맞는 음식점을 만들고 싶은 생각이 들었습니다. 그래서 5년 동안 다양한 레시피를 연구했을 뿐 아니라 일본 등 다른 지역을 다니며 색다른 콘셉트를 찾던 중 일본에서 보게 된 팬 요리를 발견하고 현재 팬 요리 전문점 포크팬을 운영하고 있습니다.

저희 포크팬의 가장 큰 특징은 바로 고기만 먹는 것이 아니라 제공되는 사이드 메뉴들을 고객들이 직접, 따뜻한 팬 위에서 다양하게 요리해 먹을 수 있는 팬 요리 전문점으로 대구에서 최초로 시도 된 이색 고깃집입니다.

열전도율이 높아 빠르게 익는 음식은 만드는 재미까지 더해져 더욱더 맛있게 드실 수 있습니다. 또 냉동 통 삼겹살이 아닌 생삼겹살을 무한으로 제공해 고객들이 부담 없는 가격으로 마음껏 맛있는 고기를 즐길 수 있도록 노력하고 있습니다.

고기와 함께 다양한 사이드 메뉴까지 한꺼번에 드실 수 있으며 2시간 동안 무한으로 고기를 마음껏 먹을 수 있는 저희 포크팬 에서 즐거운 추억을 만들어가시길 바랍니다.

감사합니다.",515,558,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220628_21%2F1656392817916om5VH_JPEG%2F1656391521269.jpg,1073
2580,파리바게뜨 대구용산점,대구 달서구 용산로 235 1층,053-521-8200,베이커리,4.5,파리바게뜨 대구용산점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1046,9,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200511_215%2F15891281427080ikkr_JPEG%2FXRPVXLm6t_fX-jLlznegF8X2.jpg,1055
2805,배스킨라빈스 대구영대병원,대구 남구 중앙대로 151 (대명동),053-627-0331,아이스크림,4.41,배스킨라빈스 대구영대병원점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1013,22,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,1035
1124,데일리오아시스,대구 중구 국채보상로142길 20-8 데일리오아시스,0507-1416-6222,"카페,디저트",4.6,"안녕하세요 일상의 행복을 드리는 데일리오아시스 입니다. 귀여운 말차음료와 디저트, 수플레 팬케이크를 판매하고 있습니다:)",392,639,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190909_94%2F1567958268394Wrdqn_JPEG%2FDJxrb1w5Az8l4LLfu1nUg1nh.jpeg.jpg,1031
1769,요바나시 대백프라자점,대구 중구 명덕로 333 대구백화점 프라자점 1층 별관,0507-1349-2662,일식당,4.55,"대구 속의 작은 일본 요바나시 대백프라자점은 1900년대 일본 북쿠슈 마을을 그대로 옮겨 놓은 듯한 감각적 인테리어와
130여 평의 넓은 매장, 연인들을 위한 칸막이 공간, 단체를 위한 단독 룸, 그리고 신천이 보이는 창가를 비롯해 모든 모임을 수용할 수 있는 공간을 갖추었습니다. 
신선한 활어초밥과 다채로운 메뉴구성으로 남녀노소 모두를 만족시킬수 있는 공간입니다. 
대백프라자 1층 별관에 위치하고 있어 누구나 찾기 쉬운 장소이며, 대백프라자 1층 주차장을 이용하면 되기 때문에 주차 걱정도 없습니다.",666,338,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180708_7%2F1531051413844mddsb_JPEG%2FfFvPmRHExjVs8u8jp73KKOem.jpg,1004
2032,버거킹 대구지산점,대구 수성구 지범로 159 1층,1599-0505,햄버거,4.39,None,974,20,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161230_159%2F1483072073413wFH1D_JPEG%2F177179535059072_0.jpeg,994
2905,삼덕동이웃,대구 중구 달구벌대로447길 60,053-427-5700,한식,4.47,"Korean Cuisine 한식이 그리울 때~
특별히 맛있는 밥집, 야간 전통주도 특별납니다.

* 이웃육칼
* 명란 아보카도라이스
* 항정살부추덮음 간장맛/매운맛
* 불고기비빔밥
* 삼겹살조림덮음
* 수제떡갈비
* 수제식혜

 전골_
*육개장전골
*불고기전골
*감자찜닭

 술상차림_
* 소주/맥주
* 전통주
* 와인

 안주_17시부터
* 바삭치즈감자전
* 항정살구이쌈
* 달콤토마토 
* 육개장전골
* 불고기전골",421,556,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180115_258%2F1515976134183rAgtA_JPEG%2F-rlsg-4EE9iIEOLNBSvqgV9Q.jpg,977
