,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,tag,image
16032,타요키즈카페 대전둔산점,대전 서구 대덕대로 226,042-488-7177,"키즈카페,실내놀이터",4.43,"[운영시간] 
주중 11시-20시
주말 및 공휴일 10시-20시
매주 월요일 /화요일 휴무(공휴일 시 정상운영)

타요키즈카페는 어린이가 직접 타요 전동차를 운전하며 교통안전을 체험 하는 카존과 각종 장애물을 통과하며 모험심을 기르는 대형 정글짐, 안전사고 방지를 위해 연령별로 운영되는 방방존과 타요 애니메이션 속 악당을 무찌르는 볼대포존 그 외 짐플레이존, 그림놀이터, 편백나무 놀이터 등 다양한 놀이시설이 마련되어 있습니다.",5338,144,5482,"이색체험, 신나는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170327_261%2F1490595480090vg5HD_JPEG%2FBFE4C1EEC6E4.jpg
16436,오씨칼국수,대전 동구 옛신탄진로 13,042-627-9972,"칼국수,만두",4.42,수타면을 이용한 칼국수 전문점입니다. 멸치 다시마를 14시간 우려낸 육수에 현지 직송의 조개를 사용하여 만든 바지락 손칼국수가 대표 메뉴이지요. 국산 검정콩을 맷돌에 갈아 만든 검정 콩국수와 묵은지를 갈아넣은 묵은지 수제비도 반응이 좋습니다. 수육과 두부 두루치기 등의 술안주도 준비되어 있지요.,3420,2047,5467,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_70%2F1579008854401Q0bIC_JPEG%2FZBSHIgTNAy4DZATvKa2iTEb1.jpg
1407,맥도날드 대전유성DT점,대전 유성구 계룡로87번길 3 맥도날드,070-7209-0045,햄버거,4.41,None,5355,108,5463,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200609_32%2F1591703695183rCb4B_JPEG%2FavkXqZ0PVR5DyzW1SFhf3iSI.jpg
3210,원조태평소국밥,대전 중구 태평로 116,042-522-5757,국밥,0,None,3136,2296,5432,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190902_37%2F1567393102286YMQGf_JPEG%2F0j4mDnhFG8pYxsqZ7Y35XluN.jpg
17021,원조태평소국밥,대전 중구 태평로 116,042-522-5757,국밥,0,None,3132,2297,5429,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190902_37%2F1567393102286YMQGf_JPEG%2F0j4mDnhFG8pYxsqZ7Y35XluN.jpg
12878,맥도날드 대전한남대DT점,대전 대덕구 한밭대로 1102 맥도날드,070-7017-6419,햄버거,4.42,None,5251,126,5377,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200105_182%2F1578152620827pvPQd_JPEG%2FGujzGQAbHJi7Nhm3Jzd_r7FQ.JPG.jpg
21458,빕스 대전둔산점,대전 서구 대덕대로 243 광신빌딩 2층,0507-1362-0997,패밀리레스토랑,4.2,"<슬기로운 외식생활 캠페인> 
빕스는 매일 소독 방역을 실시하고 샐러드바 집기를 수시 관리하는 등 생활방역 지침을 철저하게 준수하고 있습니다.
아울러 샐러드바 이용 시, 고객님들께 위생장갑과 마스크 착용을 부탁드리고 있으니 참고해 주세요.",4544,546,5090,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190331_181%2F1554035354172rmdhL_JPEG%2F186164495128040_0.jpg
3711,스타벅스 대전중앙로R점,대전 중구 대종로 486,1522-3232,카페,4.54,주차 불가능,4691,224,4915,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
6038,땡큐베리머치,대전 중구 중교로 49 땡큐베리머치,070-7723-0905,카페,4.6,"매장에서 직접 만드는 수제 케이크/디저트를 매일 매일 다른 종류로 준비합니다.

생크림은 프랑스산 동물성생크림만 사용하며 버터는 풍미가 좋은 프랑스산 고메버터만 사용합니다
다른 모든 재료들도 좋은 재료 신선한 재료만 엄선해 준비해 서용합니다.
넓은 공간과 편안한 쇼파좌석으로 안락한 공간을 이용하실수있습니다",3720,634,4354,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210605_61%2F162286793347425Y0j_JPEG%2FMo8C0CiOXNLg0D89PU9ve6mf.jpeg.jpg
14715,버거킹 대전용두DT점,대전 중구 계룡로 853,042-221-0332,햄버거,4.51,None,4165,50,4215,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170809_27%2F1502246409338IJPBn_JPEG%2F186759517028_0.jpg
12122,버거킹 대전유성온천역점,대전 유성구 대학로 8 1층,070-7462-6759,햄버거,4.43,None,4076,51,4127,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA0MjFfMTQ5%2FMDAxNTU1NzczMzM5NzIx.ma35POdOriYJ_qtRmswC_0JnL8Arb333d-SjmQl09t0g.OODQxumDcBpinRLJdTKMhI-9-jlQjEBBgJEtm8CVu9Ag.JPEG.relapse2%2F20190417_013409.jpg
18024,선화동소머리해장국,대전 중구 선화로 128,042-637-5529,해장국,4.51,"선화동맛집!!!
선화동해장국!!!

 ※선화동소머리해장국 약속※

항상 최상의 한우만 고집하고 일등 재료만 사용하며,
기타 첨가물을 일절 사용하지 않는
최고의 해장국 집입니다.

좋은 재료와 정직한 맛으로 한분 한분 모십니다.

선화동소머리해장국은
특별한 맛으로 손님여러분을 모시고 있습니다.
TV방송에 핫한 곳
매일매일 담그는 신선한생김치!!!
연예인 유튜버들이 즐겨찾는집!!!

시간을 담은 정직한 맛.
선화동소머리해장국!!!

외지에서도 손님이 많이 찾아 오고 있으며
오시는 분들께 맛있는 해장국을
제대로 대접해 드리기 위해 노력하고 있습니다.

영업시간
09:00 - 22:30
22:00 라스트오더

 ※선화동소머리해장국 김치판매※

유튜브 TV에 핫한 선화동매운실비김치는
택배로 포장해서 댁으로 보내드립니다.

TV방송 출연 선화동매운실비김치

MBC 미우새
TVN 어쩌다사장2
MBC 놀면뭐하니?
SBS 불타는청춘2
MBC 오늘 M

홈페이지 링크 보시고 홈페이지에서 주문해주세요.

네이버 '선화동매운실비김치'
http://hotkimchi.kr/

선화동소머리해장국
선화동매운실비김치 박덕규",1952,2133,4085,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161019_139%2F1476873212088EXfqp_JPEG%2F176969596350913_0.jpeg
14832,스타벅스 대전관저점,대전 서구 관저로 142,1522-3232,카페,4.5,1.주차가능 2.주차장위치-건물지하 주차장 3.주차가능대수-10대~20대 4.주차조건-무료,3905,118,4023,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
7042,갑부본가 유성점,대전 유성구 유성대로 641 갑부본가 유성점,0507-1346-1800,한식,0,"갑부본가는 체인점이 아닙니다.
제가 직접 모든 반찬과 음식, 소스를 만듭니다.
벌써 9년이나 흘렀네요. 저의 청춘을 다 바친 음식입니다.
맛나게 드시고 행복하세요.

- 성공의정석꾼 방영!
- 생생정보통, 목살구이 방영!
- 세계 최초 계란,파 석갈비
- 대전 석갈비 NO.1
- 자가제면 기술 보유

. 2018년 실방문자 기준, 만족도 96% 달성
. 만족도 가장 높은 식당, 전국 3위 
. 만족도 가장 높은 식당, 대전 최초 1위
. 대전 석갈비 1등, 대전 냉면 TOP 5위 + 자가제면 기술 보유
. 100대 이상 주차가능! 초대형주차장 보유
. 72시간 저온숙성!돼지갈비
. 2차 숙성+숫불!! 석갈비
. 함흥지방 전통방식 숙성! 코다리비빔냉면!",3476,425,3901,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210225_245%2F1614258790363hhRk9_JPEG%2FzA5WTtaK3pw9Is08wsSppNMw.jpg
22003,제이에스푸드 홈플러스유성점,대전 유성구 한밭대로 502,042-841-2080,종합분식,4.38,None,3690,0,3690,든든한,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1990405594%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658157770151%26md%3D7DkCJ%252FwNOXr4qXsjJyS5PGnOG1Q%253D
12363,상무초밥 둔산직영점,대전 서구 둔산로31번길 66,0507-1429-8822,"초밥,롤",0,"경영이념
바르게 최고가 된다.

목표와 비전
2025년까지 전국최고 최다 초밥 브랜드가 된다.

상무(上無)
초밥집중 상무초밥보다 위는 없다는 생각으로
경영이념과 같이 진실되게 최고가 되겠습니다.

 상무초밥의 다섯가지 약속
1. 건강하고 안전한 식재료만 쓰겠습니다.
2. 최상급 쌀로만 밥을 짓겠습니다.
3. 음식에 가격 이상의 가치를 담아내겠습니다.
4. 대한민국 초밥 대중화를 선도하겠습니다.
5. 전국 최고의 초밥브랜드가 되기 위해 목숨걸고 노력하겠습니다.",2857,670,3527,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20211117_24%2F1637129720857KnpMa_JPEG%2Fbb7a89a5-476d-11ec-9dda-505dac8c3607_03.jpg
12833,농민순대,대전 중구 충무로 138,042-256-1191,"순대,순댓국",4.34,"문창동 대진천 가에 자리 잡은 순대 요리 전문 한식당입니다. 주방이 훤히 개방되어 있어 조리하는 모습을 볼 수 있는 것이 특징인데요, 펄펄 끓여내는 순댓국밥과 간, 허파 등의 내장을 곁들여 내는 쫄깃한 순대가 인기이지요.
주차장 완비, 단체석 완비, 국밥 외에 전공,볶음,막창구이도 새로 메뉴 추가 되었습니다.
국밥4000원 국수3000원 순대안주 5000,7000,10000원 전골,볶음,막창구이 1인분 5000원 소주2000원 맥주3000원 막걸리 한되4000원",2984,533,3517,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200423_170%2F1587630875265I73Kk_JPEG%2F0s3L2mFZkJ_oqq5i-Qfgan5Q.jpg
22876,꾸드뱅,대전 유성구 지족동로 146 106호 꾸드뱅베이커리,042-825-3033,베이커리,4.48,"꾸드뱅은 신선한 빵과 커피를 함께 즐길 수 있는 카페형 베이커리 입니다.
2015년에 오픈하여 꾸준히 사랑받아 온 대전 현지인이 인정한 전국빵지순례로 빠질 수 없는 빵집이며, 차별화된 꾸드뱅만의 빵과 디저트를 판매하고 있으며 이미 알만한 사람들은 안다는 입소문으로 유명해진
꾸드뱅은 매일 따뜻하고 맛있는 빵을 굽고 있습니다 연중무휴 운영되며, 매장 뒷편에 무료공용주차장을 이용하시면 보다 편하게 즐기실 수 있습니다.",2639,745,3384,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200531_235%2F1590934542501FXt20_JPEG%2FF1lTC1Hk9Juz68RFkMidMoLa.jpg
21225,오늘제빵소 대전점,대전 유성구 성북로 66-19,042-543-0999,베이커리,4.34,"대전 방동저수지에 위치한 베이커리 카페 '오늘제빵소'입니다.
오늘제빵소는 코로나19 예방을 위해 매일 소독 방역을 진행하고 있습니다.
베이커리카페 가맹 및 컨설팅 문의
010-7129-4101",2968,341,3309,"데이트, 분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200911_169%2F1599817713081868AN_JPEG%2FReQ_jdOqo_IfdTXwEE-bzCQG.jpg
3660,KFC 대전시청역,대전 서구 둔산로 121,042-487-6270,햄버거,4.35,None,3165,94,3259,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMzBfMTYg%2FMDAxNTExOTk3MjkzNzUx.-i_yiPqeGeMq_JEkHiaapebqEz8NmNImUzMSBvFCJKEg.nuvUBTz5Q40OREQS0ytMcGJy0VBUmAnEvYR_YfZAp6Ig.JPEG.uuun4%2F20171128_224147.jpg
13841,KFC 대전시청역,대전 서구 둔산로 121,042-487-6270,햄버거,4.35,None,3164,94,3258,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzExMzBfMTYg%2FMDAxNTExOTk3MjkzNzUx.-i_yiPqeGeMq_JEkHiaapebqEz8NmNImUzMSBvFCJKEg.nuvUBTz5Q40OREQS0ytMcGJy0VBUmAnEvYR_YfZAp6Ig.JPEG.uuun4%2F20171128_224147.jpg
5573,연선흠베이커리카페,대전 유성구 지족로148번길 39-23 연선흠베이커리카페,042-823-0094,베이커리,4.43,연선흠베이커리카페는 25년경력의 제과기능장이 직접운영하는 고품격 대형베이커리카페입니다 인스타계정@yshbakery,2932,297,3229,"데이트, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200907_162%2F1599456722230dOHLY_JPEG%2FAYLprdGkF7FTVBM96cfvcCKz.jpg
22478,룩소,대전 서구 남선로 31,0507-1335-5284,"스테이크,립",4.89,"2014년부터 칸스테이크를 운영해오며, 드라이에이징만을 고집해온 창업자!! 특별한 코스요리와 함께 최상의 숙성 스테이크를 제공합니다.
룩소는 누룩 숙성을 한 스테이크 누룩 소에서 따온 룩소와 Luxury or 이라는 의미를 담고 있습니다.
누룩 숙성을 통해 더 깊은 풍미가 담긴 고기의 향과 감칠맛을 표현하였고, 셰프의 가치관을 음식으로 접시에 담았습니다
좀 더 발전되고, 새로운 맛으로 항상 한 분 한 분 정성스럽게 모시겠습니다.",2949,271,3220,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210309_71%2F1615287613254bRGcs_JPEG%2FOWXXbs9Sa1R3x1c0CeI_lj2u.JPG.jpg
2792,비래키키,대전 대덕구 비래골길 47-12,0507-1317-9180,이탈리아음식,0,"자연과 어울리는 인테리어와 함께
방문하시는 모든 분들이 편안하게 쉬었다 가실수 있는 <비래키키>는
계족산 등산로 입구에 위치한 숲속안의 작은 휴식공간입니다.

가족,연인,친구 소중한 분들과 함께하는 시간을
행복한 추억으로 간직할 수 있는 공간을 만들기 위해 항상 최선을 다하겠습니다.

음식의 맛, 커피의 품질 뿐만 아니라 모든 서비스에서 만족하고 가실 수 있도록 노력하는 비래키키가 되겠습니다

애견 동반시 1층 야외만 이용 가능합니다.

7월11일 이후부터 수영장이용으로 예약하시는 
손님들은 자동으로 예약이 취소됩니다. 
(요청사항에 말씀주셔도 반영이 어렵습니다)
수영장 이용 시 매장앞 주차장이용이 제한 될수있습니다.

간혹 바쁘시간대에 전화를 받지못하는
경우도 있어 양해부탁드립니다",2391,545,2936,"데이트, 분위기 있는, 든든한, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190920_18%2F1568961795118PEXVg_JPEG%2FrVIk2WMbDJB2x4WvUP2T3yJG.jpg
15112,복사꽃피는집 대전점,대전 유성구 원계산로 238-34,0507-1358-2023,주꾸미요리,4.42,"복사꽃피는집은 
 
소박하고 정직한 재료를 사용하여 정성을 다한 한끼를 대접하는
어머니의 마음을 담았습니다.

힘들고 지친 도시인들에게 어머니의 따스한 밥 한 그릇
식사 후 대청마루에 앉아 누룽지 물을 마시며 느낄 수 있었던 여유

어머니의 마음처럼 포근한 분위기와 어머니의 손끝에 전해지는
정성어린 맛으로 고객님을 모시겠습니다.",2470,412,2882,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190228_187%2F1551320812126T8pmL_JPEG%2FCYAvaHk7ygAF9YXtjaeBlb8-.jpg
3724,아웃백스테이크하우스 대전현대아울렛점,대전 유성구 테크노중앙로 123 3층,0507-1318-2840,패밀리레스토랑,4.52,"아웃백 스테이크하우스는 전 세계 21개국 1,000여 개 매장을 보유한 세계적인 캐주얼 다이닝 스테이크 레스토랑 브랜드입니다. 호주 대 자연의 아름다움과 따뜻함을 느낄 수 있는 매장 인테리어와 함께 홈메이드 방식으로 조리되는 신선하고 풍부한 메뉴를 만날 수 있습니다. 호주산 소고기만을 사용하는 아웃백의 대표 메뉴 스테이크는 육즙이 풍부하고 부드러운 부위만을 엄선하여 고기가 가장 맛있는 따뜻한 온도의 플레이트 위에 제공하여 최상의 맛을 경험할 수 있도록 합니다.",2607,265,2872,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211216_58%2F1639622526384pUb9q_JPEG%2F%25BE%25F7%25C3%25BC_%25BA%25ED%25B7%25A2%25B6%25F3%25BA%25A7.jpg
2381,오스하우스 대전중앙로지하상가점,대전 중구 중앙로 145 대전중앙로지하상가 C가11,042-242-2486,한식,4.49,None,2806,47,2853,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODExMjdfODUg%2FMDAxNTQzMjQ4NDYyMDYx.DdF88gfm7G1gTljpjQG9qRJFuycWealAkTHlV26rWqEg.d3PiWtU1x9QCJiiKk8Lh3yy6Ce-b-qkVscH90VnCdHgg.JPEG.whdtns0603%2FIMG_0022.jpg
2828,상무초밥 유성점,대전 유성구 대학로 44 1층 106~110호(봉명동),0507-1319-8983,"초밥,롤",0,"경영이념
바르게 최고가 된다.

목표와 비전
2025년까지 전국최고 최다 초밥 브랜드가 된다.

상무(上無)
초밥집중 상무초밥보다 위는 없다는 생각으로
경영이념과 같이 진실되게 최고가 되겠습니다.

 상무초밥의 다섯가지 약속
1. 건강하고 안전한 식재료만 쓰겠습니다.
2. 최상급 쌀로만 밥을 짓겠습니다.
3. 음식에 가격 이상의 가치를 담아내겠습니다.
4. 대한민국 초밥 대중화를 선도하겠습니다.
5. 전국 최고의 초밥브랜드가 되기 위해 목숨걸고 노력하겠습니다.",2343,482,2825,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211129_109%2F1638168858510X1qcC_JPEG%2F%25BB%25E7%25BD%25C3%25B9%25CC%25B8%25F0%25B8%25AE%25BE%25C6%25BF%25CD%25BC%25BC%2528%25B4%25EB%2529.jpg
17819,배스킨라빈스 대전터미널서관,대전 동구 동서대로 1689 대전복합터미널 (서관),042-622-3101,아이스크림,4.47,None,2781,34,2815,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
17960,설해돈,대전 서구 대덕대로233번길 36 라온채빌딩,0507-1385-1119,돈가스,4.35,"설해돈, 설해돈 본점, 매갈가스, 떡볶가스, 매콤파가스, 샐러드가스, 생돈가스 판매.",1072,1687,2759,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_231%2F1440480198345u1XDS_JPEG%2F166775545336471_0.jpg
15967,칸스테이크하우스 도안본점,대전 유성구 봉명서로 17-11,0507-1311-5284,"스테이크,립",4.77,"안녕하세요 칸스테이크하우스(도안본점) 입니다. 저희 칸스테이크 는 2014년 5월 에 오픈 한 대전 최초의 드라이에이징 스테이크 하우스입니다. Top 10 California cuisine restaurant in LA 출신 오너셰프와 다양한 경험과 열정이 넘치는 셰프들이 전문성과 자부심을 가지고 매장을 운영하고 있습니다. 자체 숙성실에서 28일 이상 정성스럽게 드라이에이징 , 웻에이징 한 원육으로 만든 스테이크를 고객분들께 제공해 드리고 있습니다. 엄선된 국내산1++ No.9등급의 한우와 USDA PRIME / CAB 등급의 원육만 사용하기 때문에 맛있고 건강한 스테이크를 경험하실 수 있습니다. 대표 메뉴로는 안심과 채끝등심을 한 번에 드실 수 있는 티본스테이크와 1++No.9등급의 한우 스테이크 등 이 있습니다. 고객님들께 행복한 추억 만들어 드릴 수 있도록 최선을 다하겠습니다. 감사합니다.",2148,609,2757,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220713_175%2F1657707522306YfU4L_JPEG%2FIMG_4889.jpg
