,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
6449,버거킹 울산신정FS점,울산 남구 봉월로 97,0507-1339-5888,햄버거,4.48,None,2950,55,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180424_235%2F1524537059001TtjUi_JPEG%2FT-pMr-xJPxDp7EhwZGyVIOeQ.jpg,3005
2909,크리스피크림도넛 울산삼산점,울산 남구 삼산로 281 정앤정크리빌 1층,052-269-1470,도넛,4.45,None,2929,75,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_203%2F1653008099518i5shn_PNG%2FKKD_%25B7%25CE%25B0%25ED_%25B4%25EB%25C1%25F6_1_%25B4%25EB%25C1%25F6_1.png,3004
3364,대게명가,울산 북구 정자1길 19 대게명가,052-281-7802,대게요리,4.72,"정자해변의 파도치는 풍경이 한눈에 보여서 특별한 추억을 만들수 있어요
모든 음식은 직접 당일 만들고 있어 신선함과 깔끔한 음식을제공해드리고있어요^-^
감사하게도 한번 오셨던분들은 잊지않고 매번 저희 대게명가를 찾아주십니다 
들려주신 만큼 최고의 서비스로 보답드리겠습니다 오늘도 좋은하루보내세요",847,1938,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181213_105%2F15446685166636orNm_JPEG%2FyedTn9nYXRaiRMaTtTGGZdpq.JPG.jpg,2785
6848,베테랑 바베큐,울산 울주군 서생면 해맞이로 924,052-239-5515,"육류,고기요리",4.29,*휴무일* 한달에 한번 워크샵으로 휴무(날짜는 업주문의) 명절 당일 휴무,1308,1349,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151209_44%2F1449631102416p1qBC_JPEG%2F167159524840658_0.jpg,2657
4348,버거킹 울산무거점,울산 남구 대학로 157,052-249-0332,햄버거,4.49,딜리버리 1599-0505,2605,28,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTEyMDZfMjA0%2FMDAxNjM4NzIxMjYxMjU2.AK5xKn-dyQgZsraM-vAFjWLtmadgcKyNfi1dc2yxkK0g.15D6675YyMmwPoD5KRp78YvJs3Q8TNZeKoZokKBa7Ywg.JPEG.oilyollang%2Foutput_3916459509.jpg,2633
2112,외가1914,울산 중구 옥골샘2길 5,052-246-2352,"카페,디저트",4.52,"1914년 건축되어
도심속100년의 세월을 간직한 한옥 고택에서 새로운 일상을 마주하셨으면 합니다.
품질좋은 커피와 음료 맛있는 디저트로 보답하겠습니다.",1705,710,"커피 맛집, 디저트 맛집, 분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210623_32%2F1624410319355EsQnA_JPEG%2FfQ2EfKqsWuVcW_eNfrrtrgXA.jpg,2415
5804,간절곶해빵,울산 울주군 서생면 해맞이로 924,052-239-5548,베이커리,4.43,"울산여행,간절곶여행의 필수구매코스인 간절곶해빵은 대한민국에서 가장 먼저 해가 뜨는 간절곶의 특징을 더욱더 의미있게 전달하여 간절곶이란 명소를 보다 많은 분들에게 알리고자 만들어낸 간절곶해빵입니다.

나이와 연령,성별 구분없이 누구나 좋아하는 부드러운 카스테라와 바삭한 소보로 그리고 달콤한 커스터드 크림을 특별한 제조범으로 각고의 노력끝에 완성하여 특허등록 된 해빵은 고객님들의 과분한 사랑을 받아 단시간에 간절곶의 지역빵으로 자리매김 하였습니다.",1255,1122,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220711_42%2F1657549864723Pj1lE_JPEG%2F3700C07C-C551-4329-9788-783C7508722F.jpeg,2377
7094,투썸플레이스 울산일산점,울산 동구 해수욕장10길 8,052-251-2338,카페,4.45,None,2263,64,"커피 맛집, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190629_51%2F1561796406273fvbS7_JPEG%2Fejqbs7mXnEsmRVeh7bZoMUT9.jpg,2327
1182,금강산 삼계탕,울산 남구 번영로150번길 27,052-227-7711,"백숙,삼계탕",4.36,삼산동에 있는 삼계탕 전문점입니다. 삼계탕을 주문하면 음식이 준비되는 동안 서비스로 제공되는 인삼주와 닭 불고기를 먹으며 기다릴 수 있지요. 영계를 사용해 육질이 야들야들하고 국물이 진해서 인근 주민이 즐겨 찾는 곳입니다.,1890,342,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200504_19%2F1588578508663Cb5G8_JPEG%2F3PvKvuKO0J5woQZChRs12Gp8.jpg,2232
1933,카페 수피아,울산 울주군 삼남읍 장제1길 13-11,0507-1303-6782,"카페,디저트",4.57,"안녕하세요 :) 카페수피아는 울산 언양에 있습니다.
카페명 '수피아' 는 순우리말로 ""숲의요정""이라는 뜻을 지니고 있습니다.
저희 카페는 2500평규모의 초대형 카페입니다. 
또한 100대 이상 주차가 가능한 넓은 주차장을 보유하고 있어 주차걱정은 하지않으셔도 됩니다. 
???????????? ?????? ???????? [쉼을 위한 숲] 저희 카페 슬로건입니다.
지친 일상을 달래줄 대자연속에서의 자연 힐링과 함께 맛있는 커피, 디저트 등이 준비되어있습니다.
A동과 B동 그리고 야외로 이루어져있고, 케어키즈존과 노키즈존 나누어져있어서 편히 쉬고 가시기에 불편함이 없도록 노력했습니다. 
야외에 넓은 잔디밭 또한 갖추어져 있어서 아이들이 뛰어놀기 좋게 안전하고 이쁘게 가꾸어져있습니다. 
손님들이 오셔서 가실때까지 최선을 다하겠습니다. 
감사합니다. ????????_???????????? ?? 언양카페",1551,673,"커피 맛집, 분위기 있는, 파릇파릇한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200727_117%2F1595836440805wKs2q_JPEG%2FfeJUjqI930y_7QcplX6VV4be.jpeg.jpg,2224
661,배스킨라빈스 울산달동점,울산 남구 신정로 38,052-271-3113,아이스크림,4.48,None,2177,39,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,2216
6501,외식명가 삼산정,울산 남구 화합로 154,0507-1362-9234,"육류,고기요리",4.47,"품격있게 즐기는 울산 대표 외식명가, 삼산정입니다.

주말과 공휴일은 대기하시는 다음 손님을 위해 룸 이용시간을 2시간, 단부제로 운영하고 있습니다.
Lunch 11:30~15:00
Dinner 16:00~21:30",1885,283,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191223_56%2F1577060910778mfcWv_JPEG%2FxbYVBNPYvFyGjpLTVwgdNQcA.jpg,2168
1042,대밭골돼지국밥,울산 중구 신기길 117,052-223-0003,국밥,4.42,None,1889,257,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA5MTJfMjUy%2FMDAxNTM2NzIxMDY5NDUz.KbkRSown4fzAmrUzN-ceebiJOKt09yJ_UJDeArIY4kcg.2SEAz6apnznaLrAIQg4QfCxN_NBCIWRUiO0RdSeaBHog.JPEG.suny-2550%2F2018-08-24-19-52-21.jpg,2146
115,홍익돈까스 울산삼산점,울산 남구 돋질로 419,052-227-0723,돈가스,4.42,브레이크타임 변경 2:30~5:00,1754,349,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191217_182%2F1576551606168eFJyF_JPEG%2Ff_Ft3HO99aQ68Lh1jf4E_0fd.jpeg.jpg,2103
2272,카페벼리,울산 동구 물목길 20,0507-1339-0826,카페,4.35,"페르몹 명품 가구에 앉아 멋진 바다뷰랑 힐링하세요??
앙버터,딸기케이크,파운드 등 직접 만든 디저트를 판매합니다.
좋은재료만을 사용합니다.",1585,485,"야경, 커피 맛집, 분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190717_215%2F1563358350172rHAW0_JPEG%2FRhBEbgIHtTk--l6gXuSSFZXm.jpeg.jpg,2070
2056,남보완해물칼국수 울산점,울산 북구 진장유통로 42,0507-1419-8334,"칼국수,만두",4.32,"20.11.11 KNN 생방송 투데이에 방영된 곳입니다.
산지 직송 해물과, 100% 수작업요리 저렴하지만 푸짐한 양과 깊은맛을 내기위해, 오랜시간 준비한 남보완 해물칼국수입니다.
재료를 아끼지 않고 해물이 왕창들어간 칼국수와 100% 수제로 만든 만두 맛보러오세요",1710,276,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200708_3%2F1594196898023WJXFG_JPEG%2F9_Par7XpYtN6VlI8K9AWLn3H.JPG.jpg,1986
235,삼산밀면전문점,울산 남구 산업로625번길 24-28,052-267-7843,국수,4.3,None,1746,222,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200706_120%2F15940429349255Lf7f_JPEG%2FNZQQHmOM03HNfq4TF86LhtXU.jpg,1968
1561,가천린포크,울산 울주군 언양읍 반구대로 1204-9,052-262-0037,"육류,고기요리",4.34,"가천린포크는 언양불고기 특구지역내에서 우수한 등급의 한우한돈을 도축 가공 생산까지 원스톱시스템으로 
생산된 축산물을 저렴하게 구매하여 맛과 멋이 공존하는 국내 최대규모 전통한옥 숯불구이관에서 
따뜻한 만남을 나눌수있는 행복한 공간으로 고객님을 맞이합니다",1518,422,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190829_117%2F1567042270843CH97z_JPEG%2FzTQgY5wbOmyXFJVuIzME6398.JPG.jpg,1940
1104,매운수제비,울산 남구 돋질로350번길 14,052-256-6680,한식,4.36,None,1555,378,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200518_72%2F1589773639541VmapO_JPEG%2FivNmFU7-TPQ6yFZFU6Jpgb3v.jpeg.jpg,1933
3481,솔밭가든,울산 중구 함월20길 65,052-243-5292,오리요리,4.44,None,1554,333,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191128_245%2F1574928103882qYbsN_PNG%2F8VbxKYHe5K5eWYcdBGQul474.png,1887
6716,무라카데칼국수,울산 울주군 청량읍 율리영해1길 104-5,052-277-0358,"칼국수,만두",4.38,None,1268,589,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200513_47%2F1589375435081B6krK_PNG%2F-y9c7JdJEndZn2MV9hvJTiY_.png,1857
9766,베르츠 율리,울산 울주군 청량읍 상보두현길 75,0507-1429-9955,"카페,디저트",4.38,"베르츠는 자연과 녹색을 뜻하는 베르Vert와 왈츠 Waltz의 합성어로 자연과 춤을 추듯 어우러지다 라는 의미를 가진 공간입니다.
최고의 커피와, 베이커리, 꽃을 함께 만나보실 수 있는 울산 최고의 카페 베르츠 율리 입니다.",1570,271,"데이트, 커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_14%2F1591309188655RKP7Q_JPEG%2FLXae-CuDfHD_dvOJepm6Xk_d.jpeg.jpg,1841
8703,파리바게뜨 약사점,울산 중구 번영로 487 대호빌딩1층,052-294-9999,베이커리,4.39,None,1823,3,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201029_283%2F1603933929032uYM4K_JPEG%2FLGZFXOjPZHJ5j6y3t0zef2d9.jpg,1826
2230,골든드롭,울산 중구 성안1길 139,052-211-1125,"카페,디저트",4.46,None,1511,308,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200513_149%2F1589363658593ViR0F_JPEG%2Fbl6o4Qx0hXoT-9W6gZY4-kTr.jpeg.jpg,1819
4742,삼송빵집 울산 삼산,울산 남구 삼산로267번길 6-13,052-258-3077,베이커리,4.4,None,1735,43,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190629_284%2F1561745156974bn6Us_JPEG%2F2PCnUyzeGYInVRHAE31V7gqd.jpg,1778
2069,콩나물교실해장국 울산본점,울산 남구 꽃대나리로 59 2층,052-265-3682,해장국,4.5,None,1464,282,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAzMTJfMTc3%2FMDAxNjQ3MDQ2MTczNjIz.PvT4ijDfSSi1CwPLHJN-Hj-8FGwWswGdk7fxLEizb1og.JcbN5-94LdgzMahH52ItVbazbnVfc1mgjAbQxJX7b4Ag.JPEG.seh0505-%2FIMG_5475.jpg,1746
3593,롯데리아 광주농성DT점,광주 서구 죽봉대로 21-1,062-365-5949,햄버거,4.37,None,1722,23,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_35%2F1548926796476edRce_JPEG%2FicZjDMSraWOprF4iesZ_K3im.jpeg.jpg,1745
9498,누마루,울산 남구 대학로169번길 2,0507-1436-3400,한식,4.4,"오리고기의 건강함과 문어.전복.해산물의 신선함을 조합하여 깊고 새로운 맛을 창조하였읍니다
숙성발효된 재료들을 사용하여 늘 한결같은 맛으로 맛있게.배부르게.행복해지도록 노력하는 
정성이 살아있는 누마루입니다",912,825,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160429_14%2F1461900947270Qo81N_JPEG%2F176379526565843_0.jpeg,1737
9386,롯데리아 홈플러스울산점,울산 중구 번영로 475 홈플러스울산점 1F,052-294-0700,햄버거,4.35,None,1727,4,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200324_168%2F1585048163812nKFpm_JPEG%2FR6iYzi2hraJcjz_5pzoArC0f.jpg,1731
9478,가지산돌짜장,울산 울주군 상북면 웃궁평길 6-4 1층 가지산돌짜장,0507-1313-8869,중식당,0,"최상의 재료와 최고의 가성비로 고객님들께 이득이 될 수 있는 식당.
정직과 정성으로 맛있는 시간을 제공하는 식당이 되겠습니다~",1221,493,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200724_59%2F1595558524824X2hWS_JPEG%2FVAWbVbwiuJMaddrEbO7i4035.JPG.jpg,1714
3915,어글리스토브 울산더테라스가든점,"울산 남구 삼산로 231 더테라스가든 3층 315,316호",052-257-8459,브런치,4.37,몸과 마음의 건강을 위해 가공된 식자재의 인위적인 맛보다 자연그대로의 환경에서 자란 벌레먹고 못생긴 과일이나 채소를 통하여 투박하지만 자연 본연의 가치를 실현 하고자 어글리스토브가 탄생 하였습니다.,1106,600,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220517_204%2F1652750372555eH0lN_JPEG%2F%25BF%25C0%25BA%25EC.jpg,1706
4433,아니마,울산 남구 왕생로66번길 13,052-903-0106,이탈리아음식,4.5,저희 아니마에서는 매일 뽑은 생면으로 모든 파스타를 요리합니다.,948,738,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160823_61%2F1471930627742KTGpx_JPEG%2F176773546727002_0.jpeg,1686
4324,카페드하나,울산 북구 화동15길 1-9,070-4119-5211,"카페,디저트",4.59,None,1549,128,"데이트, 커피 맛집, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20160630_21%2F1467244630628ibDDy_JPEG%2Fimage.jpeg,1677
1553,타요키즈카페 울산 젊음의 거리점,울산 중구 젊음의2거리 33,052-248-0825,"키즈카페,실내놀이터",4.31,"[연중무휴]
타요키즈카페는 어린이가 직접 타요 전동차를 운전하며 교통안전을 체험 하는 카존과 각종 장애물을 통과하며 모험심을 기르는 대형 정글짐, 안전사고 방지를 위해 연령별로 운영되는 방방존과 타요 애니메이션 속 악당을 무찌르는 볼대포존 그 외 짐플레이존, 그림놀이터, 편백나무 놀이터 등 다양한 놀이시설이 마련되어 있습니다.",1560,117,"이색체험, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170830_137%2F1504072999013ljXG9_JPEG%2FdukN4ri0G9pXIUEQqDs2J6Mo.jpg,1677
1570,휴아트삼산,울산 남구 삼산로308번길 5-5,0507-1316-3483,카페,4.49,전용주차장안내 - 카페 건물뒤 토요코인 호텔 옆 전용 주차장이 있습니다. 주차장 뒤문으로 출입가능합니다.,1254,387,"커피 맛집, 분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190714_290%2F1563033531298iFJsa_JPEG%2FCDu9tJghMlki5Qt3gpBB8d6z.jpg,1641
9081,등뼈가 울산달동점,울산 남구 신정로 52,052-227-0522,감자탕,4.4,대형 주차장 완비. 놀이방 완비. 주차요원 상주,1509,109,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220305_2%2F1646438789532xLSCH_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5%25C6%25C4%25C0%25CF2.jpg,1618
8045,홍콩반점0410 울산삼산점,울산 남구 돋질로302번길 17 1층 홍콩반점0410울산삼산점,0507-1443-0411,중식당,4.46,None,1366,251,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180403_288%2F1522751067539KtHpK_PNG%2FTimENC9Zp9xN1uSM1_Tr-2TR.png,1617
8966,KFC 울산명덕,울산 동구 방어진순환도로 909,052-209-2172,햄버거,4.39,None,1576,19,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180823_99%2F1534988446931i50A1_JPEG%2FV7WdVOJ6lJ_HVWHCJJ-rrZYz.jpg,1595
6383,탕화쿵푸마라탕 달동점,울산 남구 삼산로156번길 18 1층,0507-1306-3529,중식당,4.78,안녕하세요. 탕화쿵푸마라탕 달동점입니다. 많이 찾아와 주세요 :),1539,53,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191121_171%2F1574327930975AxTas_JPEG%2F6U7bYhrfXi-DO4G9hKsiCTWC.jpg,1592
9095,청양일초 일산쭈꾸미,울산 동구 방어진순환도로 630,052-235-2280,주꾸미요리,4.42,"일산해수욕장 인근에 있는 쭈꾸미 요리 전문점입니다.

이 집의 유일한 메뉴는 철판 위에 매운 양념에 버무린 주꾸미를 볶아주는 웰빙쭈꾸미이고요.

식사를 마친 후에 밥을 볶아 먹을 수 있습니다.

오후 2시 30분까지는 돌솥밥과 함께 제공되는 점심 특선 돌솥쭈꾸미정식도 주문 가능합니다.",1411,170,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAzMjFfMTkz%2FMDAxNTUzMTM1MzgxNDQ2.wFszJaWb2-QX0KR6Wm83JFpLPDbMoTCDaeMOlwqsBgEg.LpHG_TZFIBwxrhTtbL-65b6qkeFNXGOxeXsR9ureT2og.JPEG.pjybd0203%2FP20190320_182858155_B2467FB8-0D56-4087-9AF0-95B5ABB8B8B4.,1581
9617,짱이야 삼성점,울산 남구 신정로 25,052-267-2777,종합분식,4.25,None,1542,39,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTExMjlfNzEg%2FMDAxNTc0OTYxNTMyNjIw.bzZ6Ep5vKlMvGjYA3Y3uIjhmb6osaTq5746nNAEKiywg.j9rWU8GXpIW5OKgnxiCftVPxUZXItsKtgnNjdvJGIGYg.JPEG.helloomate%2F1574961530918.jpg,1581
5472,윤연당,울산 남구 삼산로122번길 9-1,052-236-5050,베이커리,4.38,"윤연당은 천연효모와 유산균으로 건강한 빵을 만듭니다.
유기농 재료, 신선한 재료를 선별하여 사용합니다.
울산의 향토기업입니다.
느리게 더 느리게 빵을 만드는 윤연당입니다",1268,310,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170801_155%2F1501555903951QueRf_JPEG%2F186751518159053_3.jpeg,1578
