,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
4552,남동공단떡볶이,인천 남동구 남동서로 226,032-821-5566,떡볶이,4.41,None,2038,1430,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190815_39%2F1565854966459f8tp1_JPEG%2FiHC4UEEOLKcChCwiO_y_GLXY.jpg,3468
4218,온센,인천 중구 신포로35번길 22,070-8861-8011,일식당,4.47,None,2161,1377,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200924_236%2F160093174984683fJ8_JPEG%2FVDd5fxs53xfk2A_oeNKBsAw7.jpg,3538
6257,하늘정원,인천 중구 운서동 2848-6,None,근린공원,4.64,None,25,1344,"피크닉, 데이트",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190726_22%2F15641447548628qsuX_JPEG%2F_WUQHv34fqBUnwxa6yLCJEeq.jpg,1369
3889,엠클리프,인천 중구 마시란로 51-30 엠클리프,0507-1373-3342,"카페,디저트",0,"엠클리프 카페의 시작은 절벽입니다.
밑으로는 산책로가, 중턱에는 카페, 위에는 하늘정원으로 구성되어 있습니다.
푸른 잔디가 있는 절벽 위에서 다양한 모습을 가진 아름다운 바다와
서해에서 볼 수 있는 최고의 노을을 감상 할 수 있는 한국의 3대 절벽 카페입니다.
이 절벽은 1층 오픈키친에서 직접 확인할 수 있습니다.",4874,1328,"커피 맛집, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191219_271%2F1576721633883jsLNk_JPEG%2FXuLC_XcyJAhCV4KUsFY4Lepm.jpg,6202
3227,늘목,인천 중구 용유서로 158,032-746-8877,쌈밥,0,지역에서 반찬이 많고 맛있기로 유명한 예약이 많은 쌈밥집이다.매장이 넓고 쾌적하며 주차장이 잘 되어 있어 이용이 편리하다.남녀노소 모두 즐길 수 있는 반찬구성이 돋보이며 시골에 맛을느끼며 합리적인 가격으로 한정식 못지않은 푸짐한 쌈밥정식을 맛볼 수 있다.반찬은 모두 리필이 가능하다.마당에 직접 쌈 채소를 재배하기 때문에 유기농 채소를 먹을 수 있다는 것이 특징이다.직접재배하는 아주까리 잎 나물은 다른 곳에서 맛 볼 수 없는 늘목만의 시그니쳐! 취나물 방풍나물 비름 머위 등도 국산 들기름과 비법 양념이 어우러진 건강한 맛으로 즐길 수 있다.,1386,1154,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_27%2F1573811083536cfPMz_JPEG%2FObE8pezBKhxYqnmImWvnJ6WP.jpg,2540
4511,지금이곳,인천 중구 운남로82번길 40,0507-1371-7870,"카페,디저트",4.49,"지금이곳 영종은 
추억을 만들 수 있는 공간을 목표로
사진을 찍고,
맛있는 음식을 먹고,
사랑하는 사람과 함께한 기억이 아름다울 수 있기를 꿈꿉니다.",3574,1116,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191213_236%2F1576245703513NThOn_JPEG%2F28OrICYhaTFY60Ljc0vw-ZO3.jpeg.jpg,4690
1873,베트남포다쌀국수,인천 부평구 부평대로40번길 1,070-7750-6668,,4.41,None,985,1087,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190113_159%2F1547364557728ijG6B_JPEG%2FUNBJfHwiWIu3fpmXWJSuAYue.jpg,2072
4073,거궁 부평점,인천 부평구 아트센터로 166 부평아트센터 3층,032-517-4007,거궁,4.34,"명품 이천쌀로 밥을 짓고, 신선하고 엄선된 식자재로 음식을 만듭니다.
직접 만든 이천 도자기에 정성껏 만든 음식을 담아 귀한 고객님의 식탁을 준비 하였습니다.
한끼의 식사에도 고객님의 건강을 생각하며, 행복을 기원하는 식탁을 준비하였습니다.

주차장 완비. 무료.",1728,1047,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200701_169%2F1593570344176lyIu7_JPEG%2FcGe_lpAYVnx8ik_4XThQcXJ8.jpg,2775
6646,마니산산채,인천 강화군 화도면 해안남로 1182 마니산산채,0507-1346-4293,한정식,0,"마니산 산채는 각종 향토요리대회에서 수상경력을 가진 강화도 맛집입니다.
대표 매뉴는 산채비빔밥이고 곁들이는 매뉴로 도토리묵, 감자전, 떡갈비, 산채전이 있습니다.
저희의 도토리묵은 도토리 가루 중 가장 좋은 상수리열매 가루로 만들고 있습니다.
슬로푸드대상,
특허까지 있는 맛집!
한식 좋아하는 사람은 꼭 가야되는 곳^^
육식보다 채식을 선호하시는 분들께 추천드리는 건강한 밥상^^
약초반찬10가지,산채비빔밥, 3년 숙성시킨 된장으로 만든 된장찌개,순수콩전의 행복을 느낄수 있는 마니산산채입니다.
수제떡갈비,직접 쑨 도토리묵,순수감자전의 사이드메뉴도 같이 맛볼수 있습니다!
슬로우푸드 대상,먹거리 x파일의 착한식당,산채비빔밥 3대맛집,좋은식단 실천사업 표창장,향토음식경영대회 대상을 직접오셔서 느껴보세요!
(생생정보통신,생방송오늘저녁,굿모닝대한민국,먹거리x파일착한식당 선정 등등 다수 방송출연을 하였습니다)",2595,1038,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191102_17%2F1572691821930LPoaG_JPEG%2FKakaoTalk_20191102_182140685_04.jpg,3633
8208,북항한식뷔페,인천 서구 북항로32번안길 35 1층 북항한식뷔페,0507-1313-8445,한식뷔페,4.56,"안녕하세요 인천 서구 모다아울렛 정문 앞에 위치하고 있는 북항한식뷔페입니다 :)

우선 항상 저희를 찾아주시는 손님들께 감사하다는 말씀 드립니다!

저희 북항한식뷔페는 건강하고 깨끗한 재료를 제공하고있으며 연령층 상관없이 남녀노소 즐길 수있는 18가지의 다양한메뉴를 준비하고 있습니다. 메인메뉴는 제육볶음 , 닭볶음탕 , 안동찜닭 , 오리훈제 등 매일 바뀌고, 국은 두 가지로 항상 바뀌며 선지국은 매일 아침마다 끓여서 준비하고 있습니다. 또한 후식으로 매실차와 토스트까지 드실 수 있게 구비하였습니다.

저희 북항한식뷔페는 또한 배달도 전문으로 서구 등 주변지역 사무실이나 공장 현장 등 배달 가능하니까 언제든 편하게 연락 부탁드립니다 감사합니다 ^-^",277,1035,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211230_16%2F1640822936839KahPU_JPEG%2F%25B0%25A1%25B0%25DD%25C7%25A5_r3-1.jpg,1312
5450,중화루,인천 중구 홍예문로 12,032-762-0231,중식당,4.32,"100년의 역사를 지켜 온 중식당입니다. 다양한 요리와 식사 메뉴로 오랜 세월 인근 주민들의 사랑을 받아온 곳인데요. 여러 종류로 선보이는 자장면과 해물, 버섯, 야채로 개운한 국물 맛을 낸 삼선짬뽕이 가장 인기입니다.",2319,962,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210525_186%2F16219197449596DRLC_JPEG%2FjqCsj6Ho1ybDBfsBcTZqGeMO.jpg,3281
6027,쉐이크쉑 송도점,인천 연수구 송도과학로16번길 33-2 트리플스트리트 B동 1층,032-310-9464,햄버거,4.49,쉐이크쉑 송도점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,6590,961,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210107_54%2F1610009348028TyKTU_JPEG%2F2019_0828_SSB5729_1_HR.jpg,7551
708,엔젤케익앤커피,인천 부평구 부흥로327번길 16 1층,010-7335-2496,케이크전문,4.78,None,32,936,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA2MTVfMTI2%2FMDAxNTkyMjEzNDg2Mzg1.he2bqMyyxUDTX5ZCMru5qpUyszEU8WHW-T10B3Vl-lMg.5aqY-g2ZQONURSThSJ9m9RgQHkk5TzbWpF5o08G3WGwg.JPEG.kbs2496%2F1592213485192.jpg,968
845,연안부두 목포신안18호횟집,인천 중구 연안부두로 119 목포신안18호횟집,032-882-0137,생선회,4.61,"연안부두 60첩반상 횟집중 유일하게 바다석양을 볼 수 있으며 KBS생생정보, 맛있는녀석들, MBC 생방송오늘저녁, SBS생방송투데이 출연 맛집!
허벌나게 드립니다 싱싱한 스끼다시와 신선도 최상품 활어회를 매일매일 준비하기 때문에 믿고 드실수있고 맛,푸짐함,신선도,서비스 모든부분에 정성으로 준비합니다",1793,931,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210521_177%2F1621593634583IXIL8_JPEG%2FAbdyQcZC92cqZqeg3zWLpGLo.jpg,2724
3438,오구당당 부평본점,인천 부평구 경원대로1377번길 47,0507-1493-3389,쌈밥,4.38,"1996년에 오픈한 유명한우렁쌈밥집. 부평맛집중에 대표명소로서 언론에도 수십차례 소개된 찐맛집. 고소한 우렁쌈장은 미국수출까지 할정도로 검증된 맛.
불맛가득 훈제육볶음+고소한 우렁 쌈장을 한번 맛보게되면 재방문을 안할 수가없다. 웨이팅은 기본이요~
재방문을",2049,891,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181211_196%2F1544490606542SKmfA_JPEG%2Fi4H68tYOc704YX4ARrCRh8L2.jpg,2940
305,비스트로J,인천 남동구 인주대로 582 신현프라자,0507-1341-9836,"스파게티,파스타전문",4.56,"구월동에서 파스타 제일 잘 하는 집 ! 비스트로 J 입니다 .

인천 맛집 구월동 맛집 파스타 맛집 피자 맛집 분위기 맛집 데이트 맛집 

오늘도 내일도 고객님 생각 비스트로 J의 뜨뜻한 새 소식이 궁금하시다면
인스타그램 @bistoro___j 로 놀러오세요",1545,865,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220323_97%2F1648023515315YGgAX_JPEG%2F%25BD%25C3%25BA%25CE%25B8%25AE.jpg,2410
5879,어부신광호,인천 중구 선녀바위로55번길 14,032-746-4560,생선회,4.28,"을왕리맛집 어부신광호입니다.
8시30분~10시까지(아침식사 북어해장국판매)
무지개물회와 조개구이, 조개찜, 해물칼국수, 해물파전을 맛보세요.",869,839,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180626_66%2F15299861062489JUn7_JPEG%2FJ4IvI-Ahaevj2YnYCnpgYoxX.JPG.jpg,1708
7523,크래버대게나라 송도점,인천 연수구 센트럴로 194,032-832-5859,게요리,4.38,"[ 송도 맛집, 크래버 대게나라 송도점 ]

포장 및 배달도 가능 합니다.
(배달_배달의민족만 가능)

레스토랑에서 드셨던 그 맛 정성 그대로~
맛있는 요리를 집에서도 맛있게 드실 수 있도록
따뜻한 마음 가득 담아~ 정성껏 준비해드립니다.

* 자세한 문의는 매장에 확인 부탁드립니다. *

----------------------------------------------------------------------

특A급 대게 킹크랩 랍스타 전문점, 대게나라 송도점~
깐깐한 주인장이 직접 산지에서 선별 후 고객에게 제공!!

실속있는 가격 바다의 자연 그대로의 맛을 선사합니다.
특별한 날 소중한 분들과 함께 하기 좋은 곳~

대게 킹크랩 랍스타 맛집, 크래버 대게나라 송도점 입니다..",636,818,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200109_132%2F15785334284402Xqyh_JPEG%2FxUdOcXjvOPBlkt63AlpYn4wf.jpg,1454
923,임파스토,인천 연수구 아트센터대로 203 B동 1층상가 138호,0507-1428-1230,"스파게티,파스타전문",4.43,"*예약문의는 주중에 전화나 문자로 가능 *주말의 경우, 전화응대가 불가",926,815,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201229_170%2F1609252053687f1abE_JPEG%2FVeKSM-CrT_0-MfcVzX9wCyt4.jpeg.jpg,1741
3232,충남서산집,인천 강화군 내가면 중앙로 1200,0507-1324-8403,게요리,0,None,1667,807,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160701_223%2F14673606419087RraO_JPEG%2Fimage.,2474
129,파니노구스토,인천 남동구 인하로507번길 14 탑프라자,0507-1401-0046,이탈리아음식,4.65,"""파니노구스토""는 이탈리아어로 ""빵의 맛""이란 뜻을 가진 트라토리아&핏제리아입니다. 저온 숙성 나폴리 도우를 이용한 다양한 메뉴를 선보이고 있으며, 이탈리아 부팔라 치즈와 신선한 식자재를 올린 정통 나폴리 피자는 건강한 한끼를 추구하는 파니노 구스토의 대표 메뉴입니다. 파니노구스토의 컨셉인 트라토리아&핏제리아는 간소하면서도 완성도있는 음식을 고객들께서 쉽고 편하게 즐기시길 바라는 마음이 담겨있습니다. 이제 파니노구스토에서 소중한 분들과 따뜻하고 행복한 시간 보내시길 바라겠습니다.",2330,799,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151020_230%2F1445309838004Dr6dR_JPEG%2F166970518734897_0.jpg,3129
5662,떡시루공방,인천 남동구 소래역남로 40 2층202호,010-9093-7974,"떡,한과",0,"안녕하세요.
전통떡,전통한과,음청류를 판매 및 수업을 진행하고있는 떡시루입니다,
우리의 아름다운 디저트인 떡,한과 많이 사랑해주세요",2,794,"이색체험, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190104_194%2F1546550574845uV8Bp_JPEG%2F0xoja5lw_pdh19lIs--OSQnK.jpg,796
4896,이당비스트로,인천 남동구 배려터로 9,032-465-3362,이탈리아음식,4.43,"70년된 한옥을 옛 모습을 최대한 유지하며 잔잔한조명으로 모던함을 접목하였습니다. 프라이빗한 6개의 단체 룸과 10석의 홀 테이블이 준비되었습니다. 남녀노소 누구에게나 익숙한 분위기를 만들고자 하였습니다. 부모님들은 옛 추억을, 젊은 연인은 한옥의 아름다움을 ... 누구에게는 외갓집에 온듯한, 어떤이는 도심속에서 과거의 멋을 느낄수있는 장소였으면 합니다.
""이당이란 이태리(이)자 집(당)의 한자어로 한옥에서 즐기는 이태리 음식을 전문으로 하는 곳입니다",1419,783,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_158%2F1636104581718eyAWT_JPEG%2FN52mPwYTRIcfGMBjybLfSMJq.jpg,2202
8825,건강밥상심마니 송도점,인천 연수구 해돋이로 161,032-831-0831,"백숙,삼계탕",4.4,"안녕하세요.
건강밥상 심마니 송도점입니다.

건강밥상 심마니에서는
호흡기 질환과 면역력 강화에 도움이 되는
약재들을 사용하여 음식을 만들고 있습니다.

건강에 좋은 약재를 바탕으로 24시간 정성스럽게 만들어
손님들에게 약이 되는 밥상을 드리고자 하니,
심마니에서 맛있는 보양식 드시고,
코로나 바이스러 및 각종 겨울철 질환 예방하세요.

-황금버섯백숙 주문시 한방보쌈 무료 (평일 5시 이후 주문시)
-백숙 / 궁중도리탕 주문시 곤드레돌솥밥 무료 (평일 5시 이후 주문시)
-크램생맥주 2잔 주문시 1잔 무료",890,753,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191025_188%2F1571993113455ecnVK_JPEG%2FkmWl3RgW05_14EYPA1BridSH.jpg,1643
834,용화반점,인천 중구 참외전로174번길 7,032-773-5970,중식당,0,재료 소진 시 영업종료합니다.,817,737,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200628_155%2F1593271185778sxb6Q_JPEG%2FPv-5SHJx9JGH9ChDfeXctdLS.jpg,1554
8264,데일리오아시스 송도센트럴파크점,인천 연수구 테크노파크로111번길 5 1층 101호,0507-1320-4435,"카페,디저트",4.5,"- 말차전문, 고급커피, 수플레 맛집 데일리오아시스입니다.
- 네비게이션에 '스타빌딩 주차장' 검색하고 오시면 됩니다.
- '워시존 세차장' 검색하고 찾아오시면, 좌측에 주차장 입구와 매장입구가 있습니다.
- 오전 12시부터 오후 9시 30분까지 주문 가능하시고, 9시 40분에 매장이 종료됩니다.",676,726,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180929_258%2F1538186686516rMJHr_JPEG%2FGzk5YRcsoEhXWYov5i8Rns8J.jpg,1402
4781,로빈,인천 남동구 석산로 159,0507-1334-8113,중식당,4.37,"로빈은 일반 배달 중국집은 아니구요~ 홀에서 요리를 즐겨 먹을 수 있는
차이니즈 레스토랑 요리전문 중국집이랍니다! 
로빈의 짬뽕은 진한 사골육수로 만들어 졌어요!
얼큰하면서도 진한 사골육수 국물이 정말 일품이랍니다!~",420,719,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180820_58%2F1534749089447PlMVF_JPEG%2FuFI0cFAY72KJ6CoNssSlf13c.JPG.jpg,1139
463,전남회조개구이,인천 중구 을왕로 62-1,050-7417-3082,생선회,4.58,"을왕리해수욕장에 위치한 
전남회조개구이입니다^^
싱싱하고 푸짐한 
전남회조개구이입니다
을왕리 no.1",1636,709,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210607_51%2F1623051889540JKleR_JPEG%2F17.jpg,2345
9455,청해김밥,인천 미추홀구 경인로 414,032-429-7212,김밥,4.29,계란말이 김밥이 유명한 분식 전문점입니다. 김위에 달걀을 말아 김밥을 만듭니다. 테이블마다 반찬통이 있어서 먹고싶은 만큼 덜어서 먹는 방식입니다. 주방도 개방되어 있어 지켜볼 수 있습니다. 도시락포장은 미리 예약하여 가능합니다.,6231,706,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20160930_81%2Flhe8185_1475228741505Vx9dG_JPEG%2F%25C3%25BB%25C7%25D8%25B1%25E8%25B9%25E47.jpg,6937
9266,애슐리퀸즈 뉴코아 인천점,인천 남동구 인하로 485 뉴코아아울렛 9층,0507-1422-1033,패밀리레스토랑,4.26,200가지 메뉴로 만나는 월드와이드뷔페 <애슐리퀸즈>,1456,676,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211125_15%2F1637823515734Kdnar_JPEG%2FKakaoTalk_20211125_155342322.jpg,2132
4401,하루야마,인천 서구 청라라임로 71,032-581-0066,생선회,4.82,"하루야마는 제철 식재료로 조리하며 참치와 숙성회과 함께 있는 곳입니다.
 참치코스, 사시미코스 등 다양한 코스를 즐길 수 있습니다.
각종 단체모임과 회식장소로 충분한 분위기이며 예약 및 포장 서비스를 제공하고 있습니다!",145,639,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180801_52%2F1533110229473v69mX_JPEG%2FZWxbVmAawt8Dlj-3DKbuTfph.jpg,784
